"FECHA_HORA",FECHA,HORA,AIRQ_CO,AIRQ_NO,AIRQ_NO2,DATASET
2015-03-19:20:00,2015-03-19,20,0.46,----,----,CALID-DE-AIRE-ANO-2015
2015-03-19:21:00,2015-03-19,21,0.41,----,----,CALID-DE-AIRE-ANO-2015
2015-03-19:22:00,2015-03-19,22,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-19:23:00,2015-03-19,23,0.38,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:00:00,2015-03-20,00,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:01:00,2015-03-20,01,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:02:00,2015-03-20,02,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:03:00,2015-03-20,03,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:04:00,2015-03-20,04,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:05:00,2015-03-20,05,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:06:00,2015-03-20,06,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:07:00,2015-03-20,07,0.37,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:08:00,2015-03-20,08,0.37,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:09:00,2015-03-20,09,0.44,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:10:00,2015-03-20,10,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:11:00,2015-03-20,11,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:12:00,2015-03-20,12,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:13:00,2015-03-20,13,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:14:00,2015-03-20,14,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:15:00,2015-03-20,15,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:16:00,2015-03-20,16,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:17:00,2015-03-20,17,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:18:00,2015-03-20,18,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:19:00,2015-03-20,19,0.26,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:20:00,2015-03-20,20,0.24,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:21:00,2015-03-20,21,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:22:00,2015-03-20,22,0.20,----,----,CALID-DE-AIRE-ANO-2015
2015-03-20:23:00,2015-03-20,23,0.26,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:00:00,2015-03-21,00,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:01:00,2015-03-21,01,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:02:00,2015-03-21,02,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:03:00,2015-03-21,03,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:04:00,2015-03-21,04,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:05:00,2015-03-21,05,0.22,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:06:00,2015-03-21,06,0.21,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:07:00,2015-03-21,07,0.25,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:08:00,2015-03-21,08,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:09:00,2015-03-21,09,0.23,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:10:00,2015-03-21,10,0.25,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:11:00,2015-03-21,11,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:12:00,2015-03-21,12,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:13:00,2015-03-21,13,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:14:00,2015-03-21,14,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:15:00,2015-03-21,15,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:16:00,2015-03-21,16,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:17:00,2015-03-21,17,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:18:00,2015-03-21,18,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:19:00,2015-03-21,19,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:20:00,2015-03-21,20,0.48,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:21:00,2015-03-21,21,0.66,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:22:00,2015-03-21,22,0.72,----,----,CALID-DE-AIRE-ANO-2015
2015-03-21:23:00,2015-03-21,23,0.56,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:00:00,2015-03-22,00,0.53,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:01:00,2015-03-22,01,0.47,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:02:00,2015-03-22,02,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:03:00,2015-03-22,03,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:04:00,2015-03-22,04,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:05:00,2015-03-22,05,0.26,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:06:00,2015-03-22,06,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:07:00,2015-03-22,07,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:08:00,2015-03-22,08,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:09:00,2015-03-22,09,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:10:00,2015-03-22,10,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:11:00,2015-03-22,11,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:12:00,2015-03-22,12,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:13:00,2015-03-22,13,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:14:00,2015-03-22,14,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:15:00,2015-03-22,15,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:16:00,2015-03-22,16,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:17:00,2015-03-22,17,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:18:00,2015-03-22,18,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:19:00,2015-03-22,19,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:20:00,2015-03-22,20,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:21:00,2015-03-22,21,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:22:00,2015-03-22,22,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-22:23:00,2015-03-22,23,0.37,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:00:00,2015-03-23,00,0.46,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:01:00,2015-03-23,01,0.40,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:02:00,2015-03-23,02,0.39,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:03:00,2015-03-23,03,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:04:00,2015-03-23,04,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:05:00,2015-03-23,05,0.25,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:06:00,2015-03-23,06,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:07:00,2015-03-23,07,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:08:00,2015-03-23,08,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:09:00,2015-03-23,09,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:10:00,2015-03-23,10,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:11:00,2015-03-23,11,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:12:00,2015-03-23,12,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:13:00,2015-03-23,13,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:14:00,2015-03-23,14,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:15:00,2015-03-23,15,0.38,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:16:00,2015-03-23,16,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:17:00,2015-03-23,17,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:18:00,2015-03-23,18,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:19:00,2015-03-23,19,0.46,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:20:00,2015-03-23,20,0.68,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:21:00,2015-03-23,21,0.39,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:22:00,2015-03-23,22,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-23:23:00,2015-03-23,23,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:00:00,2015-03-24,00,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:01:00,2015-03-24,01,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:02:00,2015-03-24,02,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:03:00,2015-03-24,03,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:04:00,2015-03-24,04,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:05:00,2015-03-24,05,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:06:00,2015-03-24,06,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:07:00,2015-03-24,07,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:08:00,2015-03-24,08,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:09:00,2015-03-24,09,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:10:00,2015-03-24,10,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:11:00,2015-03-24,11,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:12:00,2015-03-24,12,0.31,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:13:00,2015-03-24,13,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:14:00,2015-03-24,14,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:15:00,2015-03-24,15,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:16:00,2015-03-24,16,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:17:00,2015-03-24,17,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:18:00,2015-03-24,18,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:19:00,2015-03-24,19,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:20:00,2015-03-24,20,0.29,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:21:00,2015-03-24,21,0.28,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:22:00,2015-03-24,22,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-24:23:00,2015-03-24,23,0.26,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:00:00,2015-03-25,00,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:01:00,2015-03-25,01,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:02:00,2015-03-25,02,0.27,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:03:00,2015-03-25,03,0.25,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:04:00,2015-03-25,04,0.24,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:05:00,2015-03-25,05,0.24,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:06:00,2015-03-25,06,0.25,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:07:00,2015-03-25,07,0.43,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:08:00,2015-03-25,08,0.35,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:09:00,2015-03-25,09,0.26,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:10:00,2015-03-25,10,0.32,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:11:00,2015-03-25,11,0.30,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:12:00,2015-03-25,12,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:13:00,2015-03-25,13,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:14:00,2015-03-25,14,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:15:00,2015-03-25,15,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:16:00,2015-03-25,16,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-25:17:00,2015-03-25,17,0.27,6.3,8.6,CALID-DE-AIRE-ANO-2015
2015-03-25:18:00,2015-03-25,18,0.24,0.7,3.5,CALID-DE-AIRE-ANO-2015
2015-03-25:19:00,2015-03-25,19,0.24,0.2,1.4,CALID-DE-AIRE-ANO-2015
2015-03-25:20:00,2015-03-25,20,0.25,0.3,1.9,CALID-DE-AIRE-ANO-2015
2015-03-25:21:00,2015-03-25,21,0.27,0.9,7.9,CALID-DE-AIRE-ANO-2015
2015-03-25:22:00,2015-03-25,22,0.37,8.2,12.6,CALID-DE-AIRE-ANO-2015
2015-03-25:23:00,2015-03-25,23,0.44,18.7,10.5,CALID-DE-AIRE-ANO-2015
2015-03-26:00:00,2015-03-26,00,0.36,14.1,14.5,CALID-DE-AIRE-ANO-2015
2015-03-26:01:00,2015-03-26,01,0.32,11.4,10.7,CALID-DE-AIRE-ANO-2015
2015-03-26:02:00,2015-03-26,02,0.28,6.0,8.5,CALID-DE-AIRE-ANO-2015
2015-03-26:03:00,2015-03-26,03,0.23,3.4,6.9,CALID-DE-AIRE-ANO-2015
2015-03-26:04:00,2015-03-26,04,0.23,1.9,7.1,CALID-DE-AIRE-ANO-2015
2015-03-26:05:00,2015-03-26,05,0.27,5.0,8.7,CALID-DE-AIRE-ANO-2015
2015-03-26:06:00,2015-03-26,06,0.25,6.8,10.2,CALID-DE-AIRE-ANO-2015
2015-03-26:07:00,2015-03-26,07,0.35,29.0,15.6,CALID-DE-AIRE-ANO-2015
2015-03-26:08:00,2015-03-26,08,0.28,52.7,15.3,CALID-DE-AIRE-ANO-2015
2015-03-26:09:00,2015-03-26,09,0.22,18.5,6.3,CALID-DE-AIRE-ANO-2015
2015-03-26:10:00,2015-03-26,10,0.26,7.9,4.9,CALID-DE-AIRE-ANO-2015
2015-03-26:11:00,2015-03-26,11,0.24,2.5,2.6,CALID-DE-AIRE-ANO-2015
2015-03-26:12:00,2015-03-26,12,0.22,3.8,3.2,CALID-DE-AIRE-ANO-2015
2015-03-26:13:00,2015-03-26,13,0.22,2.1,4.5,CALID-DE-AIRE-ANO-2015
2015-03-26:14:00,2015-03-26,14,0.21,6.8,9.3,CALID-DE-AIRE-ANO-2015
2015-03-26:15:00,2015-03-26,15,0.20,13.9,12.6,CALID-DE-AIRE-ANO-2015
2015-03-26:16:00,2015-03-26,16,0.21,5.7,8.8,CALID-DE-AIRE-ANO-2015
2015-03-26:17:00,2015-03-26,17,0.22,1.7,8.2,CALID-DE-AIRE-ANO-2015
2015-03-26:18:00,2015-03-26,18,0.24,1.8,11.4,CALID-DE-AIRE-ANO-2015
2015-03-26:19:00,2015-03-26,19,0.43,8.6,23.9,CALID-DE-AIRE-ANO-2015
2015-03-26:20:00,2015-03-26,20,0.60,22.1,24.0,CALID-DE-AIRE-ANO-2015
2015-03-26:21:00,2015-03-26,21,0.28,5.4,11.9,CALID-DE-AIRE-ANO-2015
2015-03-26:22:00,2015-03-26,22,0.24,1.6,8.3,CALID-DE-AIRE-ANO-2015
2015-03-26:23:00,2015-03-26,23,0.24,1.0,6.2,CALID-DE-AIRE-ANO-2015
2015-03-27:00:00,2015-03-27,00,0.21,0.5,3.3,CALID-DE-AIRE-ANO-2015
2015-03-27:01:00,2015-03-27,01,0.21,0.3,2.1,CALID-DE-AIRE-ANO-2015
2015-03-27:02:00,2015-03-27,02,0.20,0.5,2.4,CALID-DE-AIRE-ANO-2015
2015-03-27:03:00,2015-03-27,03,0.22,1.4,3.7,CALID-DE-AIRE-ANO-2015
2015-03-27:04:00,2015-03-27,04,0.26,45.5,12.7,CALID-DE-AIRE-ANO-2015
2015-03-27:05:00,2015-03-27,05,0.23,9.3,6.0,CALID-DE-AIRE-ANO-2015
2015-03-27:06:00,2015-03-27,06,0.29,13.3,10.6,CALID-DE-AIRE-ANO-2015
2015-03-27:07:00,2015-03-27,07,0.45,56.4,26.4,CALID-DE-AIRE-ANO-2015
2015-03-27:08:00,2015-03-27,08,0.49,51.3,14.4,CALID-DE-AIRE-ANO-2015
2015-03-27:09:00,2015-03-27,09,0.29,26.2,9.6,CALID-DE-AIRE-ANO-2015
2015-03-27:10:00,2015-03-27,10,0.25,12.9,9.8,CALID-DE-AIRE-ANO-2015
2015-03-27:11:00,2015-03-27,11,0.25,5.9,8.1,CALID-DE-AIRE-ANO-2015
2015-03-27:12:00,2015-03-27,12,0.24,6.2,7.8,CALID-DE-AIRE-ANO-2015
2015-03-27:13:00,2015-03-27,13,0.23,3.7,6.7,CALID-DE-AIRE-ANO-2015
2015-03-27:14:00,2015-03-27,14,0.24,2.9,5.4,CALID-DE-AIRE-ANO-2015
2015-03-27:15:00,2015-03-27,15,0.24,4.7,7.8,CALID-DE-AIRE-ANO-2015
2015-03-27:16:00,2015-03-27,16,0.24,3.0,5.6,CALID-DE-AIRE-ANO-2015
2015-03-27:17:00,2015-03-27,17,0.26,1.8,7.5,CALID-DE-AIRE-ANO-2015
2015-03-27:18:00,2015-03-27,18,0.29,13.9,12.8,CALID-DE-AIRE-ANO-2015
2015-03-27:19:00,2015-03-27,19,0.51,17.9,23.0,CALID-DE-AIRE-ANO-2015
2015-03-27:20:00,2015-03-27,20,0.66,20.9,24.2,CALID-DE-AIRE-ANO-2015
2015-03-27:21:00,2015-03-27,21,0.49,11.0,19.8,CALID-DE-AIRE-ANO-2015
2015-03-27:22:00,2015-03-27,22,0.36,4.5,12.4,CALID-DE-AIRE-ANO-2015
2015-03-27:23:00,2015-03-27,23,0.24,1.0,6.0,CALID-DE-AIRE-ANO-2015
2015-03-28:00:00,2015-03-28,00,0.22,0.3,3.6,CALID-DE-AIRE-ANO-2015
2015-03-28:01:00,2015-03-28,01,0.21,0.2,1.8,CALID-DE-AIRE-ANO-2015
2015-03-28:02:00,2015-03-28,02,0.23,0.3,1.7,CALID-DE-AIRE-ANO-2015
2015-03-28:03:00,2015-03-28,03,0.22,4.8,3.9,CALID-DE-AIRE-ANO-2015
2015-03-28:04:00,2015-03-28,04,0.23,0.3,2.1,CALID-DE-AIRE-ANO-2015
2015-03-28:05:00,2015-03-28,05,0.23,0.4,1.5,CALID-DE-AIRE-ANO-2015
2015-03-28:06:00,2015-03-28,06,0.25,11.5,7.3,CALID-DE-AIRE-ANO-2015
2015-03-28:07:00,2015-03-28,07,0.25,6.3,10.7,CALID-DE-AIRE-ANO-2015
2015-03-28:08:00,2015-03-28,08,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:09:00,2015-03-28,09,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:10:00,2015-03-28,10,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:11:00,2015-03-28,11,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:12:00,2015-03-28,12,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:13:00,2015-03-28,13,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:14:00,2015-03-28,14,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:15:00,2015-03-28,15,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:16:00,2015-03-28,16,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:17:00,2015-03-28,17,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:18:00,2015-03-28,18,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:19:00,2015-03-28,19,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:20:00,2015-03-28,20,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:21:00,2015-03-28,21,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:22:00,2015-03-28,22,0.63,----,----,CALID-DE-AIRE-ANO-2015
2015-03-28:23:00,2015-03-28,23,0.46,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:00:00,2015-03-29,00,0.41,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:01:00,2015-03-29,01,0.38,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:02:00,2015-03-29,02,0.37,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:03:00,2015-03-29,03,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:04:00,2015-03-29,04,0.35,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:05:00,2015-03-29,05,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:06:00,2015-03-29,06,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:07:00,2015-03-29,07,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:08:00,2015-03-29,08,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:09:00,2015-03-29,09,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:10:00,2015-03-29,10,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:11:00,2015-03-29,11,0.35,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:12:00,2015-03-29,12,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:13:00,2015-03-29,13,0.35,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:14:00,2015-03-29,14,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:15:00,2015-03-29,15,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:16:00,2015-03-29,16,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:17:00,2015-03-29,17,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:18:00,2015-03-29,18,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:19:00,2015-03-29,19,0.39,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:20:00,2015-03-29,20,0.37,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:21:00,2015-03-29,21,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:22:00,2015-03-29,22,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-29:23:00,2015-03-29,23,0.35,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:00:00,2015-03-30,00,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:01:00,2015-03-30,01,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:02:00,2015-03-30,02,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:03:00,2015-03-30,03,0.33,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:04:00,2015-03-30,04,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:05:00,2015-03-30,05,0.34,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:06:00,2015-03-30,06,0.48,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:07:00,2015-03-30,07,0.62,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:08:00,2015-03-30,08,0.69,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:09:00,2015-03-30,09,0.40,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:10:00,2015-03-30,10,0.38,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:11:00,2015-03-30,11,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:12:00,2015-03-30,12,0.36,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:13:00,2015-03-30,13,0.35,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:14:00,2015-03-30,14,----,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:15:00,2015-03-30,15,0.06,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:16:00,2015-03-30,16,0.07,----,----,CALID-DE-AIRE-ANO-2015
2015-03-30:17:00,2015-03-30,17,0.04,0.5,2.2,CALID-DE-AIRE-ANO-2015
2015-03-30:18:00,2015-03-30,18,< LD,0.3,3.3,CALID-DE-AIRE-ANO-2015
2015-03-30:19:00,2015-03-30,19,0.04,0.3,4.2,CALID-DE-AIRE-ANO-2015
2015-03-30:20:00,2015-03-30,20,0.13,5.4,13.0,CALID-DE-AIRE-ANO-2015
2015-03-30:21:00,2015-03-30,21,0.13,4.4,11.7,CALID-DE-AIRE-ANO-2015
2015-03-30:22:00,2015-03-30,22,0.07,2.6,8.7,CALID-DE-AIRE-ANO-2015
2015-03-30:23:00,2015-03-30,23,< LD,2.0,6.0,CALID-DE-AIRE-ANO-2015
2015-03-31:00:00,2015-03-31,00,< LD,1.1,5.5,CALID-DE-AIRE-ANO-2015
2015-03-31:01:00,2015-03-31,01,0.05,0.6,4.8,CALID-DE-AIRE-ANO-2015
2015-03-31:02:00,2015-03-31,02,< LD,0.2,1.9,CALID-DE-AIRE-ANO-2015
2015-03-31:03:00,2015-03-31,03,0.04,0.3,1.1,CALID-DE-AIRE-ANO-2015
2015-03-31:04:00,2015-03-31,04,0.05,0.3,2.0,CALID-DE-AIRE-ANO-2015
2015-03-31:05:00,2015-03-31,05,0.10,4.6,8.6,CALID-DE-AIRE-ANO-2015
2015-03-31:06:00,2015-03-31,06,< LD,1.2,2.6,CALID-DE-AIRE-ANO-2015
2015-03-31:07:00,2015-03-31,07,0.07,3.3,4.6,CALID-DE-AIRE-ANO-2015
2015-03-31:08:00,2015-03-31,08,0.06,3.6,5.5,CALID-DE-AIRE-ANO-2015
2015-03-31:09:00,2015-03-31,09,0.04,2.3,3.9,CALID-DE-AIRE-ANO-2015
2015-03-31:10:00,2015-03-31,10,0.04,2.5,4.7,CALID-DE-AIRE-ANO-2015
2015-03-31:11:00,2015-03-31,11,0.04,1.1,2.1,CALID-DE-AIRE-ANO-2015
2015-03-31:12:00,2015-03-31,12,< LD,0.8,1.1,CALID-DE-AIRE-ANO-2015
2015-03-31:13:00,2015-03-31,13,< LD,0.3,0.8,CALID-DE-AIRE-ANO-2015
2015-03-31:14:00,2015-03-31,14,< LD,0.5,0.7,CALID-DE-AIRE-ANO-2015
2015-03-31:15:00,2015-03-31,15,< LD,0.4,0.9,CALID-DE-AIRE-ANO-2015
2015-03-31:16:00,2015-03-31,16,< LD,0.6,0.6,CALID-DE-AIRE-ANO-2015
2015-03-31:17:00,2015-03-31,17,< LD,0.9,0.9,CALID-DE-AIRE-ANO-2015
2015-03-31:18:00,2015-03-31,18,< LD,1.4,1.8,CALID-DE-AIRE-ANO-2015
2015-03-31:19:00,2015-03-31,19,< LD,0.8,2.7,CALID-DE-AIRE-ANO-2015
2015-03-31:20:00,2015-03-31,20,< LD,0.3,5.5,CALID-DE-AIRE-ANO-2015
