"FECHA_HORA",FECHA,HORA,AIRQ_CO,AIRQ_NO,AIRQ_NO2,DATASET
2013-01-02:02:00,2013-01-02,02,<LD,0.9,8.6,CALID-DE-AIRE-ANO-2013
2013-01-02:03:00,2013-01-02,03,<LD,0.4,7.3,CALID-DE-AIRE-ANO-2013
2013-01-02:04:00,2013-01-02,04,<LD,1.7,9.1,CALID-DE-AIRE-ANO-2013
2013-01-02:05:00,2013-01-02,05,<LD,4.4,10.1,CALID-DE-AIRE-ANO-2013
2013-01-02:06:00,2013-01-02,06,0.13,62.2,28.0,CALID-DE-AIRE-ANO-2013
2013-01-02:07:00,2013-01-02,07,0.06,22.4,12.8,CALID-DE-AIRE-ANO-2013
2013-01-02:08:00,2013-01-02,08,0.06,17.2,11.9,CALID-DE-AIRE-ANO-2013
2013-01-02:09:00,2013-01-02,09,0.13,9.8,10.7,CALID-DE-AIRE-ANO-2013
2013-01-02:10:00,2013-01-02,10,<LD,2.3,4.6,CALID-DE-AIRE-ANO-2013
2013-01-02:11:00,2013-01-02,11,<LD,1.4,5.2,CALID-DE-AIRE-ANO-2013
2013-01-02:12:00,2013-01-02,12,<LD,4.5,11.0,CALID-DE-AIRE-ANO-2013
2013-01-02:13:00,2013-01-02,13,<LD,2.4,11.9,CALID-DE-AIRE-ANO-2013
2013-01-02:14:00,2013-01-02,14,<LD,1.0,8.5,CALID-DE-AIRE-ANO-2013
2013-01-02:15:00,2013-01-02,15,<LD,1.3,5.0,CALID-DE-AIRE-ANO-2013
2013-01-02:16:00,2013-01-02,16,<LD,0.9,4.1,CALID-DE-AIRE-ANO-2013
2013-01-02:17:00,2013-01-02,17,<LD,0.3,3.3,CALID-DE-AIRE-ANO-2013
2013-01-02:18:00,2013-01-02,18,<LD,0.2,2.7,CALID-DE-AIRE-ANO-2013
2013-01-02:19:00,2013-01-02,19,<LD,0.3,3.3,CALID-DE-AIRE-ANO-2013
2013-01-02:20:00,2013-01-02,20,<LD,1.4,9.7,CALID-DE-AIRE-ANO-2013
2013-01-02:21:00,2013-01-02,21,<LD,0.9,8.9,CALID-DE-AIRE-ANO-2013
2013-01-02:22:00,2013-01-02,22,<LD,1.1,5.2,CALID-DE-AIRE-ANO-2013
2013-01-02:23:00,2013-01-02,23,<LD,1.1,7.1,CALID-DE-AIRE-ANO-2013
2013-01-03:00:00,2013-01-03,00,<LD,0.3,6.7,CALID-DE-AIRE-ANO-2013
2013-01-03:01:00,2013-01-03,01,<LD,0.3,6.2,CALID-DE-AIRE-ANO-2013
2013-01-03:02:00,2013-01-03,02,<LD,0.4,8.4,CALID-DE-AIRE-ANO-2013
2013-01-03:03:00,2013-01-03,03,<LD,0.2,4.3,CALID-DE-AIRE-ANO-2013
2013-01-03:04:00,2013-01-03,04,<LD,0.3,4.5,CALID-DE-AIRE-ANO-2013
2013-01-03:05:00,2013-01-03,05,<LD,0.5,5.1,CALID-DE-AIRE-ANO-2013
2013-01-03:06:00,2013-01-03,06,<LD,1.9,6.9,CALID-DE-AIRE-ANO-2013
2013-01-03:07:00,2013-01-03,07,<LD,4.4,8.4,CALID-DE-AIRE-ANO-2013
2013-01-03:08:00,2013-01-03,08,<LD,5.5,6.9,CALID-DE-AIRE-ANO-2013
2013-01-03:09:00,2013-01-03,09,<LD,2.1,6.3,CALID-DE-AIRE-ANO-2013
2013-01-03:10:00,2013-01-03,10,<LD,1.2,4.5,CALID-DE-AIRE-ANO-2013
2013-01-03:11:00,2013-01-03,11,<LD,1.9,5.9,CALID-DE-AIRE-ANO-2013
2013-01-03:12:00,2013-01-03,12,<LD,3.1,5.4,CALID-DE-AIRE-ANO-2013
2013-01-03:13:00,2013-01-03,13,<LD,1.5,5.3,CALID-DE-AIRE-ANO-2013
2013-01-03:14:00,2013-01-03,14,<LD,2.3,6.9,CALID-DE-AIRE-ANO-2013
2013-01-03:15:00,2013-01-03,15,<LD,2.0,5.6,CALID-DE-AIRE-ANO-2013
2013-01-03:16:00,2013-01-03,16,<LD,1.5,5.1,CALID-DE-AIRE-ANO-2013
2013-01-03:17:00,2013-01-03,17,<LD,1.0,5.0,CALID-DE-AIRE-ANO-2013
2013-01-03:18:00,2013-01-03,18,<LD,0.8,3.9,CALID-DE-AIRE-ANO-2013
2013-01-03:19:00,2013-01-03,19,<LD,0.3,3.8,CALID-DE-AIRE-ANO-2013
2013-01-03:20:00,2013-01-03,20,<LD,0.2,4.5,CALID-DE-AIRE-ANO-2013
2013-01-03:21:00,2013-01-03,21,<LD,0.3,4.4,CALID-DE-AIRE-ANO-2013
2013-01-03:22:00,2013-01-03,22,<LD,0.3,3.8,CALID-DE-AIRE-ANO-2013
2013-01-03:23:00,2013-01-03,23,<LD,0.3,3.1,CALID-DE-AIRE-ANO-2013
2013-01-04:00:00,2013-01-04,00,<LD,1.5,3.0,CALID-DE-AIRE-ANO-2013
2013-01-04:01:00,2013-01-04,01,<LD,0.4,3.2,CALID-DE-AIRE-ANO-2013
2013-01-04:02:00,2013-01-04,02,<LD,0.2,3.0,CALID-DE-AIRE-ANO-2013
2013-01-04:03:00,2013-01-04,03,<LD,0.3,2.8,CALID-DE-AIRE-ANO-2013
2013-01-04:04:00,2013-01-04,04,<LD,0.2,2.8,CALID-DE-AIRE-ANO-2013
2013-01-04:05:00,2013-01-04,05,<LD,0.3,3.3,CALID-DE-AIRE-ANO-2013
2013-01-04:06:00,2013-01-04,06,<LD,0.7,4.6,CALID-DE-AIRE-ANO-2013
2013-01-04:07:00,2013-01-04,07,<LD,1.5,6.9,CALID-DE-AIRE-ANO-2013
2013-01-04:08:00,2013-01-04,08,<LD,3.0,10.0,CALID-DE-AIRE-ANO-2013
2013-01-04:09:00,2013-01-04,09,<LD,6.5,10.8,CALID-DE-AIRE-ANO-2013
2013-01-04:10:00,2013-01-04,10,<LD,4.3,10.2,CALID-DE-AIRE-ANO-2013
2013-01-04:11:00,2013-01-04,11,<LD,4.4,7.3,CALID-DE-AIRE-ANO-2013
2013-01-04:12:00,2013-01-04,12,<LD,3.6,7.5,CALID-DE-AIRE-ANO-2013
2013-01-04:13:00,2013-01-04,13,<LD,2.5,7.1,CALID-DE-AIRE-ANO-2013
2013-01-04:14:00,2013-01-04,14,<LD,7.2,10.7,CALID-DE-AIRE-ANO-2013
2013-01-04:15:00,2013-01-04,15,<LD,8.6,9.1,CALID-DE-AIRE-ANO-2013
2013-01-04:16:00,2013-01-04,16,<LD,8.4,12.5,CALID-DE-AIRE-ANO-2013
2013-01-04:17:00,2013-01-04,17,<LD,4.2,11.6,CALID-DE-AIRE-ANO-2013
2013-01-04:18:00,2013-01-04,18,<LD,2.8,11.8,CALID-DE-AIRE-ANO-2013
2013-01-04:19:00,2013-01-04,19,<LD,0.7,8.9,CALID-DE-AIRE-ANO-2013
2013-01-04:20:00,2013-01-04,20,<LD,0.4,5.2,CALID-DE-AIRE-ANO-2013
2013-01-04:21:00,2013-01-04,21,0.04,2.2,15.0,CALID-DE-AIRE-ANO-2013
2013-01-04:22:00,2013-01-04,22,0.07,11.6,28.9,CALID-DE-AIRE-ANO-2013
2013-01-04:23:00,2013-01-04,23,<LD,1.2,9.8,CALID-DE-AIRE-ANO-2013
2013-01-05:00:00,2013-01-05,00,<LD,0.3,4.4,CALID-DE-AIRE-ANO-2013
2013-01-05:01:00,2013-01-05,01,<LD,0.3,2.8,CALID-DE-AIRE-ANO-2013
2013-01-05:02:00,2013-01-05,02,<LD,0.3,3.2,CALID-DE-AIRE-ANO-2013
2013-01-05:03:00,2013-01-05,03,<LD,0.2,5.2,CALID-DE-AIRE-ANO-2013
2013-01-05:04:00,2013-01-05,04,<LD,0.2,7.8,CALID-DE-AIRE-ANO-2013
2013-01-05:05:00,2013-01-05,05,<LD,0.2,4.7,CALID-DE-AIRE-ANO-2013
2013-01-05:06:00,2013-01-05,06,<LD,0.2,3.8,CALID-DE-AIRE-ANO-2013
2013-01-05:07:00,2013-01-05,07,<LD,0.9,7.1,CALID-DE-AIRE-ANO-2013
2013-01-05:08:00,2013-01-05,08,<LD,3.3,9.9,CALID-DE-AIRE-ANO-2013
2013-01-05:09:00,2013-01-05,09,<LD,1.1,6.5,CALID-DE-AIRE-ANO-2013
2013-01-05:10:00,2013-01-05,10,<LD,3.0,6.1,CALID-DE-AIRE-ANO-2013
2013-01-05:11:00,2013-01-05,11,<LD,5.5,6.4,CALID-DE-AIRE-ANO-2013
2013-01-05:12:00,2013-01-05,12,<LD,0.9,5.1,CALID-DE-AIRE-ANO-2013
2013-01-05:13:00,2013-01-05,13,<LD,0.5,3.8,CALID-DE-AIRE-ANO-2013
2013-01-05:14:00,2013-01-05,14,<LD,0.8,5.4,CALID-DE-AIRE-ANO-2013
2013-01-05:15:00,2013-01-05,15,<LD,1.1,7.1,CALID-DE-AIRE-ANO-2013
2013-01-05:16:00,2013-01-05,16,<LD,0.3,3.4,CALID-DE-AIRE-ANO-2013
2013-01-05:17:00,2013-01-05,17,<LD,0.4,2.7,CALID-DE-AIRE-ANO-2013
2013-01-05:18:00,2013-01-05,18,<LD,0.3,3.8,CALID-DE-AIRE-ANO-2013
2013-01-05:19:00,2013-01-05,19,<LD,0.4,6.0,CALID-DE-AIRE-ANO-2013
2013-01-05:20:00,2013-01-05,20,<LD,1.0,9.3,CALID-DE-AIRE-ANO-2013
2013-01-05:21:00,2013-01-05,21,<LD,0.4,11.3,CALID-DE-AIRE-ANO-2013
2013-01-05:22:00,2013-01-05,22,<LD,0.6,11.0,CALID-DE-AIRE-ANO-2013
2013-01-05:23:00,2013-01-05,23,<LD,0.3,10.0,CALID-DE-AIRE-ANO-2013
2013-01-06:00:00,2013-01-06,00,<LD,0.5,6.3,CALID-DE-AIRE-ANO-2013
2013-01-06:01:00,2013-01-06,01,<LD,0.2,4.7,CALID-DE-AIRE-ANO-2013
2013-01-06:02:00,2013-01-06,02,<LD,0.2,4.6,CALID-DE-AIRE-ANO-2013
2013-01-06:03:00,2013-01-06,03,<LD,0.2,3.8,CALID-DE-AIRE-ANO-2013
2013-01-06:04:00,2013-01-06,04,<LD,0.2,2.8,CALID-DE-AIRE-ANO-2013
2013-01-06:05:00,2013-01-06,05,<LD,0.7,3.0,CALID-DE-AIRE-ANO-2013
2013-01-06:06:00,2013-01-06,06,<LD,0.3,6.8,CALID-DE-AIRE-ANO-2013
2013-01-06:07:00,2013-01-06,07,<LD,1.9,11.7,CALID-DE-AIRE-ANO-2013
2013-01-06:08:00,2013-01-06,08,<LD,3.9,13.8,CALID-DE-AIRE-ANO-2013
2013-01-06:09:00,2013-01-06,09,<LD,0.6,5.5,CALID-DE-AIRE-ANO-2013
2013-01-06:10:00,2013-01-06,10,<LD,0.2,3.1,CALID-DE-AIRE-ANO-2013
2013-01-06:11:00,2013-01-06,11,<LD,0.3,2.4,CALID-DE-AIRE-ANO-2013
2013-01-06:12:00,2013-01-06,12,<LD,0.3,3.1,CALID-DE-AIRE-ANO-2013
2013-01-06:13:00,2013-01-06,13,<LD,1.0,5.1,CALID-DE-AIRE-ANO-2013
2013-01-06:14:00,2013-01-06,14,<LD,0.3,2.6,CALID-DE-AIRE-ANO-2013
2013-01-06:15:00,2013-01-06,15,<LD,0.3,2.5,CALID-DE-AIRE-ANO-2013
2013-01-06:16:00,2013-01-06,16,<LD,0.2,2.3,CALID-DE-AIRE-ANO-2013
2013-01-06:17:00,2013-01-06,17,<LD,0.2,3.0,CALID-DE-AIRE-ANO-2013
2013-01-06:18:00,2013-01-06,18,<LD,0.2,2.3,CALID-DE-AIRE-ANO-2013
2013-01-06:19:00,2013-01-06,19,<LD,0.2,2.6,CALID-DE-AIRE-ANO-2013
2013-01-06:20:00,2013-01-06,20,<LD,0.4,5.5,CALID-DE-AIRE-ANO-2013
2013-01-06:21:00,2013-01-06,21,<LD,0.2,4.8,CALID-DE-AIRE-ANO-2013
2013-01-06:22:00,2013-01-06,22,<LD,0.3,3.9,CALID-DE-AIRE-ANO-2013
2013-01-06:23:00,2013-01-06,23,<LD,0.5,3.2,CALID-DE-AIRE-ANO-2013
2013-01-07:00:00,2013-01-07,00,<LD,0.3,4.9,CALID-DE-AIRE-ANO-2013
2013-01-07:01:00,2013-01-07,01,<LD,0.3,3.3,CALID-DE-AIRE-ANO-2013
2013-01-07:02:00,2013-01-07,02,<LD,1.0,16.7,CALID-DE-AIRE-ANO-2013
2013-01-07:03:00,2013-01-07,03,<LD,0.8,12.7,CALID-DE-AIRE-ANO-2013
2013-01-07:04:00,2013-01-07,04,<LD,0.5,8.9,CALID-DE-AIRE-ANO-2013
2013-01-07:05:00,2013-01-07,05,<LD,0.6,3.7,CALID-DE-AIRE-ANO-2013
2013-01-07:06:00,2013-01-07,06,<LD,0.8,2.4,CALID-DE-AIRE-ANO-2013
2013-01-07:07:00,2013-01-07,07,<LD,8.4,7.0,CALID-DE-AIRE-ANO-2013
2013-01-07:08:00,2013-01-07,08,<LD,3.0,4.5,CALID-DE-AIRE-ANO-2013
2013-01-07:09:00,2013-01-07,09,<LD,2.1,3.9,CALID-DE-AIRE-ANO-2013
2013-01-07:10:00,2013-01-07,10,<LD,0.7,2.7,CALID-DE-AIRE-ANO-2013
2013-01-07:11:00,2013-01-07,11,<LD,1.5,3.9,CALID-DE-AIRE-ANO-2013
2013-01-07:12:00,2013-01-07,12,<LD,2.9,3.9,CALID-DE-AIRE-ANO-2013
2013-01-07:13:00,2013-01-07,13,<LD,1.2,3.2,CALID-DE-AIRE-ANO-2013
2013-01-07:14:00,2013-01-07,14,<LD,4.0,5.9,CALID-DE-AIRE-ANO-2013
2013-01-07:15:00,2013-01-07,15,<LD,1.8,4.5,CALID-DE-AIRE-ANO-2013
2013-01-07:16:00,2013-01-07,16,<LD,2.3,3.9,CALID-DE-AIRE-ANO-2013
2013-01-07:17:00,2013-01-07,17,<LD,3.1,4.8,CALID-DE-AIRE-ANO-2013
2013-01-07:18:00,2013-01-07,18,<LD,2.6,4.2,CALID-DE-AIRE-ANO-2013
2013-01-07:19:00,2013-01-07,19,<LD,0.7,2.8,CALID-DE-AIRE-ANO-2013
2013-01-07:20:00,2013-01-07,20,<LD,3.5,14.1,CALID-DE-AIRE-ANO-2013
2013-01-07:21:00,2013-01-07,21,0.13,9.3,25.6,CALID-DE-AIRE-ANO-2013
2013-01-07:22:00,2013-01-07,22,0.04,1.8,14.5,CALID-DE-AIRE-ANO-2013
2013-01-07:23:00,2013-01-07,23,<LD,0.3,6.5,CALID-DE-AIRE-ANO-2013
2013-01-08:00:00,2013-01-08,00,<LD,0.2,4.7,CALID-DE-AIRE-ANO-2013
2013-01-08:01:00,2013-01-08,01,<LD,0.3,3.7,CALID-DE-AIRE-ANO-2013
2013-01-08:02:00,2013-01-08,02,<LD,0.6,6.3,CALID-DE-AIRE-ANO-2013
2013-01-08:03:00,2013-01-08,03,<LD,0.8,10.4,CALID-DE-AIRE-ANO-2013
2013-01-08:04:00,2013-01-08,04,<LD,7.8,16.4,CALID-DE-AIRE-ANO-2013
2013-01-08:05:00,2013-01-08,05,<LD,0.3,3.8,CALID-DE-AIRE-ANO-2013
2013-01-08:06:00,2013-01-08,06,<LD,0.5,4.1,CALID-DE-AIRE-ANO-2013
2013-01-08:07:00,2013-01-08,07,<LD,2.4,4.0,CALID-DE-AIRE-ANO-2013
2013-01-08:08:00,2013-01-08,08,<LD,2.2,3.9,CALID-DE-AIRE-ANO-2013
2013-01-08:09:00,2013-01-08,09,<LD,1.5,2.9,CALID-DE-AIRE-ANO-2013
2013-01-08:10:00,2013-01-08,10,<LD,1.6,3.0,CALID-DE-AIRE-ANO-2013
2013-01-08:11:00,2013-01-08,11,<LD,6.2,5.2,CALID-DE-AIRE-ANO-2013
2013-01-08:12:00,2013-01-08,12,<LD,2.0,3.5,CALID-DE-AIRE-ANO-2013
2013-01-08:13:00,2013-01-08,13,<LD,1.6,2.0,CALID-DE-AIRE-ANO-2013
2013-01-08:14:00,2013-01-08,14,<LD,1.4,3.0,CALID-DE-AIRE-ANO-2013
2013-01-08:15:00,2013-01-08,15,<LD,0.9,2.7,CALID-DE-AIRE-ANO-2013
2013-01-08:16:00,2013-01-08,16,<LD,2.4,3.4,CALID-DE-AIRE-ANO-2013
2013-01-08:17:00,2013-01-08,17,<LD,3.2,3.7,CALID-DE-AIRE-ANO-2013
2013-01-08:18:00,2013-01-08,18,<LD,0.6,3.6,CALID-DE-AIRE-ANO-2013
2013-01-08:19:00,2013-01-08,19,<LD,0.9,5.2,CALID-DE-AIRE-ANO-2013
2013-01-08:20:00,2013-01-08,20,<LD,1.7,7.7,CALID-DE-AIRE-ANO-2013
2013-01-08:21:00,2013-01-08,21,<LD,1.0,7.5,CALID-DE-AIRE-ANO-2013
2013-01-08:22:00,2013-01-08,22,<LD,0.5,6.1,CALID-DE-AIRE-ANO-2013
2013-01-08:23:00,2013-01-08,23,<LD,0.3,4.9,CALID-DE-AIRE-ANO-2013
2013-01-09:00:00,2013-01-09,00,<LD,0.3,5.0,CALID-DE-AIRE-ANO-2013
2013-01-09:01:00,2013-01-09,01,<LD,0.7,8.4,CALID-DE-AIRE-ANO-2013
2013-01-09:02:00,2013-01-09,02,<LD,1.2,7.2,CALID-DE-AIRE-ANO-2013
2013-01-09:03:00,2013-01-09,03,<LD,0.2,5.6,CALID-DE-AIRE-ANO-2013
2013-01-09:04:00,2013-01-09,04,<LD,0.2,3.5,CALID-DE-AIRE-ANO-2013
2013-01-09:05:00,2013-01-09,05,<LD,0.2,3.8,CALID-DE-AIRE-ANO-2013
2013-01-09:06:00,2013-01-09,06,<LD,2.4,6.9,CALID-DE-AIRE-ANO-2013
2013-01-09:07:00,2013-01-09,07,<LD,4.7,7.2,CALID-DE-AIRE-ANO-2013
2013-01-09:08:00,2013-01-09,08,<LD,6.3,8.6,CALID-DE-AIRE-ANO-2013
2013-01-09:09:00,2013-01-09,09,---,2.3,5.2,CALID-DE-AIRE-ANO-2013
2013-01-09:10:00,2013-01-09,10,0.09,---,---,CALID-DE-AIRE-ANO-2013
2013-01-09:11:00,2013-01-09,11,0.11,3.7,5.9,CALID-DE-AIRE-ANO-2013
2013-01-09:12:00,2013-01-09,12,0.05,1.6,2.4,CALID-DE-AIRE-ANO-2013
2013-01-09:13:00,2013-01-09,13,0.05,1.2,1.8,CALID-DE-AIRE-ANO-2013
2013-01-09:14:00,2013-01-09,14,0.04,1.0,1.9,CALID-DE-AIRE-ANO-2013
2013-01-09:15:00,2013-01-09,15,<LD,1.2,1.3,CALID-DE-AIRE-ANO-2013
2013-01-09:16:00,2013-01-09,16,0.09,1.5,3.2,CALID-DE-AIRE-ANO-2013
2013-01-09:17:00,2013-01-09,17,0.07,3.6,4.5,CALID-DE-AIRE-ANO-2013
2013-01-09:18:00,2013-01-09,18,0.16,0.9,3.8,CALID-DE-AIRE-ANO-2013
2013-01-09:19:00,2013-01-09,19,0.07,0.6,3.8,CALID-DE-AIRE-ANO-2013
2013-01-09:20:00,2013-01-09,20,0.08,0.5,4.1,CALID-DE-AIRE-ANO-2013
2013-01-09:21:00,2013-01-09,21,0.09,0.7,4.6,CALID-DE-AIRE-ANO-2013
2013-01-09:22:00,2013-01-09,22,0.08,0.4,2.4,CALID-DE-AIRE-ANO-2013
2013-01-09:23:00,2013-01-09,23,0.05,0.2,2.0,CALID-DE-AIRE-ANO-2013
2013-01-10:00:00,2013-01-10,00,0.05,0.2,2.0,CALID-DE-AIRE-ANO-2013
2013-01-10:01:00,2013-01-10,01,0.05,0.2,1.5,CALID-DE-AIRE-ANO-2013
2013-01-10:02:00,2013-01-10,02,0.05,0.2,1.2,CALID-DE-AIRE-ANO-2013
2013-01-10:03:00,2013-01-10,03,0.04,0.2,0.9,CALID-DE-AIRE-ANO-2013
2013-01-10:04:00,2013-01-10,04,0.13,0.3,1.9,CALID-DE-AIRE-ANO-2013
2013-01-10:05:00,2013-01-10,05,0.18,0.3,1.5,CALID-DE-AIRE-ANO-2013
2013-01-10:06:00,2013-01-10,06,0.18,1.9,6.3,CALID-DE-AIRE-ANO-2013
2013-01-10:07:00,2013-01-10,07,0.20,4.9,8.9,CALID-DE-AIRE-ANO-2013
2013-01-10:08:00,2013-01-10,08,0.19,3.7,9.2,CALID-DE-AIRE-ANO-2013
2013-01-10:09:00,2013-01-10,09,0.11,4.6,7.7,CALID-DE-AIRE-ANO-2013
2013-01-10:10:00,2013-01-10,10,0.07,2.5,5.7,CALID-DE-AIRE-ANO-2013
2013-01-10:11:00,2013-01-10,11,0.08,2.3,5.8,CALID-DE-AIRE-ANO-2013
2013-01-10:12:00,2013-01-10,12,0.06,2.3,4.9,CALID-DE-AIRE-ANO-2013
2013-01-10:13:00,2013-01-10,13,0.05,2.3,3.9,CALID-DE-AIRE-ANO-2013
2013-01-10:14:00,2013-01-10,14,0.04,1.9,4.6,CALID-DE-AIRE-ANO-2013
2013-01-10:15:00,2013-01-10,15,<LD,2.3,5.1,CALID-DE-AIRE-ANO-2013
2013-01-10:16:00,2013-01-10,16,0.04,1.2,2.8,CALID-DE-AIRE-ANO-2013
2013-01-10:17:00,2013-01-10,17,---,---,---,CALID-DE-AIRE-ANO-2013
2013-01-10:18:00,2013-01-10,18,---,---,---,CALID-DE-AIRE-ANO-2013
2013-01-10:19:00,2013-01-10,19,0.10,0.6,4.2,CALID-DE-AIRE-ANO-2013
2013-01-10:20:00,2013-01-10,20,0.05,0.8,7.7,CALID-DE-AIRE-ANO-2013
2013-01-10:21:00,2013-01-10,21,0.07,0.5,9.2,CALID-DE-AIRE-ANO-2013
2013-01-10:22:00,2013-01-10,22,0.05,0.7,6.4,CALID-DE-AIRE-ANO-2013
2013-01-10:23:00,2013-01-10,23,0.04,0.9,4.2,CALID-DE-AIRE-ANO-2013
2013-01-11:00:00,2013-01-11,00,0.04,0.2,4.0,CALID-DE-AIRE-ANO-2013
2013-01-11:01:00,2013-01-11,01,0.04,0.3,3.6,CALID-DE-AIRE-ANO-2013
2013-01-11:02:00,2013-01-11,02,0.04,0.7,2.7,CALID-DE-AIRE-ANO-2013
2013-01-11:03:00,2013-01-11,03,0.04,0.2,2.4,CALID-DE-AIRE-ANO-2013
2013-01-11:04:00,2013-01-11,04,<LD,0.3,1.8,CALID-DE-AIRE-ANO-2013
2013-01-11:05:00,2013-01-11,05,<LD,0.3,2.0,CALID-DE-AIRE-ANO-2013
2013-01-11:06:00,2013-01-11,06,<LD,1.1,4.2,CALID-DE-AIRE-ANO-2013
2013-01-11:07:00,2013-01-11,07,0.04,3.7,5.6,CALID-DE-AIRE-ANO-2013
2013-01-11:08:00,2013-01-11,08,0.06,4.6,5.3,CALID-DE-AIRE-ANO-2013
2013-01-11:09:00,2013-01-11,09,0.05,2.5,4.6,CALID-DE-AIRE-ANO-2013
2013-01-11:10:00,2013-01-11,10,0.05,2.4,4.7,CALID-DE-AIRE-ANO-2013
2013-01-11:11:00,2013-01-11,11,0.04,2.0,3.2,CALID-DE-AIRE-ANO-2013
2013-01-11:12:00,2013-01-11,12,0.07,1.8,4.5,CALID-DE-AIRE-ANO-2013
2013-01-11:13:00,2013-01-11,13,0.06,1.6,3.6,CALID-DE-AIRE-ANO-2013
2013-01-11:14:00,2013-01-11,14,0.04,1.3,3.5,CALID-DE-AIRE-ANO-2013
2013-01-11:15:00,2013-01-11,15,0.04,3.3,3.9,CALID-DE-AIRE-ANO-2013
2013-01-11:16:00,2013-01-11,16,0.05,2.9,4.9,CALID-DE-AIRE-ANO-2013
2013-01-11:17:00,2013-01-11,17,0.06,3.1,4.4,CALID-DE-AIRE-ANO-2013
2013-01-11:18:00,2013-01-11,18,0.05,0.7,3.9,CALID-DE-AIRE-ANO-2013
2013-01-11:19:00,2013-01-11,19,0.04,1.1,4.5,CALID-DE-AIRE-ANO-2013
2013-01-11:20:00,2013-01-11,20,0.06,1.4,6.6,CALID-DE-AIRE-ANO-2013
2013-01-11:21:00,2013-01-11,21,0.06,0.3,5.4,CALID-DE-AIRE-ANO-2013
2013-01-11:22:00,2013-01-11,22,0.04,0.9,5.5,CALID-DE-AIRE-ANO-2013
2013-01-11:23:00,2013-01-11,23,0.04,0.8,5.0,CALID-DE-AIRE-ANO-2013
2013-01-12:00:00,2013-01-12,00,0.04,0.7,5.0,CALID-DE-AIRE-ANO-2013
2013-01-12:01:00,2013-01-12,01,0.04,0.3,5.7,CALID-DE-AIRE-ANO-2013
2013-01-12:02:00,2013-01-12,02,0.05,0.2,5.0,CALID-DE-AIRE-ANO-2013
2013-01-12:03:00,2013-01-12,03,<LD,0.2,2.2,CALID-DE-AIRE-ANO-2013
2013-01-12:04:00,2013-01-12,04,<LD,0.2,2.1,CALID-DE-AIRE-ANO-2013
2013-01-12:05:00,2013-01-12,05,0.04,0.2,4.1,CALID-DE-AIRE-ANO-2013
2013-01-12:06:00,2013-01-12,06,0.04,3.3,6.3,CALID-DE-AIRE-ANO-2013
2013-01-12:07:00,2013-01-12,07,0.07,5.8,11.9,CALID-DE-AIRE-ANO-2013
