"FECHA_HORA",FECHA,AIRQ_CO2,DATASET
1970,1970,22.5483,WRI_CAIT_ETOT_CO2_Chile
1971,1971,21.5215,WRI_CAIT_ETOT_CO2_Chile
1972,1972,21.1088,WRI_CAIT_ETOT_CO2_Chile
1973,1973,20.5052,WRI_CAIT_ETOT_CO2_Chile
1974,1974,20.2508,WRI_CAIT_ETOT_CO2_Chile
1975,1975,17.4856,WRI_CAIT_ETOT_CO2_Chile
1976,1976,18.25,WRI_CAIT_ETOT_CO2_Chile
1977,1977,19.1206,WRI_CAIT_ETOT_CO2_Chile
1978,1978,19.8662,WRI_CAIT_ETOT_CO2_Chile
1979,1979,21.1842,WRI_CAIT_ETOT_CO2_Chile
1980,1980,22.0078,WRI_CAIT_ETOT_CO2_Chile
1981,1981,22.087,WRI_CAIT_ETOT_CO2_Chile
1982,1982,18.8143,WRI_CAIT_ETOT_CO2_Chile
1983,1983,19.4865,WRI_CAIT_ETOT_CO2_Chile
1984,1984,20.7262,WRI_CAIT_ETOT_CO2_Chile
1985,1985,20.1508,WRI_CAIT_ETOT_CO2_Chile
1986,1986,20.7745,WRI_CAIT_ETOT_CO2_Chile
1987,1987,21.3028,WRI_CAIT_ETOT_CO2_Chile
1988,1988,25.9319,WRI_CAIT_ETOT_CO2_Chile
1989,1989,31.2134,WRI_CAIT_ETOT_CO2_Chile
1990,1990,32.2099,WRI_CAIT_ETOT_CO2_Chile
1991,1991,31.1758,WRI_CAIT_ETOT_CO2_Chile
1992,1992,33.3907,WRI_CAIT_ETOT_CO2_Chile
1993,1993,34.0525,WRI_CAIT_ETOT_CO2_Chile
1994,1994,37.7772,WRI_CAIT_ETOT_CO2_Chile
1995,1995,40.4643,WRI_CAIT_ETOT_CO2_Chile
1996,1996,46.9126,WRI_CAIT_ETOT_CO2_Chile
1997,1997,53.8339,WRI_CAIT_ETOT_CO2_Chile
1998,1998,55.3408,WRI_CAIT_ETOT_CO2_Chile
1999,1999,58.3158,WRI_CAIT_ETOT_CO2_Chile
2000,2000,53.9061,WRI_CAIT_ETOT_CO2_Chile
2001,2001,52.0557,WRI_CAIT_ETOT_CO2_Chile
2002,2002,53.0381,WRI_CAIT_ETOT_CO2_Chile
2003,2003,54.9888,WRI_CAIT_ETOT_CO2_Chile
2004,2004,59.7967,WRI_CAIT_ETOT_CO2_Chile
2005,2005,60.3027,WRI_CAIT_ETOT_CO2_Chile
2006,2006,61.9985,WRI_CAIT_ETOT_CO2_Chile
2007,2007,67.9414,WRI_CAIT_ETOT_CO2_Chile
2008,2008,70.4203,WRI_CAIT_ETOT_CO2_Chile
2009,2009,67.2864,WRI_CAIT_ETOT_CO2_Chile
2010,2010,71.747,WRI_CAIT_ETOT_CO2_Chile
2011,2011,78.2721,WRI_CAIT_ETOT_CO2_Chile
2012,2012,80.0006,WRI_CAIT_ETOT_CO2_Chile
