Fecha,Hora,CO(ppm),O3 (ppb),SO2 (ppb),NO (pbb),NO2 (pbb),NOX (pbb),PM10 (µg/m3)-Promedio de 24 horas
2013-01-01,00,<LD,7,0.8,6.2,8.2,14.3,---
2013-01-01,01,<LD,9,0.8,0.3,2.8,2.0,---
2013-01-01,02,<LD,9,0.8,0.2,1.9,0.6,---
2013-01-01,03,<LD,9,0.8,0.2,1.8,0.4,---
2013-01-01,04,<LD,9,0.7,0.2,1.8,0.4,---
2013-01-01,05,<LD,8,0.7,0.3,1.8,0.5,---
2013-01-01,06,<LD,8,0.7,0.3,1.8,0.6,---
2013-01-01,07,<LD,8,0.8,6.5,5.7,11.9,---
2013-01-01,08,<LD,8,0.8,8.2,7.5,15.8,---
2013-01-01,09,<LD,9,0.8,10.4,7.9,18.4,---
2013-01-01,10,<LD,10,0.9,13.5,9.8,23.4,---
2013-01-01,11,<LD,11,0.9,7.8,6.5,14.3,---
2013-01-01,12,<LD,11,0.8,4.9,6.3,12.0,---
2013-01-01,13,<LD,12,0.8,2.3,4.4,6.3,---
2013-01-01,14,<LD,13,0.8,2.4,4.6,6.7,---
2013-01-01,15,<LD,14,0.8,1.0,3.1,3.6,---
2013-01-01,16,<LD,14,0.8,1.4,4.2,4.9,---
2013-01-01,17,<LD,13,0.8,0.5,3.0,3.0,---
2013-01-01,18,<LD,14,0.8,0.3,2.1,1.4,---
2013-01-01,19,<LD,13,0.8,0.2,2.0,0.8,---
2013-01-01,20,<LD,12,0.8,0.2,2.8,1.6,---
2013-01-01,21,<LD,9,0.8,0.2,5.1,4.1,---
2013-01-01,22,<LD,5,0.8,0.2,9.8,9.0,---
2013-01-01,23,<LD,5,0.8,0.3,9.1,8.5,---
2013-01-02,00,0.04,4,0.8,1.0,10.3,10.9,---
2013-01-02,01,<LD,5,0.8,0.5,7.9,7.8,---
2013-01-02,02,<LD,4,0.8,0.9,8.6,8.6,---
2013-01-02,03,<LD,4,0.8,0.4,7.3,6.4,---
2013-01-02,04,<LD,3,0.8,1.7,9.1,10.2,---
2013-01-02,05,<LD,1,0.8,4.4,10.1,14.3,---
2013-01-02,06,0.13,<LD,1.4,62.2,28.0,83.1,---
2013-01-02,07,0.06,3,1.1,22.4,12.8,35.1,---
2013-01-02,08,0.06,7,1.2,17.2,11.9,28.2,---
2013-01-02,09,0.13,10,2.4,9.8,10.7,20.1,---
2013-01-02,10,<LD,13,2.2,2.3,4.6,6.3,---
2013-01-02,11,<LD,15,1.5,1.4,5.2,6.5,---
2013-01-02,12,<LD,22,1.3,4.5,11.0,15.6,---
2013-01-02,13,<LD,28,1.4,2.4,11.9,14.4,---
2013-01-02,14,<LD,28,1.1,1.0,8.5,9.3,---
2013-01-02,15,<LD,18,0.9,1.3,5.0,5.8,---
2013-01-02,16,<LD,23,1.0,0.9,4.1,4.5,---
2013-01-02,17,<LD,20,1.0,0.3,3.3,2.8,---
2013-01-02,18,<LD,17,0.9,0.2,2.7,1.8,---
2013-01-02,19,<LD,14,0.8,0.3,3.3,2.5,---
2013-01-02,20,<LD,8,0.9,1.4,9.7,10.4,---
2013-01-02,21,<LD,11,0.9,0.9,8.9,8.5,---
2013-01-02,22,<LD,16,0.8,1.1,5.2,4.4,---
2013-01-02,23,<LD,14,0.8,1.1,7.1,6.9,---
2013-01-03,00,<LD,15,0.8,0.3,6.7,5.6,---
2013-01-03,01,<LD,15,0.8,0.3,6.2,5.2,---
2013-01-03,02,<LD,13,0.8,0.4,8.4,7.7,---
2013-01-03,03,<LD,17,0.8,0.2,4.3,3.1,---
2013-01-03,04,<LD,16,0.8,0.3,4.5,3.6,---
2013-01-03,05,<LD,16,0.8,0.5,5.1,4.4,47.0
2013-01-03,06,<LD,18,0.8,1.9,6.9,8.0,47.0
2013-01-03,07,<LD,18,0.8,4.4,8.4,12.6,57.7
2013-01-03,08,<LD,20,0.8,5.5,6.9,11.7,86.1
2013-01-03,09,<LD,23,0.9,2.1,6.3,8.6,113.9
2013-01-03,10,<LD,23,0.9,1.2,4.5,5.5,132.8
2013-01-03,11,<LD,23,0.9,1.9,5.9,7.3,142.2
2013-01-03,12,<LD,24,0.8,3.1,5.4,8.0,154.5
2013-01-03,13,<LD,25,0.9,1.5,5.3,6.1,163.0
2013-01-03,14,<LD,25,1.0,2.3,6.9,8.0,169.7
2013-01-03,15,<LD,26,1.1,2.0,5.6,6.9,177.4
2013-01-03,16,<LD,27,1.1,1.5,5.1,5.7,188.0
2013-01-03,17,<LD,26,1.0,1.0,5.0,5.5,202.6
2013-01-03,18,<LD,26,1.0,0.8,3.9,3.7,215.6
2013-01-03,19,<LD,25,0.9,0.3,3.8,3.0,226.8
2013-01-03,20,<LD,23,0.8,0.2,4.5,3.3,233.5
2013-01-03,21,<LD,23,0.8,0.3,4.4,3.2,236.8
2013-01-03,22,<LD,23,0.8,0.3,3.8,2.7,243.1
2013-01-03,23,<LD,25,0.7,0.3,3.1,1.9,246.6
2013-01-04,00,<LD,26,0.7,1.5,3.0,1.9,250.4
2013-01-04,01,<LD,25,0.7,0.4,3.2,2.0,252.7
2013-01-04,02,<LD,25,0.7,0.2,3.0,1.7,254.2
2013-01-04,03,<LD,22,0.7,0.3,2.8,1.6,255.2
2013-01-04,04,<LD,20,0.7,0.2,2.8,1.5,256.2
2013-01-04,05,<LD,20,0.7,0.3,3.3,2.1,257.0
2013-01-04,06,<LD,19,0.7,0.7,4.6,4.2,255.3
2013-01-04,07,<LD,18,0.7,1.5,6.9,8.1,250.0
2013-01-04,08,<LD,19,0.7,3.0,10.0,12.9,229.0
2013-01-04,09,<LD,20,0.8,6.5,10.8,17.1,206.2
2013-01-04,10,<LD,22,0.9,4.3,10.2,14.2,189.6
2013-01-04,11,<LD,24,1.3,4.4,7.3,11.3,181.1
2013-01-04,12,<LD,25,1.4,3.6,7.5,10.5,174.5
2013-01-04,13,<LD,26,1.5,2.5,7.1,9.0,170.4
2013-01-04,14,<LD,23,1.4,7.2,10.7,17.5,167.7
2013-01-04,15,<LD,21,1.2,8.6,9.1,17.8,163.1
2013-01-04,16,<LD,20,1.1,8.4,12.5,21.2,156.6
2013-01-04,17,<LD,19,1.0,4.2,11.6,15.7,148.0
2013-01-04,18,<LD,18,1.0,2.8,11.8,14.4,141.1
2013-01-04,19,<LD,18,0.8,0.7,8.9,8.4,133.4
2013-01-04,20,<LD,20,0.8,0.4,5.2,4.2,128.8
2013-01-04,21,0.04,13,0.8,2.2,15.0,16.3,124.1
2013-01-04,22,0.07,2,0.9,11.6,28.9,40.6,122.7
2013-01-04,23,<LD,16,0.8,1.2,9.8,10.0,119.8
2013-01-05,00,<LD,17,0.7,0.3,4.4,3.2,115.5
2013-01-05,01,<LD,18,0.7,0.3,2.8,1.6,113.1
2013-01-05,02,<LD,19,0.7,0.3,3.2,2.0,112.3
2013-01-05,03,<LD,16,0.7,0.2,5.2,3.9,111.0
2013-01-05,04,<LD,12,0.7,0.2,7.8,6.4,110.1
2013-01-05,05,<LD,20,0.7,0.2,4.7,3.3,108.7
2013-01-05,06,<LD,20,0.7,0.2,3.8,2.5,107.0
2013-01-05,07,<LD,18,0.7,0.9,7.1,7.3,104.1
2013-01-05,08,<LD,15,0.7,3.3,9.9,13.3,98.5
2013-01-05,09,<LD,22,0.7,1.1,6.5,7.3,93.1
2013-01-05,10,<LD,24,0.7,3.0,6.1,8.7,87.5
2013-01-05,11,<LD,24,0.6,5.5,6.4,11.0,81.5
2013-01-05,12,<LD,25,0.7,0.9,5.1,5.5,75.4
2013-01-05,13,<LD,26,0.7,0.5,3.8,3.3,69.4
2013-01-05,14,<LD,25,0.6,0.8,5.4,6.1,63.6
2013-01-05,15,<LD,28,0.7,1.1,7.1,8.2,58.5
2013-01-05,16,<LD,27,0.7,0.3,3.4,2.7,51.6
2013-01-05,17,<LD,27,0.7,0.4,2.7,1.9,42.9
2013-01-05,18,<LD,26,0.7,0.3,3.8,3.0,35.9
2013-01-05,19,<LD,24,0.7,0.4,6.0,5.6,31.9
2013-01-05,20,<LD,20,0.7,1.0,9.3,9.4,29.8
2013-01-05,21,<LD,18,0.7,0.4,11.3,10.6,27.9
2013-01-05,22,<LD,16,0.7,0.6,11.0,10.5,21.3
2013-01-05,23,<LD,16,0.7,0.3,10.0,9.0,19.2
2013-01-06,00,<LD,19,0.7,0.5,6.3,5.0,18.8
2013-01-06,01,<LD,20,0.7,0.2,4.7,3.4,18.6
2013-01-06,02,<LD,17,0.7,0.2,4.6,3.2,17.4
2013-01-06,03,<LD,20,0.6,0.2,3.8,2.4,17.3
2013-01-06,04,<LD,23,0.7,0.2,2.8,1.5,17.2
2013-01-06,05,<LD,22,0.7,0.7,3.0,2.0,17.4
2013-01-06,06,<LD,19,0.7,0.3,6.8,5.7,17.7
2013-01-06,07,<LD,18,0.7,1.9,11.7,13.4,18.0
2013-01-06,08,<LD,17,0.7,3.9,13.8,18.2,18.5
2013-01-06,09,<LD,24,0.7,0.6,5.5,5.5,19.0
2013-01-06,10,<LD,25,0.9,0.2,3.1,2.0,19.2
2013-01-06,11,<LD,24,1.1,0.3,2.4,1.4,20.0
2013-01-06,12,<LD,23,1.2,0.3,3.1,2.3,20.4
2013-01-06,13,<LD,20,2.1,1.0,5.1,5.3,21.6
2013-01-06,14,<LD,23,2.0,0.3,2.6,1.5,22.5
2013-01-06,15,<LD,25,1.6,0.3,2.5,1.4,23.8
2013-01-06,16,<LD,29,1.3,0.2,2.3,1.0,25.6
2013-01-06,17,<LD,32,1.6,0.2,3.0,1.8,26.9
2013-01-06,18,<LD,33,1.7,0.2,2.3,1.1,28.0
2013-01-06,19,<LD,32,1.4,0.2,2.6,1.3,28.8
2013-01-06,20,<LD,28,1.1,0.4,5.5,4.5,29.3
2013-01-06,21,<LD,24,0.9,0.2,4.8,3.4,30.5
2013-01-06,22,<LD,24,0.9,0.3,3.9,2.7,31.7
2013-01-06,23,<LD,25,0.8,0.5,3.2,2.0,33.8
2013-01-07,00,<LD,25,0.8,0.3,4.9,3.7,36.4
2013-01-07,01,<LD,23,0.8,0.3,3.3,2.1,37.3
2013-01-07,02,<LD,12,0.8,1.0,16.7,17.1,38.3
2013-01-07,03,<LD,14,1.0,0.8,12.7,12.6,39.2
2013-01-07,04,<LD,13,1.3,0.5,8.9,8.3,39.8
2013-01-07,05,<LD,10,1.4,0.6,3.7,2.6,40.7
2013-01-07,06,<LD,7,1.3,0.8,2.4,2.1,44.2
2013-01-07,07,<LD,6,1.1,8.4,7.0,14.7,51.1
2013-01-07,08,<LD,9,1.1,3.0,4.5,7.2,58.8
2013-01-07,09,<LD,11,1.0,2.1,3.9,5.6,64.4
2013-01-07,10,<LD,15,0.8,0.7,2.7,2.6,73.6
2013-01-07,11,<LD,16,0.7,1.5,3.9,4.8,80.9
2013-01-07,12,<LD,14,0.8,2.9,3.9,6.1,86.8
2013-01-07,13,<LD,15,0.7,1.2,3.2,3.6,89.2
2013-01-07,14,<LD,14,0.8,4.0,5.9,9.0,90.7
2013-01-07,15,<LD,14,0.8,1.8,4.5,5.3,91.4
2013-01-07,16,<LD,15,0.8,2.3,3.9,4.8,91.7
2013-01-07,17,<LD,15,0.8,3.1,4.8,5.9,93.7
2013-01-07,18,<LD,16,0.8,2.6,4.2,5.3,95.1
2013-01-07,19,<LD,17,0.8,0.7,2.8,1.9,95.2
2013-01-07,20,<LD,10,1.2,3.5,14.1,16.8,94.9
2013-01-07,21,0.13,1,1.2,9.3,25.6,35.2,100.1
2013-01-07,22,0.04,7,0.9,1.8,14.5,15.7,101.9
2013-01-07,23,<LD,13,0.8,0.3,6.5,5.4,101.0
2013-01-08,00,<LD,13,0.8,0.2,4.7,3.5,100.2
2013-01-08,01,<LD,14,0.8,0.3,3.7,2.6,100.1
2013-01-08,02,<LD,14,1.6,0.6,6.3,5.7,99.8
2013-01-08,03,<LD,11,3.3,0.8,10.4,10.5,100.4
2013-01-08,04,<LD,7,9.0,7.8,16.4,24.0,99.9
2013-01-08,05,<LD,13,2.9,0.3,3.8,2.7,99.3
2013-01-08,06,<LD,11,1.5,0.5,4.1,3.8,96.2
2013-01-08,07,<LD,12,1.3,2.4,4.0,5.2,90.4
2013-01-08,08,<LD,13,1.1,2.2,3.9,5.4,84.8
2013-01-08,09,<LD,12,0.9,1.5,2.9,3.3,83.4
2013-01-08,10,<LD,12,0.9,1.6,3.0,3.7,77.8
2013-01-08,11,<LD,11,1.0,6.2,5.2,9.8,73.1
2013-01-08,12,<LD,12,1.0,2.0,3.5,4.4,67.6
2013-01-08,13,<LD,12,0.9,1.6,2.0,2.0,65.4
2013-01-08,14,<LD,14,0.8,1.4,3.0,3.2,64.4
2013-01-08,15,<LD,14,0.8,0.9,2.7,2.4,63.4
2013-01-08,16,<LD,15,0.8,2.4,3.4,4.0,63.7
2013-01-08,17,<LD,15,0.9,3.2,3.7,5.6,63.7
2013-01-08,18,<LD,14,0.9,0.6,3.6,3.4,64.4
2013-01-08,19,<LD,12,0.9,0.9,5.2,5.6,66.7
2013-01-08,20,<LD,9,0.9,1.7,7.7,9.1,68.5
2013-01-08,21,<LD,7,0.9,1.0,7.5,8.0,63.8
2013-01-08,22,<LD,7,0.9,0.5,6.1,5.8,62.2
2013-01-08,23,<LD,8,0.9,0.3,4.9,4.4,62.3
2013-01-09,00,<LD,8,0.9,0.3,5.0,4.1,61.2
2013-01-09,01,<LD,5,0.9,0.7,8.4,8.7,60.7
2013-01-09,02,<LD,5,0.8,1.2,7.2,7.1,60.4
2013-01-09,03,<LD,8,0.8,0.2,5.6,4.3,59.2
2013-01-09,04,<LD,10,0.8,0.2,3.5,2.3,58.9
2013-01-09,05,<LD,10,0.8,0.2,3.8,2.6,58.8
2013-01-09,06,<LD,8,0.9,2.4,6.9,8.5,59.0
2013-01-09,07,<LD,10,0.8,4.7,7.2,11.6,61.4
2013-01-09,08,<LD,11,0.9,6.3,8.6,14.3,67.7
2013-01-09,09,---,15,0.9,2.3,5.2,6.8,70.3
2013-01-09,10,0.09,---,---,---,---,---,74.8
2013-01-09,11,0.11,16,1.4,3.7,5.9,9.6,76.1
2013-01-09,12,0.05,17,1.4,1.6,2.4,3.5,77.0
2013-01-09,13,0.05,17,0.8,1.2,1.8,2.5,77.3
2013-01-09,14,0.04,17,1.0,1.0,1.9,2.4,77.5
2013-01-09,15,<LD,17,0.8,1.2,1.3,1.8,79.2
2013-01-09,16,0.09,18,1.6,1.5,3.2,4.4,77.3
2013-01-09,17,0.07,19,2.1,3.6,4.5,7.6,77.1
2013-01-09,18,0.16,20,1.4,0.9,3.8,4.4,76.9
2013-01-09,19,0.07,21,1.0,0.6,3.8,4.0,78.5
2013-01-09,20,0.08,20,0.6,0.5,4.1,4.1,79.6
2013-01-09,21,0.09,19,0.5,0.7,4.6,4.8,80.1
2013-01-09,22,0.08,21,0.5,0.4,2.4,2.1,80.3
2013-01-09,23,0.05,21,0.4,0.2,2.0,1.6,80.2
2013-01-10,00,0.05,20,0.4,0.2,2.0,1.5,81.1
2013-01-10,01,0.05,22,0.4,0.2,1.5,1.1,82.2
2013-01-10,02,0.05,23,0.4,0.2,1.2,0.8,83.1
2013-01-10,03,0.04,22,0.4,0.2,0.9,0.5,84.8
2013-01-10,04,0.13,20,0.4,0.3,1.9,1.9,86.1
2013-01-10,05,0.18,19,0.4,0.3,1.5,1.4,86.8
2013-01-10,06,0.18,19,0.4,1.9,6.3,7.9,87.2
2013-01-10,07,0.20,17,0.5,4.9,8.9,12.9,85.5
2013-01-10,08,0.19,19,1.1,3.7,9.2,13.0,80.3
2013-01-10,09,0.11,20,1.8,4.6,7.7,12.2,76.5
2013-01-10,10,0.07,23,1.7,2.5,5.7,7.9,70.8
2013-01-10,11,0.08,24,1.9,2.3,5.8,7.9,68.9
2013-01-10,12,0.06,24,1.9,2.3,4.9,6.6,69.4
2013-01-10,13,0.05,25,1.9,2.3,3.9,5.7,70.2
2013-01-10,14,0.04,26,2.0,1.9,4.6,6.1,70.6
2013-01-10,15,<LD,26,1.7,2.3,5.1,6.7,70.9
2013-01-10,16,0.04,22,1.4,1.2,2.8,3.5,73.4
2013-01-10,17,---,---,---,---,---,---,72.9
2013-01-10,18,---,---,---,---,---,---,72.3
2013-01-10,19,0.10,25,1.0,0.6,4.2,4.5,69.4
2013-01-10,20,0.05,21,0.8,0.8,7.7,8.2,68.8
2013-01-10,21,0.07,18,0.7,0.5,9.2,9.1,69.6
2013-01-10,22,0.05,22,0.5,0.7,6.4,6.5,70.6
2013-01-10,23,0.04,22,0.4,0.9,4.2,4.5,71.2
2013-01-11,00,0.04,21,0.4,0.2,4.0,3.8,71.2
2013-01-11,01,0.04,21,0.3,0.3,3.6,3.4,71.0
2013-01-11,02,0.04,21,0.3,0.7,2.7,2.9,71.1
2013-01-11,03,0.04,20,0.3,0.2,2.4,2.0,70.3
2013-01-11,04,<LD,20,0.3,0.3,1.8,1.5,70.6
2013-01-11,05,<LD,19,0.3,0.3,2.0,1.8,72.4
2013-01-11,06,<LD,18,0.3,1.1,4.2,4.8,74.0
2013-01-11,07,0.04,17,0.3,3.7,5.6,9.1,78.1
2013-01-11,08,0.06,17,0.4,4.6,5.3,9.6,92.8
2013-01-11,09,0.05,19,0.4,2.5,4.6,7.2,116.5
2013-01-11,10,0.05,21,0.3,2.4,4.7,6.9,128.8
2013-01-11,11,0.04,23,0.4,2.0,3.2,4.9,142.4
2013-01-11,12,0.07,25,0.4,1.8,4.5,6.1,148.4
2013-01-11,13,0.06,24,0.3,1.6,3.6,5.0,152.5
2013-01-11,14,0.04,23,0.3,1.3,3.5,4.6,154.9
2013-01-11,15,0.04,23,0.4,3.3,3.9,6.0,157.1
2013-01-11,16,0.05,22,0.3,2.9,4.9,7.6,162.4
2013-01-11,17,0.06,23,0.3,3.1,4.4,6.5,168.2
2013-01-11,18,0.05,22,0.3,0.7,3.9,4.4,167.3
2013-01-11,19,0.04,21,0.3,1.1,4.5,5.5,163.7
2013-01-11,20,0.06,20,0.3,1.4,6.6,7.3,162.4
2013-01-11,21,0.06,20,0.3,0.3,5.4,5.1,161.5
2013-01-11,22,0.04,19,0.3,0.9,5.5,6.0,169.2
2013-01-11,23,0.04,16,0.3,0.8,5.0,5.5,172.5
2013-01-12,00,0.04,13,0.3,0.7,5.0,5.3,171.2
2013-01-12,01,0.04,12,0.3,0.3,5.7,5.3,169.2
2013-01-12,02,0.05,14,0.3,0.2,5.0,4.7,167.8
2013-01-12,03,<LD,16,0.3,0.2,2.2,1.9,166.2
2013-01-12,04,<LD,15,0.3,0.2,2.1,1.7,164.7
2013-01-12,05,0.04,12,0.3,0.2,4.1,3.6,162.7
2013-01-12,06,0.04,16,0.3,3.3,6.3,9.6,160.4
2013-01-12,07,0.07,9,0.3,5.8,11.9,17.7,154.8
2013-01-12,08,0.07,9,0.3,6.7,12.1,19.0,138.7
2013-01-12,09,0.04,16,0.3,2.3,4.0,6.1,114.7
2013-01-12,10,<LD,20,0.3,1.8,3.5,4.9,102.2
2013-01-12,11,<LD,25,0.3,0.7,2.5,3.0,88.7
2013-01-12,12,<LD,28,0.3,1.5,3.0,4.3,81.5
2013-01-12,13,<LD,33,0.3,1.3,4.8,5.7,77.0
2013-01-12,14,<LD,30,0.3,1.7,5.7,7.3,74.7
2013-01-12,15,<LD,28,0.3,0.4,1.4,1.4,73.1
2013-01-12,16,<LD,21,0.3,0.3,0.6,0.5,70.6
2013-01-12,17,<LD,20,0.3,0.3,0.6,0.5,64.6
2013-01-12,18,<LD,20,0.3,0.3,1.0,1.1,65.9
2013-01-12,19,<LD,21,0.3,0.2,0.6,0.3,68.9
2013-01-12,20,<LD,19,0.3,0.2,0.7,0.4,68.3
2013-01-12,21,<LD,17,0.3,0.2,1.8,1.4,66.8
2013-01-12,22,<LD,17,0.3,0.3,1.0,0.8,56.7
2013-01-12,23,<LD,19,0.3,0.2,0.4,0.3,52.1
2013-01-13,00,<LD,20,0.3,0.2,0.4,0.3,52.7
2013-01-13,01,<LD,20,0.3,0.3,0.8,0.6,53.9
2013-01-13,02,<LD,21,0.3,0.3,1.0,0.7,54.9
2013-01-13,03,<LD,21,0.3,0.3,0.4,0.4,55.6
2013-01-13,04,<LD,23,0.3,0.2,0.3,0.2,56.0
2013-01-13,05,<LD,23,0.3,0.2,0.3,0.2,55.6
2013-01-13,06,<LD,21,0.3,0.3,0.4,0.3,54.9
2013-01-13,07,<LD,19,0.3,0.3,0.8,0.9,54.5
2013-01-13,08,<LD,17,0.3,0.6,1.4,1.9,54.5
2013-01-13,09,<LD,18,0.3,0.4,0.8,1.0,55.4
2013-01-13,10,<LD,19,0.3,0.7,1.0,1.6,57.8
2013-01-13,11,<LD,20,0.3,0.6,0.6,0.8,58.0
2013-01-13,12,<LD,20,0.3,0.6,0.9,1.2,58.6
2013-01-13,13,<LD,19,0.3,0.5,0.7,1.1,57.8
2013-01-13,14,<LD,17,0.3,0.3,0.5,0.6,58.3
2013-01-13,15,<LD,16,0.3,0.4,0.8,1.0,55.8
2013-01-13,16,<LD,17,0.3,0.2,0.3,0.3,51.9
2013-01-13,17,<LD,15,0.3,0.3,0.6,0.6,48.0
2013-01-13,18,<LD,15,0.3,0.3,0.8,0.8,44.6
2013-01-13,19,<LD,13,0.3,0.2,0.5,0.3,41.0
2013-01-13,20,<LD,12,0.3,0.3,0.8,0.7,42.7
2013-01-13,21,<LD,12,0.3,0.3,1.1,1.0,43.1
2013-01-13,22,<LD,12,0.3,0.7,1.7,2.1,42.6
2013-01-13,23,<LD,13,0.3,0.3,1.0,0.7,42.1
2013-01-14,00,<LD,15,0.3,0.2,1.6,1.3,41.4
2013-01-14,01,<LD,14,0.3,0.2,1.0,0.7,40.8
2013-01-14,02,<LD,12,0.3,0.2,1.8,1.5,40.2
2013-01-14,03,<LD,11,0.3,0.3,1.3,1.0,39.8
2013-01-14,04,<LD,11,0.3,0.3,1.3,1.1,39.4
2013-01-14,05,<LD,10,0.3,0.3,1.6,1.5,39.3
2013-01-14,06,<LD,8,0.3,1.3,3.9,5.0,39.6
2013-01-14,07,<LD,10,0.3,1.0,2.1,3.1,40.1
2013-01-14,08,<LD,11,0.3,4.3,4.3,8.7,40.7
2013-01-14,09,<LD,12,0.3,3.3,3.7,7.1,40.2
2013-01-14,10,<LD,14,0.3,4.5,4.0,8.8,39.4
2013-01-14,11,<LD,14,0.3,4.2,4.0,8.2,39.9
2013-01-14,12,<LD,14,0.3,1.9,2.2,4.1,39.1
2013-01-14,13,<LD,14,0.3,2.3,2.7,5.0,40.2
2013-01-14,14,<LD,14,0.3,0.9,2.0,2.9,42.6
2013-01-14,15,<LD,12,0.3,1.3,2.0,3.3,50.1
2013-01-14,16,<LD,10,0.3,0.5,1.2,1.8,55.1
2013-01-14,17,<LD,9,0.3,0.8,1.4,2.1,58.9
2013-01-14,18,<LD,9,0.3,0.6,1.1,1.5,62.4
2013-01-14,19,<LD,10,0.3,0.3,1.5,1.7,68.6
2013-01-14,20,<LD,8,0.3,0.6,2.4,2.8,69.5
2013-01-14,21,<LD,7,0.3,1.1,3.8,4.8,70.2
2013-01-14,22,<LD,7,0.3,0.3,2.5,2.3,71.9
2013-01-14,23,<LD,8,0.3,0.3,2.8,2.9,73.4
2013-01-15,00,<LD,7,0.3,0.4,4.3,4.5,74.2
2013-01-15,01,<LD,6,0.3,0.7,6.6,7.1,74.8
2013-01-15,02,<LD,2,0.3,1.0,9.5,10.3,75.6
2013-01-15,03,<LD,3,0.3,0.2,8.3,7.9,76.2
2013-01-15,04,<LD,6,0.3,0.3,7.5,7.1,76.7
2013-01-15,05,0.12,13,0.3,1.4,7.7,8.4,76.9
2013-01-15,06,0.04,14,0.3,1.9,5.1,6.4,77.8
2013-01-15,07,0.06,13,0.3,6.4,11.1,17.5,80.0
2013-01-15,08,0.06,20,0.4,4.6,8.7,13.0,83.9
2013-01-15,09,0.05,21,0.3,2.7,7.1,9.7,87.5
2013-01-15,10,<LD,22,0.3,3.3,4.5,7.2,87.2
2013-01-15,11,<LD,24,0.3,2.7,3.2,4.9,86.9
2013-01-15,12,<LD,25,0.3,2.6,3.6,5.5,88.2
2013-01-15,13,<LD,26,0.3,1.0,2.5,3.2,87.8
2013-01-15,14,<LD,25,0.3,3.5,3.3,5.6,84.1
2013-01-15,15,<LD,24,0.3,2.6,4.5,6.4,77.3
2013-01-15,16,<LD,24,0.3,2.0,5.0,6.7,74.2
2013-01-15,17,<LD,24,0.4,2.2,4.0,5.6,70.7
2013-01-15,18,<LD,23,0.4,1.5,4.7,6.0,68.7
2013-01-15,19,<LD,23,0.3,0.5,4.0,4.1,71.5
2013-01-15,20,<LD,19,0.3,0.5,5.5,5.7,70.0
2013-01-15,21,<LD,23,0.3,0.3,4.0,3.7,68.6
2013-01-15,22,<LD,22,0.3,0.2,2.9,2.5,67.8
2013-01-15,23,<LD,21,0.3,0.2,3.8,3.4,66.1
2013-01-16,00,<LD,14,0.3,0.5,7.0,7.0,65.6
2013-01-16,01,<LD,9,0.3,0.3,9.6,9.4,65.6
2013-01-16,02,<LD,8,0.3,0.4,9.9,9.9,65.0
2013-01-16,03,<LD,5,0.3,0.6,12.1,12.5,65.1
2013-01-16,04,<LD,5,0.3,0.7,9.7,10.2,65.1
2013-01-16,05,0.05,8,0.3,4.3,9.7,13.5,65.8
2013-01-16,06,0.05,10,0.3,2.5,8.0,10.3,65.9
2013-01-16,07,0.07,10,0.3,6.0,7.2,12.2,65.4
2013-01-16,08,0.04,12,0.3,6.0,8.6,14.3,62.1
2013-01-16,09,<LD,18,0.3,4.4,5.1,8.3,60.2
2013-01-16,10,<LD,19,0.3,2.2,4.6,6.7,61.0
2013-01-16,11,<LD,22,0.3,2.0,4.3,6.3,61.6
2013-01-16,12,<LD,23,0.3,2.6,5.3,7.6,61.6
2013-01-16,13,<LD,23,0.3,3.5,6.3,9.9,62.7
2013-01-16,14,---,---,---,---,---,---,63.7
2013-01-16,15,---,---,---,---,---,---,64.3
2013-01-16,16,<LD,24,0.3,1.5,3.5,4.8,63.3
2013-01-16,17,0.04,25,0.4,8.3,22.0,29.6,64.5
2013-01-16,18,0.04,26,0.3,1.9,5.3,6.9,60.4
2013-01-16,19,<LD,23,0.3,0.7,9.4,9.9,48.7
2013-01-16,20,<LD,23,0.3,1.8,8.8,10.2,48.8
2013-01-16,21,<LD,27,0.3,0.2,1.0,0.7,57.4
2013-01-16,22,<LD,24,0.3,0.2,1.1,0.7,57.3
2013-01-16,23,<LD,19,0.3,3.9,4.3,8.0,58.5
2013-01-17,00,<LD,20,0.3,0.2,0.9,0.6,59.5
2013-01-17,01,<LD,21,0.3,0.2,0.5,0.3,60.0
2013-01-17,02,<LD,21,0.3,0.2,0.5,0.3,61.4
2013-01-17,03,<LD,20,0.3,0.2,0.5,0.3,61.0
2013-01-17,04,<LD,19,0.3,0.2,0.5,0.4,60.5
2013-01-17,05,<LD,18,0.3,0.2,0.9,0.5,59.3
2013-01-17,06,<LD,17,0.3,0.3,0.8,0.7,57.8
2013-01-17,07,<LD,17,0.3,0.3,2.1,2.0,55.4
2013-01-17,08,<LD,12,0.3,1.1,4.5,5.6,53.4
2013-01-17,09,<LD,10,0.3,0.6,2.2,2.8,50.3
2013-01-17,10,<LD,11,0.3,1.8,1.9,3.4,46.5
2013-01-17,11,<LD,9,0.3,2.6,2.3,4.8,45.0
2013-01-17,12,<LD,8,0.3,2.3,2.0,4.2,46.3
2013-01-17,13,<LD,8,0.3,3.1,1.9,5.1,45.8
2013-01-17,14,<LD,8,0.3,4.5,3.3,7.8,46.8
2013-01-17,15,<LD,9,0.3,2.6,2.2,4.8,47.5
2013-01-17,16,<LD,9,0.3,2.0,1.9,3.9,48.3
2013-01-17,17,<LD,8,0.3,2.8,2.5,5.4,48.5
