Fecha,Hora,CO(ppm),O3 (ppb),SO2 (ppb),NO (pbb),NO2 (pbb),NOX (pbb),PM10 (µg/m3)-Promedio de 24 horas
2013-11-16,01,---,---,---,---,---,---,---
2013-11-16,02,0.24,<LD,0.4,0.8,11.9,12.6,---
2013-11-16,03,0.16,3,0.3,0.3,4.2,4.0,---
2013-11-16,04,---,---,---,---,---,---,---
2013-11-16,05,---,---,---,---,---,---,---
2013-11-16,06,---,---,---,---,---,---,---
2013-11-16,07,---,---,---,---,---,---,---
2013-11-16,08,0.32,8,3.4,5.6,8.2,13.8,---
2013-11-16,09,0.25,13,2.2,1.2,2.5,3.6,52.8
2013-11-16,10,0.24,17,0.8,0.7,1.7,2.1,53.5
2013-11-16,11,0.24,19,0.5,1.2,1.8,2.7,53.3
2013-11-16,12,0.23,18,0.4,1.4,1.3,2.2,52.2
2013-11-16,13,0.23,18,0.9,1.5,1.7,2.6,49.6
2013-11-16,14,0.23,18,1.8,1.5,2.0,3.1,49.1
2013-11-16,15,0.23,18,1.7,0.6,1.6,1.9,48.2
2013-11-16,16,0.21,19,1.4,0.7,0.8,1.0,46.4
2013-11-16,17,0.20,19,1.4,0.8,1.7,2.2,44.3
2013-11-16,18,0.19,18,2.5,1.0,2.8,3.5,45.3
2013-11-16,19,0.31,12,8.9,2.2,10.9,13.0,46.2
2013-11-16,20,0.26,15,1.8,0.4,3.6,3.3,46.0
2013-11-16,21,0.28,13,1.0,0.3,5.0,4.7,44.6
2013-11-16,22,0.24,15,0.6,0.3,2.8,2.5,44.9
2013-11-16,23,0.23,14,0.5,0.3,2.2,1.9,46.8
2013-11-17,00,0.22,15,0.5,0.3,1.7,1.5,49.4
2013-11-17,01,0.20,17,0.5,0.2,1.5,1.1,50.6
2013-11-17,02,0.18,18,0.4,0.3,1.2,1.0,53.0
2013-11-17,03,0.18,17,0.4,0.2,1.1,0.8,56.2
2013-11-17,04,0.18,17,0.4,0.2,1.0,0.7,56.0
2013-11-17,05,0.18,16,0.3,0.5,1.2,1.0,55.6
2013-11-17,06,0.18,15,0.3,0.4,1.5,1.3,55.2
2013-11-17,07,0.21,16,0.3,0.3,1.4,1.3,55.2
2013-11-17,08,0.23,19,0.3,0.3,1.1,1.1,59.8
2013-11-17,09,0.23,21,0.4,0.5,1.9,2.1,73.3
2013-11-17,10,0.24,23,0.5,0.6,2.2,2.5,80.0
2013-11-17,11,0.25,24,0.6,0.4,2.0,2.1,83.6
2013-11-17,12,0.28,26,0.5,0.5,1.2,1.2,90.7
2013-11-17,13,0.27,26,0.6,0.6,2.0,2.2,94.3
2013-11-17,14,0.24,26,0.8,0.6,2.4,2.7,95.6
2013-11-17,15,0.23,28,1.0,0.3,1.3,1.2,96.0
2013-11-17,16,0.23,27,1.6,0.8,3.0,3.5,97.7
2013-11-17,17,0.22,28,0.7,0.3,1.3,1.3,100.4
2013-11-17,18,0.21,28,0.5,0.5,1.7,1.7,101.9
2013-11-17,19,0.24,27,0.4,0.2,2.4,2.2,103.5
2013-11-17,20,0.30,24,0.3,0.4,3.6,3.5,104.4
2013-11-17,21,0.31,23,0.3,0.3,3.3,3.1,106.1
2013-11-17,22,0.26,24,0.3,0.3,1.8,1.6,110.1
2013-11-17,23,0.24,24,0.3,0.2,1.3,1.0,117.5
2013-11-18,00,0.24,26,0.3,0.3,1.0,0.7,122.4
2013-11-18,01,0.25,25,0.3,0.3,0.9,0.6,127.2
2013-11-18,02,0.28,20,0.3,0.3,2.4,2.2,128.4
2013-11-18,03,0.29,12,0.7,1.8,12.3,14.2,127.8
2013-11-18,04,0.27,9,1.2,9.1,9.1,18.0,132.2
2013-11-18,05,0.23,3,1.1,18.6,14.9,33.7,146.6
2013-11-18,06,0.18,6,0.5,7.7,10.6,18.4,152.5
2013-11-18,07,0.15,6,0.5,10.8,11.9,22.8,158.4
2013-11-18,08,0.18,6,0.5,10.0,8.7,18.9,156.0
2013-11-18,09,0.19,10,0.4,6.4,5.5,12.0,144.3
2013-11-18,10,0.20,12,0.3,0.9,1.1,1.9,139.1
2013-11-18,11,0.23,11,0.3,1.3,1.5,2.8,137.2
2013-11-18,12,0.24,11,0.4,1.0,1.4,2.3,135.0
2013-11-18,13,0.25,10,0.4,2.1,2.2,4.3,133.6
2013-11-18,14,0.26,11,0.4,1.1,1.3,2.4,133.0
2013-11-18,15,0.25,12,0.3,0.7,1.2,1.8,132.4
2013-11-18,16,0.25,11,0.3,1.5,1.8,3.2,131.9
2013-11-18,17,0.24,11,0.4,0.6,0.9,1.2,130.6
2013-11-18,18,0.22,10,0.4,0.4,1.2,1.3,128.5
2013-11-18,19,0.20,9,0.4,0.3,1.7,1.7,126.0
2013-11-18,20,0.19,8,0.4,0.3,2.2,2.3,123.4
2013-11-18,21,0.19,6,0.4,1.0,4.0,5.0,120.1
2013-11-18,22,0.18,7,0.4,0.5,3.7,4.0,115.0
2013-11-18,23,0.16,9,0.4,0.3,2.1,1.9,105.5
2013-11-19,00,0.16,8,0.4,0.2,2.1,1.8,97.6
2013-11-19,01,0.14,8,0.3,0.3,1.3,1.1,90.9
2013-11-19,02,0.13,9,0.3,0.2,1.0,0.7,86.8
2013-11-19,03,0.11,9,0.3,0.4,1.7,1.7,84.1
2013-11-19,04,0.11,9,0.3,0.4,1.9,1.9,77.9
2013-11-19,05,0.20,4,0.4,1.2,5.7,6.6,62.4
2013-11-19,06,0.18,2,1.1,3.7,10.4,13.9,56.2
2013-11-19,07,0.33,3,6.2,32.3,18.4,47.7,51.7
2013-11-19,08,0.26,4,1.7,8.2,6.5,14.4,49.9
2013-11-19,09,0.26,6,4.0,10.5,9.2,18.9,48.8
2013-11-19,10,0.28,10,6.7,6.0,6.7,12.6,47.9
2013-11-19,11,0.29,13,1.5,2.9,3.4,6.0,46.0
2013-11-19,12,0.30,14,1.3,5.4,3.6,7.8,41.3
2013-11-19,13,0.29,16,0.6,3.9,3.4,6.4,39.4
2013-11-19,14,0.30,18,0.5,2.6,4.0,6.2,38.4
2013-11-19,15,0.30,18,0.6,3.0,3.0,5.3,38.1
2013-11-19,16,0.29,18,0.5,1.7,1.9,3.3,37.4
2013-11-19,17,0.30,19,0.5,3.0,4.0,6.8,39.7
2013-11-19,18,0.27,19,0.5,2.5,3.0,5.1,39.3
2013-11-19,19,0.30,17,0.5,0.5,4.7,4.8,43.8
2013-11-19,20,0.33,6,0.7,2.9,10.2,13.0,45.0
2013-11-19,21,0.40,1,0.8,2.4,15.3,17.9,50.4
2013-11-19,22,0.43,1,0.8,1.3,15.9,17.3,54.9
2013-11-19,23,0.38,1,0.7,2.3,14.1,16.4,56.6
2013-11-20,00,0.24,5,0.5,0.9,6.7,7.4,57.2
2013-11-20,01,0.23,8,0.5,0.3,3.6,3.3,57.9
2013-11-20,02,0.22,11,0.4,0.3,1.5,1.2,59.7
2013-11-20,03,0.22,12,0.4,0.2,1.0,0.7,62.3
2013-11-20,04,0.22,13,0.4,0.3,1.1,0.9,64.6
2013-11-20,05,0.23,12,0.4,0.8,1.5,1.6,66.5
2013-11-20,06,0.25,10,0.4,1.9,3.6,5.0,66.4
2013-11-20,07,---,---,---,---,---,---,65.5
2013-11-20,08,---,---,---,---,---,---,65.1
2013-11-20,09,---,---,---,---,---,---,65.7
2013-11-20,10,---,---,---,---,---,---,66.6
2013-11-20,11,---,---,---,---,---,---,68.1
2013-11-20,12,---,---,---,---,---,---,70.1
2013-11-20,13,---,---,---,---,---,---,---
2013-11-20,14,---,---,---,---,---,---,---
2013-11-20,15,0.31,19,1.7,3.5,4.2,7.1,---
2013-11-20,16,0.29,19,2.2,6.3,9.3,14.7,---
2013-11-20,17,0.29,18,1.6,8.7,8.0,15.7,---
2013-11-20,18,0.24,18,3.7,4.0,6.2,9.1,---
2013-11-20,19,0.28,15,1.2,2.2,9.1,10.9,---
2013-11-20,20,0.42,8,1.0,5.7,18.6,22.6,---
2013-11-20,21,0.39,10,0.8,1.5,13.7,14.7,---
2013-11-20,22,0.35,15,0.4,0.8,5.5,5.8,---
2013-11-20,23,0.31,17,0.4,0.2,1.7,1.4,---
2013-11-21,00,0.29,17,0.4,0.2,0.9,0.6,---
2013-11-21,01,0.29,16,0.3,0.2,0.9,0.5,---
2013-11-21,02,0.29,15,0.3,0.2,1.3,1.0,---
2013-11-21,03,0.29,12,0.3,0.2,2.2,2.0,---
2013-11-21,04,0.29,10,0.3,0.2,2.4,2.1,---
2013-11-21,05,0.28,5,0.3,1.6,9.3,10.7,---
2013-11-21,06,0.30,7,0.3,1.1,5.9,7.0,---
2013-11-21,07,0.33,10,0.3,1.3,3.0,4.3,---
2013-11-21,08,0.35,12,0.3,1.6,2.3,3.8,55.5
2013-11-21,09,0.37,13,0.3,1.5,2.3,3.8,56.3
2013-11-21,10,0.37,14,0.3,0.7,1.5,2.2,58.1
2013-11-21,11,0.37,16,0.3,1.1,1.8,2.9,61.3
2013-11-21,12,0.37,15,0.3,0.9,1.7,2.6,63.6
2013-11-21,13,0.35,15,0.3,1.1,1.5,2.5,67.8
2013-11-21,14,0.37,16,0.3,1.1,2.0,3.1,69.1
2013-11-21,15,0.36,15,0.3,1.1,1.9,3.0,76.1
2013-11-21,16,0.35,13,0.3,0.9,1.5,2.3,84.6
2013-11-21,17,0.34,12,0.3,1.2,2.0,3.2,89.2
2013-11-21,18,0.34,11,0.3,1.0,2.4,3.4,93.3
2013-11-21,19,0.34,8,0.3,0.4,1.8,2.1,93.6
2013-11-21,20,0.35,7,0.3,0.5,2.1,2.6,102.6
2013-11-21,21,0.33,5,0.3,0.6,3.0,3.4,101.7
2013-11-21,22,0.31,5,0.3,0.3,2.4,2.5,99.8
2013-11-21,23,0.31,5,0.3,0.5,2.9,3.3,101.1
2013-11-22,00,0.32,4,0.3,0.9,4.8,5.8,101.8
2013-11-22,01,0.34,4,0.3,1.4,4.9,6.0,102.3
2013-11-22,02,0.33,3,0.3,0.2,3.1,2.8,102.6
2013-11-22,03,0.32,2,0.3,0.3,4.2,4.1,103.3
2013-11-22,04,0.33,<LD,0.3,0.4,4.9,5.0,103.2
2013-11-22,05,0.33,19,0.3,0.8,2.9,3.2,106.3
2013-11-22,06,0.39,23,0.3,1.3,3.4,4.1,113.1
2013-11-22,07,0.43,21,0.3,3.8,8.0,11.7,132.8
2013-11-22,08,0.57,23,0.3,4.1,8.6,12.5,163.2
2013-11-22,09,---,23,---,2.8,7.9,10.6,182.5
2013-11-22,10,---,---,---,---,---,---,186.4
2013-11-22,11,0.31,23,0.3,5.3,8.2,12.9,189.1
2013-11-22,12,0.32,25,0.3,3.4,6.9,9.8,194.0
2013-11-22,13,0.32,27,0.3,2.7,7.5,10.1,216.7
2013-11-22,14,0.29,30,0.3,1.5,4.9,6.1,246.4
2013-11-22,15,0.26,29,---,1.7,8.3,9.9,268.0
2013-11-22,16,0.26,28,---,2.5,11.5,13.9,272.4
2013-11-22,17,0.30,29,2.1,2.0,7.1,9.0,271.7
2013-11-22,18,0.29,27,1.6,1.6,2.3,3.3,268.2
2013-11-22,19,0.30,21,1.5,1.4,4.7,6.0,272.6
2013-11-22,20,0.35,13,1.2,1.6,8.4,9.7,262.1
2013-11-22,21,0.72,1,1.7,8.5,30.3,39.0,264.5
2013-11-22,22,1.27,<LD,2.4,52.8,38.2,91.2,271.5
2013-11-22,23,0.36,20,1.1,0.3,3.5,3.3,272.9
2013-11-23,00,0.36,22,0.7,0.2,2.5,2.2,272.7
2013-11-23,01,0.40,19,0.6,0.3,3.2,3.0,272.6
2013-11-23,02,0.41,18,0.5,0.3,2.4,2.1,273.2
2013-11-23,03,0.38,12,0.4,0.3,4.4,4.1,273.9
2013-11-23,04,0.40,8,0.4,0.3,7.3,7.0,274.8
2013-11-23,05,0.37,5,0.4,1.8,8.7,10.4,272.2
2013-11-23,06,0.38,6,0.6,1.8,8.1,9.7,264.8
2013-11-23,07,0.38,13,1.0,3.5,5.7,7.9,245.0
2013-11-23,08,0.36,16,1.0,1.9,3.1,4.2,215.0
2013-11-23,09,0.38,20,0.8,1.3,2.9,3.7,200.9
2013-11-23,10,0.37,21,0.6,1.8,5.2,6.6,199.0
2013-11-23,11,0.39,21,0.5,1.1,4.0,5.0,197.7
2013-11-23,12,0.41,22,0.4,2.5,2.5,3.5,193.8
2013-11-23,13,0.40,25,0.3,0.4,2.1,2.3,170.6
2013-11-23,14,0.39,27,0.3,0.7,1.4,1.5,145.1
2013-11-23,15,0.39,29,0.3,0.7,2.2,2.4,122.4
2013-11-23,16,0.39,29,0.3,0.5,2.6,2.6,114.1
2013-11-23,17,0.40,27,0.3,0.9,2.9,3.3,113.2
2013-11-23,18,0.41,25,0.3,1.1,3.9,4.7,116.0
2013-11-23,19,0.41,23,0.3,0.4,4.0,4.0,112.6
2013-11-23,20,0.41,21,0.3,0.3,2.7,2.5,123.3
2013-11-23,21,0.48,14,0.3,1.4,11.6,12.7,120.5
2013-11-23,22,0.45,16,0.3,2.2,13.7,15.7,111.7
2013-11-23,23,0.43,18,0.3,0.2,5.9,5.6,109.3
2013-11-24,00,0.40,16,0.3,0.3,7.2,7.0,108.1
2013-11-24,01,0.38,19,0.3,0.2,2.3,1.9,107.4
2013-11-24,02,0.39,18,0.3,0.2,7.0,6.7,105.2
2013-11-24,03,0.41,12,0.3,0.3,11.4,11.1,103.2
2013-11-24,04,0.39,16,0.3,0.3,5.5,5.2,101.6
2013-11-24,05,0.37,19,0.3,0.2,3.0,2.8,99.6
2013-11-24,06,0.35,20,0.3,0.2,2.9,2.7,98.0
2013-11-24,07,0.36,20,0.3,0.3,2.8,2.7,95.3
2013-11-24,08,0.38,15,0.3,2.1,5.8,6.8,91.0
2013-11-24,09,0.39,14,0.3,1.4,10.2,11.4,83.1
2013-11-24,10,0.40,14,0.3,1.1,4.9,5.7,77.7
2013-11-24,11,0.46,12,0.3,1.3,8.4,9.6,71.4
2013-11-24,12,0.62,10,0.3,2.3,15.0,17.4,68.0
2013-11-24,13,0.61,24,0.3,2.6,13.9,16.7,65.1
2013-11-24,14,0.45,28,0.3,0.5,9.5,10.0,59.9
2013-11-24,15,0.39,24,0.3,0.3,3.2,3.5,55.6
2013-11-24,16,0.37,16,0.3,0.2,0.7,0.4,49.9
2013-11-24,17,0.37,16,0.3,0.2,0.6,0.4,44.1
2013-11-24,18,0.33,13,0.3,0.2,0.4,0.3,38.6
2013-11-24,19,0.30,13,0.3,0.2,0.4,0.3,35.1
2013-11-24,20,0.30,13,0.3,0.2,0.5,0.3,21.8
2013-11-24,21,0.30,13,0.3,0.2,0.7,0.5,20.9
2013-11-24,22,0.30,13,0.3,0.2,0.4,0.3,21.2
2013-11-24,23,0.32,13,0.3,0.2,0.5,0.3,20.6
2013-11-25,00,0.30,12,0.3,0.2,0.4,0.3,20.5
2013-11-25,01,0.33,13,0.3,0.2,0.3,0.2,19.8
2013-11-25,02,0.32,13,0.3,0.2,0.3,0.2,20.5
2013-11-25,03,0.31,13,0.3,0.2,0.3,0.3,20.7
2013-11-25,04,0.27,12,0.3,0.2,0.5,0.4,21.1
2013-11-25,05,0.28,12,0.3,0.2,0.5,0.3,22.5
2013-11-25,06,0.31,12,0.3,0.2,0.5,0.5,23.2
2013-11-25,07,0.32,13,0.3,0.2,0.3,0.3,23.4
2013-11-25,08,0.33,13,0.3,0.4,0.4,0.5,23.3
2013-11-25,09,0.33,12,0.3,0.7,0.8,1.2,22.4
2013-11-25,10,0.33,11,0.5,0.7,0.9,1.4,21.5
2013-11-25,11,0.32,10,1.0,1.5,1.6,2.9,21.6
2013-11-25,12,0.34,9,3.6,4.5,3.0,7.3,21.2
2013-11-25,13,0.35,9,5.1,5.0,2.8,7.4,21.7
2013-11-25,14,0.36,10,2.1,0.7,0.7,1.2,24.2
2013-11-25,15,0.33,9,2.7,3.0,2.9,5.8,24.5
2013-11-25,16,0.30,11,2.8,1.1,1.3,2.2,25.1
2013-11-25,17,0.30,10,1.0,0.3,0.3,0.3,26.4
2013-11-25,18,0.28,10,0.8,0.3,0.4,0.3,27.9
2013-11-25,19,0.27,9,0.7,0.3,1.4,1.5,28.5
2013-11-25,20,0.28,8,0.7,0.6,2.7,3.0,28.2
2013-11-25,21,0.27,5,0.6,0.7,4.2,4.8,28.1
2013-11-25,22,0.28,4,0.6,0.4,3.9,4.0,28.5
2013-11-25,23,0.26,4,0.5,0.3,3.4,3.6,28.8
2013-11-26,00,0.25,5,0.5,0.4,2.8,3.1,29.0
2013-11-26,01,0.25,4,0.4,0.4,2.6,2.8,29.1
2013-11-26,02,0.24,3,0.4,0.8,3.0,3.8,29.0
2013-11-26,03,0.24,3,0.4,0.4,2.0,2.1,29.0
2013-11-26,04,0.25,3,0.3,0.4,3.3,3.3,28.9
2013-11-26,05,0.24,1,0.4,0.4,2.8,2.8,28.0
2013-11-26,06,0.27,<LD,0.4,5.0,7.8,13.0,27.9
2013-11-26,07,---,---,---,---,---,---,28.5
2013-11-26,08,---,---,---,---,---,---,29.2
2013-11-26,09,0.74,7,0.5,2.1,1.9,4.0,30.1
2013-11-26,10,0.44,9,0.4,1.7,2.1,3.9,30.6
2013-11-26,11,0.39,11,0.3,1.7,2.3,4.0,30.4
2013-11-26,12,0.37,13,1.4,1.3,1.8,3.1,33.5
2013-11-26,13,0.42,12,0.3,1.2,2.1,3.3,37.6
2013-11-26,14,0.39,12,0.4,1.0,2.1,3.1,36.2
2013-11-26,15,0.37,14,0.4,1.1,2.5,3.6,37.1
2013-11-26,16,0.42,9,0.3,0.8,2.4,3.2,42.9
2013-11-26,17,0.39,9,0.4,0.4,1.9,2.3,43.9
2013-11-26,18,0.34,8,0.4,0.3,1.3,1.2,43.5
2013-11-26,19,0.33,7,0.3,0.4,2.6,2.9,44.0
2013-11-26,20,0.34,6,0.3,0.5,4.2,4.4,45.2
2013-11-26,21,0.42,2,0.5,1.7,10.1,11.8,47.6
2013-11-26,22,0.35,1,0.4,0.7,7.6,8.2,49.4
2013-11-26,23,0.33,4,0.4,0.4,4.5,4.7,50.3
2013-11-27,00,0.33,6,0.3,0.3,2.9,2.8,50.6
2013-11-27,01,0.32,4,0.3,0.3,2.4,2.2,50.8
2013-11-27,02,0.33,3,0.3,1.2,5.0,6.0,50.7
2013-11-27,03,0.33,3,0.9,0.8,3.7,4.1,51.4
2013-11-27,04,0.35,3,0.6,5.1,10.1,13.4,51.8
2013-11-27,05,0.35,3,0.7,0.5,6.1,6.5,52.5
2013-11-27,06,0.38,3,0.7,2.5,6.9,9.5,52.8
2013-11-27,07,0.41,2,0.9,30.3,23.2,51.2,54.2
2013-11-27,08,0.39,6,0.7,6.3,8.4,14.5,55.9
2013-11-27,09,0.36,9,0.6,5.6,6.7,11.6,57.5
2013-11-27,10,0.40,11,1.2,5.5,7.7,13.1,57.9
2013-11-27,11,0.38,15,1.8,4.0,6.7,10.2,59.3
2013-11-27,12,0.37,25,1.7,2.8,5.3,8.0,57.4
2013-11-27,13,0.38,19,1.4,2.6,3.1,5.3,54.0
2013-11-27,14,0.40,19,1.4,4.2,4.5,7.9,54.4
2013-11-27,15,0.41,18,1.5,3.8,4.3,7.3,54.4
2013-11-27,16,0.43,20,1.7,2.7,5.2,7.8,50.7
2013-11-27,17,0.46,20,1.3,3.4,5.0,8.0,49.9
2013-11-27,18,0.41,19,1.2,2.0,5.7,7.7,49.7
2013-11-27,19,0.43,15,1.0,1.4,7.7,9.0,50.5
2013-11-27,20,0.48,11,0.8,1.8,12.6,14.3,50.8
2013-11-27,21,0.49,9,0.7,1.1,13.4,14.4,49.6
2013-11-27,22,0.43,11,0.6,0.7,8.1,8.7,48.1
2013-11-27,23,0.38,13,0.5,0.4,4.3,4.1,47.3
2013-11-28,00,0.36,13,0.5,0.2,2.5,2.2,46.9
2013-11-28,01,0.35,14,0.5,0.2,2.1,1.8,46.4
2013-11-28,02,0.35,16,0.4,0.6,1.3,1.1,46.3
2013-11-28,03,0.35,13,0.4,0.7,2.6,3.1,45.5
2013-11-28,04,0.36,13,0.4,0.4,1.1,0.9,45.1
2013-11-28,05,0.39,13,0.4,0.5,1.9,2.0,44.5
2013-11-28,06,0.44,8,0.5,3.3,8.0,11.3,44.7
2013-11-28,07,0.39,8,0.9,4.4,4.6,8.3,42.5
2013-11-28,08,0.38,9,0.9,3.9,3.5,6.7,40.2
2013-11-28,09,0.39,7,0.8,6.9,6.0,12.9,41.9
2013-11-28,10,0.41,10,0.6,3.0,1.9,3.6,43.7
2013-11-28,11,0.42,9,0.5,3.1,2.3,4.5,43.9
2013-11-28,12,0.43,11,0.5,2.3,1.6,3.4,43.6
2013-11-28,13,0.43,13,0.4,2.1,1.6,3.1,44.4
2013-11-28,14,0.43,13,0.4,2.7,2.4,4.5,45.1
2013-11-28,15,0.43,11,0.3,3.6,4.2,7.9,45.2
2013-11-28,16,0.41,10,---,2.2,2.3,4.2,51.8
2013-11-28,17,0.36,8,---,0.4,0.9,1.2,61.6
2013-11-28,18,0.29,7,0.4,0.4,0.8,1.1,67.5
2013-11-28,19,0.27,7,0.4,0.2,0.9,0.9,68.8
2013-11-28,20,0.29,4,0.4,1.4,3.5,4.8,69.4
2013-11-28,21,0.30,2,0.4,1.4,5.4,6.8,71.0
2013-11-28,22,0.28,4,0.4,0.5,3.1,3.5,72.9
2013-11-28,23,0.27,4,0.4,0.5,2.9,3.2,74.5
2013-11-29,00,0.26,4,0.4,0.7,2.7,3.3,76.2
2013-11-29,01,0.25,4,0.3,0.4,1.6,1.7,77.8
2013-11-29,02,0.24,4,0.4,0.3,1.4,1.2,78.3
2013-11-29,03,0.22,4,0.3,0.5,2.0,2.2,79.5
2013-11-29,04,0.24,3,0.4,0.4,2.0,2.1,81.0
2013-11-29,05,0.24,1,0.3,0.2,2.4,2.4,82.1
2013-11-29,06,0.24,<LD,0.4,1.7,3.1,4.8,82.8
2013-11-29,07,0.27,1,0.4,5.2,4.7,9.9,83.5
2013-11-29,08,0.31,5,0.6,3.8,4.1,8.0,84.6
2013-11-29,09,0.32,8,1.2,7.5,8.6,16.0,82.5
2013-11-29,10,0.33,16,3.0,5.4,9.8,15.2,82.4
2013-11-29,11,0.35,19,2.8,7.2,13.0,20.3,83.3
2013-11-29,12,0.31,18,5.7,4.0,7.7,11.9,84.3
2013-11-29,13,0.29,18,1.7,3.3,5.3,8.6,84.3
2013-11-29,14,0.30,16,0.9,1.0,2.2,3.1,86.0
2013-11-29,15,0.35,15,1.0,1.6,3.5,5.2,91.0
2013-11-29,16,0.59,34,2.5,1.0,8.1,9.1,91.2
2013-11-29,17,0.60,29,2.4,1.0,8.1,9.1,87.3
2013-11-29,18,0.65,28,2.5,1.0,9.3,10.4,87.7
2013-11-29,19,0.70,21,2.4,0.3,10.1,10.3,91.7
2013-11-29,20,0.34,8,1.0,0.4,4.4,4.4,93.3
2013-11-29,21,0.31,6,0.6,0.6,6.0,6.5,94.0
2013-11-29,22,0.34,5,0.8,0.3,6.1,6.0,95.1
2013-11-29,23,0.33,8,0.5,0.3,4.6,4.4,95.5
2013-11-30,00,0.38,5,0.5,0.6,6.1,6.3,95.7
2013-11-30,01,0.33,2,0.4,0.2,4.8,4.5,95.5
2013-11-30,02,0.33,<LD,0.4,0.6,8.7,9.2,96.5
2013-11-30,03,0.31,<LD,0.4,1.4,7.3,8.5,97.0
2013-11-30,04,0.34,<LD,0.4,1.3,9.0,10.2,97.0
2013-11-30,05,0.35,8,0.7,2.6,7.3,9.4,98.3
2013-11-30,06,0.33,8,1.1,11.2,9.0,19.4,98.6
2013-11-30,07,0.34,12,1.0,2.4,4.6,6.9,99.0
2013-11-30,08,0.38,14,2.3,2.9,5.9,8.7,99.2
2013-11-30,09,0.35,19,1.6,3.0,4.8,6.9,99.1
2013-11-30,10,0.32,24,0.9,0.9,3.2,4.0,98.7
2013-11-30,11,0.31,17,14.0,6.2,11.1,17.5,97.3
2013-11-30,12,0.29,21,20.0,4.2,9.8,14.2,96.3
2013-11-30,13,0.29,26,10.5,1.5,4.7,6.3,95.2
2013-11-30,14,0.28,31,1.5,0.2,1.4,1.2,92.9
2013-11-30,15,---,---,---,---,---,---,88.9
2013-11-30,16,---,---,---,---,---,---,83.1
2013-11-30,17,---,---,---,---,---,---,77.9
2013-11-30,18,---,---,---,---,---,---,71.8
2013-11-30,19,---,---,---,---,---,---,65.5
2013-11-30,20,0.85,24,1.6,0.3,3.0,2.7,63.3
2013-11-30,21,0.66,24,0.6,0.4,2.7,2.6,68.1
2013-11-30,22,0.59,24,0.4,0.3,3.0,2.8,70.2
2013-11-30,23,0.55,26,0.4,0.4,2.6,2.5,71.0
2013-12-01,00,0.55,24,0.4,0.3,3.4,3.1,68.8
2013-12-01,01,0.53,22,2.8,0.3,4.3,4.1,68.1
2013-12-01,02,0.54,22,1.0,0.2,2.2,1.9,67.0
2013-12-01,03,0.53,20,0.7,0.3,2.8,2.5,65.5
2013-12-01,04,0.53,21,0.5,0.2,2.4,2.0,64.3
2013-12-01,05,0.53,20,0.5,0.3,2.1,2.0,62.1
2013-12-01,06,0.53,17,0.4,0.3,1.6,1.5,60.7
2013-12-01,07,0.53,17,0.5,0.4,3.1,3.2,58.4
2013-12-01,08,0.55,18,5.0,2.7,6.4,9.1,58.7
2013-12-01,09,0.57,25,2.7,0.6,2.7,3.1,56.3
2013-12-01,10,0.57,30,1.5,0.4,1.2,1.3,56.2
2013-12-01,11,0.57,32,0.7,0.2,0.6,0.4,55.0
2013-12-01,12,0.56,28,0.6,5.5,4.9,9.2,53.5
2013-12-01,13,0.56,28,0.5,2.5,2.5,4.6,52.4
2013-12-01,14,0.53,26,0.4,0.3,0.6,0.6,49.7
2013-12-01,15,---,---,---,---,---,---,49.7
2013-12-01,16,---,---,---,---,---,---,49.7
2013-12-01,17,0.48,24,0.3,1.0,1.3,2.0,49.7
2013-12-01,18,0.44,23,0.4,1.9,3.8,5.5,48.8
2013-12-01,19,0.49,19,0.7,0.7,9.2,9.8,51.0
2013-12-01,20,0.56,13,1.4,0.3,10.8,10.9,53.8
2013-12-01,21,0.54,21,0.6,0.2,4.3,4.1,47.7
2013-12-01,22,0.52,20,0.4,0.3,4.7,4.5,43.2
2013-12-01,23,0.52,22,0.4,0.3,4.8,4.5,40.8
2013-12-02,00,0.53,22,0.4,0.2,4.8,4.5,41.3
2013-12-02,01,0.50,24,0.4,0.3,2.6,2.3,41.9
2013-12-02,02,0.50,25,0.4,0.3,1.9,1.6,43.0
2013-12-02,03,0.51,20,0.6,0.3,2.9,2.6,43.3
2013-12-02,04,0.60,8,3.7,1.0,12.1,12.9,42.4
2013-12-02,05,0.53,5,10.7,1.6,11.1,12.6,40.8
2013-12-02,06,0.45,10,2.6,1.2,3.8,4.8,41.7
2013-12-02,07,0.51,11,0.9,3.7,2.9,4.8,43.3
2013-12-02,08,0.46,11,0.6,2.7,2.2,4.5,49.0
2013-12-02,09,---,---,---,---,---,---,49.4
2013-12-02,10,---,---,---,---,---,---,49.1
2013-12-02,11,---,---,---,---,---,---,50.7
2013-12-02,12,0.47,12,0.4,1.5,2.1,3.4,51.1
2013-12-02,13,0.47,13,0.4,2.4,2.6,4.6,50.7
2013-12-02,14,0.52,13,1.4,1.2,2.1,3.2,63.5
2013-12-02,15,0.49,11,---,0.6,1.1,1.7,76.4
2013-12-02,16,0.46,11,---,---,---,---,78.3
2013-12-02,17,0.43,10,0.2,---,---,---,77.5
2013-12-02,18,0.39,9,0.2,1.0,2.1,3.1,78.0
2013-12-02,19,0.42,9,0.2,0.4,1.6,1.7,99.9
2013-12-02,20,0.41,10,0.2,0.2,0.7,0.5,109.4
2013-12-02,21,0.39,9,0.2,3.6,5.4,8.9,110.3
2013-12-02,22,0.38,4,0.2,7.8,10.2,18.2,113.4
2013-12-02,23,0.36,3,0.2,6.1,10.3,16.6,118.5
