Fecha,hora,CO ppm,O3  ppb,SO2 ppb,NO  pbb,NO2  pbb,NOX  pbb,PM10 (µg/m3)-Promedio de 24 horas
2014-01-01,00,0.42,6,3.8,0.3,3.4,3.3,38.6
2014-01-01,01,0.38,6,3.4,0.7,4.5,4.8,37.6
2014-01-01,02,0.37,7,2.7,0.3,1.1,1.1,40.3
2014-01-01,03,0.36,8,1.0,0.2,0.4,0.3,36.9
2014-01-01,04,0.35,7,0.7,0.3,0.3,0.3,37.6
2014-01-01,05,0.35,6,0.6,0.3,0.3,0.3,39.3
2014-01-01,06,0.36,6,0.6,1.1,1.1,2.2,38.6
2014-01-01,07,0.35,7,0.6,1.2,0.9,2.1,36.6
2014-01-01,08,0.36,8,0.5,0.6,0.6,1.1,35.4
2014-01-01,09,0.36,8,0.5,0.5,0.4,0.6,34.7
2014-01-01,10,0.35,9,0.4,0.4,0.4,0.5,33.5
2014-01-01,11,0.34,10,0.4,0.3,0.3,0.3,33.7
2014-01-01,12,0.33,10,0.4,0.4,0.3,0.4,33.5
2014-01-01,13,0.34,9,0.4,0.3,0.3,0.4,31.3
2014-01-01,14,0.33,10,0.4,0.3,0.3,0.3,31.7
2014-01-01,15,0.33,10,0.4,0.2,0.2,0.2,30.8
2014-01-01,16,0.33,11,0.4,0.2,0.3,0.3,31.3
2014-01-01,17,0.33,12,0.4,0.3,0.3,0.4,29.8
2014-01-01,18,0.33,12,0.4,0.3,0.3,0.3,30.3
2014-01-01,19,0.34,13,0.4,0.3,0.4,0.5,28.6
2014-01-01,20,0.36,9,4.4,0.8,4.4,4.6,28.1
2014-01-01,21,0.45,3,1.3,1.2,9.5,10.4,28.6
2014-01-01,22,0.51,1,1.1,0.4,10.6,10.8,29.8
2014-01-01,23,0.40,3,0.6,0.8,6.2,6.4,30.5
2014-01-02,00,0.37,4,0.8,1.3,3.4,4.2,30.3
2014-01-02,01,0.43,5,3.6,0.3,3.2,3.1,30.0
2014-01-02,02,0.34,7,0.8,0.4,0.4,0.5,30.0
2014-01-02,03,0.35,7,0.6,0.3,0.3,0.4,27.8
2014-01-02,04,0.34,7,0.5,0.4,0.5,0.7,28.6
2014-01-02,05,0.39,2,1.2,7.9,8.1,16.0,27.6
2014-01-02,06,0.38,1,0.9,11.4,9.0,20.5,29.8
2014-01-02,07,0.40,4,0.7,3.2,3.5,6.7,31.5
2014-01-02,08,0.39,3,0.8,9.0,6.0,15.0,33.0
2014-01-02,09,0.38,3,0.8,9.6,6.3,16.0,32.7
2014-01-02,10,0.37,5,0.8,4.6,3.4,7.9,35.4
2014-01-02,11,0.38,6,0.7,3.2,2.2,5.3,35.2
2014-01-02,12,0.38,6,0.7,2.4,2.0,4.4,36.6
2014-01-02,13,0.38,6,0.7,2.9,2.1,4.5,38.3
2014-01-02,14,0.38,6,0.9,2.8,2.4,5.2,38.6
2014-01-02,15,0.38,5,0.9,5.5,4.2,9.8,40.8
2014-01-02,16,0.39,5,0.9,6.3,4.4,10.6,43.2
2014-01-02,17,0.38,6,0.8,3.6,3.6,7.3,45.9
2014-01-02,18,0.35,5,0.8,7.2,6.0,13.2,45.4
2014-01-02,19,0.33,6,0.6,4.5,5.2,9.6,46.2
2014-01-02,20,0.33,11,0.5,0.5,1.4,1.7,48.6
2014-01-02,21,0.33,7,0.4,0.3,0.5,0.6,49.6
2014-01-02,22,0.35,6,0.5,0.3,0.6,0.6,48.8
2014-01-02,23,0.37,2,0.6,0.6,4.1,4.7,47.9
2014-01-03,00,0.35,5,0.5,0.4,4.3,4.5,48.1
2014-01-03,01,0.34,9,0.5,5.6,5.3,10.9,44.2
2014-01-03,02,0.36,1,0.6,16.5,10.8,27.4,44.2
2014-01-03,03,0.33,2,0.7,1.1,4.2,5.2,41.5
2014-01-03,04,0.33,3,0.7,0.3,1.1,1.3,39.3
2014-01-03,05,0.33,4,0.5,0.3,0.4,0.4,35.7
2014-01-03,06,0.35,3,0.5,0.9,0.9,1.6,32.0
2014-01-03,07,0.36,3,0.5,2.1,1.6,3.4,31.5
2014-01-03,08,0.37,5,0.6,3.9,2.3,5.6,32.0
2014-01-03,09,0.34,6,0.5,1.4,1.4,2.5,31.0
2014-01-03,10,0.36,6,0.5,1.8,1.3,2.7,32.0
2014-01-03,11,0.37,7,0.5,2.6,1.8,3.6,29.5
2014-01-03,12,0.36,8,0.5,1.8,1.5,2.7,28.3
2014-01-03,13,0.37,9,0.5,1.5,1.0,1.8,29.8
2014-01-03,14,0.36,9,0.5,1.9,1.4,2.8,28.1
2014-01-03,15,0.35,9,0.5,1.7,0.8,2.0,27.6
2014-01-03,16,0.36,8,0.5,2.5,2.0,3.8,27.4
2014-01-03,17,0.35,9,0.5,3.2,2.3,4.7,29.1
2014-01-03,18,0.34,9,0.7,7.8,4.7,11.1,28.3
2014-01-03,19,0.32,9,0.5,1.8,2.5,3.9,27.8
2014-01-03,20,0.42,40,3.2,15.6,11.1,21.2,29.3
2014-01-03,21,0.46,44,3.1,1.0,15.6,16.6,27.6
2014-01-03,22,0.49,<LD,1.4,1.1,12.1,13.2,27.4
2014-01-03,23,0.43,1,0.8,0.8,5.9,6.2,30.8
2014-01-04,00,0.38,3,0.7,0.3,4.2,4.1,29.8
2014-01-04,01,0.34,5,0.6,0.5,1.8,1.7,32.5
2014-01-04,02,0.34,7,0.5,0.3,1.1,0.9,32.7
2014-01-04,03,0.34,8,0.5,0.3,0.8,0.7,38.3
2014-01-04,04,0.34,8,1.0,0.3,0.9,0.9,46.9
2014-01-04,05,0.35,5,4.9,1.1,4.7,5.6,57.4
2014-01-04,06,0.38,5,9.7,3.7,6.2,9.5,65.2
2014-01-04,07,0.38,7,3.8,1.2,1.8,2.9,66.7
2014-01-04,08,0.38,8,1.0,1.1,1.1,1.6,68.4
2014-01-04,09,0.39,8,0.8,1.0,1.3,2.1,69.1
2014-01-04,10,0.40,4,1.0,5.4,4.4,9.9,70.1
2014-01-04,11,0.41,5,0.8,3.7,2.7,6.3,70.3
2014-01-04,12,0.40,6,0.7,1.7,1.7,3.3,71.3
2014-01-04,13,0.42,6,0.7,3.1,2.5,5.3,68.4
2014-01-04,14,0.38,7,0.7,1.8,1.6,3.4,69.4
2014-01-04,15,0.38,6,2.5,3.6,2.9,6.6,68.6
2014-01-04,16,0.39,7,1.5,0.3,0.3,0.4,68.6
2014-01-04,17,0.39,7,0.8,0.2,0.3,0.3,71.3
2014-01-04,18,0.39,6,0.6,0.3,0.3,0.4,73.3
2014-01-04,19,0.39,6,0.6,0.5,0.8,1.2,74.5
2014-01-04,20,0.42,4,0.6,0.7,3.0,3.7,76.4
2014-01-04,21,0.44,2,0.6,1.7,4.0,5.8,77.2
2014-01-04,22,0.46,3,0.6,0.2,2.1,2.2,78.6
2014-01-04,23,0.45,3,0.6,0.4,2.3,2.6,75.9
2014-01-05,00,0.43,2,0.5,0.3,2.0,2.1,72.5
2014-01-05,01,0.43,3,0.5,0.3,1.6,1.7,71.3
2014-01-05,02,0.41,3,0.5,1.2,2.2,3.4,70.3
2014-01-05,03,0.39,4,0.5,0.3,0.9,1.0,69.1
2014-01-05,04,0.38,4,0.5,0.3,1.5,1.6,66.4
2014-01-05,05,0.39,5,0.5,0.4,1.6,1.8,58.4
2014-01-05,06,0.39,6,0.5,0.7,2.4,3.1,48.1
2014-01-05,07,0.39,7,0.4,0.5,1.5,2.1,40.3
2014-01-05,08,0.41,10,0.6,0.5,1.0,1.5,38.1
2014-01-05,09,0.42,11,0.6,0.4,0.8,1.3,36.6
2014-01-05,10,0.42,11,0.5,0.6,0.9,1.4,39.6
2014-01-05,11,0.43,12,0.5,0.4,0.8,1.1,41.8
2014-01-05,12,0.43,14,0.5,0.4,0.6,0.8,44.7
2014-01-05,13,0.38,18,0.7,0.3,0.9,1.0,46.4
2014-01-05,14,0.34,21,1.0,0.7,2.2,2.8,45.2
2014-01-05,15,0.36,19,0.7,0.5,1.2,1.6,47.4
2014-01-05,16,0.39,17,0.5,0.3,0.5,0.4,52.0
2014-01-05,17,0.41,16,0.5,0.2,0.5,0.6,51.5
2014-01-05,18,0.47,20,0.5,0.3,1.0,1.0,50.1
2014-01-05,19,0.70,30,0.6,0.2,3.6,3.5,51.0
2014-01-05,20,0.46,12,0.6,0.3,2.0,2.0,62.8
2014-01-05,21,0.44,8,0.6,0.9,3.0,3.7,63.2
2014-01-05,22,0.45,9,0.6,0.6,2.9,3.3,66.2
2014-01-05,23,0.47,9,0.5,0.6,3.5,3.9,69.8
2014-01-06,00,0.49,6,0.5,1.6,7.7,9.2,71.6
2014-01-06,01,0.55,3,0.6,3.2,12.6,15.8,74.7
2014-01-06,02,0.52,10,0.5,0.4,6.1,6.1,78.1
2014-01-06,03,0.50,16,0.5,1.5,4.4,5.4,79.6
2014-01-06,04,0.50,18,0.5,0.4,5.0,5.1,82.8
2014-01-06,05,0.53,17,0.5,0.6,9.3,9.7,86.2
2014-01-06,06,0.53,22,1.1,1.6,6.2,7.7,87.2
2014-01-06,07,0.55,24,1.0,2.4,5.6,7.8,87.4
2014-01-06,08,0.53,27,1.8,3.5,10.1,13.7,91.6
2014-01-06,09,0.54,29,6.3,5.2,11.2,16.2,100.4
2014-01-06,10,0.52,33,5.2,7.1,9.4,15.5,103.1
2014-01-06,11,0.50,36,3.9,1.9,4.3,6.1,102.6
2014-01-06,12,0.46,36,3.0,1.9,3.2,4.7,103.8
2014-01-06,13,0.44,31,1.7,8.5,3.1,9.5,104.0
2014-01-06,14,0.38,28,1.2,1.3,2.3,3.2,104.3
2014-01-06,15,0.36,25,0.9,1.7,2.5,3.8,98.7
2014-01-06,16,0.36,24,0.8,2.1,2.7,4.4,95.0
2014-01-06,17,0.39,19,1.1,0.9,1.9,2.7,101.6
2014-01-06,18,0.39,14,1.3,1.1,1.3,2.2,107.4
2014-01-06,19,0.41,13,1.0,0.3,0.9,1.0,106.5
2014-01-06,20,0.45,9,0.8,1.0,2.4,3.4,97.4
2014-01-06,21,0.50,7,0.7,3.0,6.9,10.0,94.3
2014-01-06,22,0.49,8,0.7,1.1,4.6,5.7,92.8
2014-01-06,23,0.49,8,0.6,0.5,3.2,3.7,90.1
2014-01-07,00,0.54,8,0.6,0.6,3.7,4.2,87.2
2014-01-07,01,0.56,9,0.6,0.7,3.2,3.8,84.2
2014-01-07,02,0.55,8,0.6,0.5,3.1,3.5,83.0
2014-01-07,03,0.54,9,0.5,0.3,3.1,3.0,82.3
2014-01-07,04,0.55,8,0.6,0.4,5.0,5.1,79.9
2014-01-07,05,0.58,6,0.5,0.8,6.5,7.3,78.9
2014-01-07,06,0.60,4,0.5,4.7,10.9,15.8,78.9
2014-01-07,07,0.59,10,0.5,2.9,6.6,9.6,80.1
2014-01-07,08,0.60,10,0.4,6.8,6.5,13.4,76.7
2014-01-07,09,0.55,8,0.4,7.8,5.2,13.1,68.1
2014-01-07,10,0.54,9,0.4,3.1,2.5,5.7,63.5
2014-01-07,11,0.56,9,0.4,0.8,0.8,1.6,62.5
2014-01-07,12,0.53,9,0.4,1.6,1.3,2.9,63.2
2014-01-07,13,0.54,11,0.5,0.4,0.5,0.8,65.0
2014-01-07,14,0.54,10,0.5,2.4,1.5,3.7,69.8
2014-01-07,15,0.56,7,0.6,5.5,3.7,9.0,78.6
2014-01-07,16,0.53,13,1.2,0.8,0.8,1.4,81.8
2014-01-07,17,0.53,14,1.3,0.4,0.6,0.9,76.7
2014-01-07,18,0.48,14,1.0,1.2,1.3,2.4,70.3
2014-01-07,19,0.47,12,0.7,1.8,2.8,4.7,66.9
2014-01-07,20,0.50,11,0.6,1.4,3.7,5.2,68.1
2014-01-07,21,0.53,8,0.6,0.9,5.9,6.8,69.1
2014-01-07,22,0.55,12,0.6,0.8,4.0,4.7,68.1
2014-01-07,23,0.55,8,0.6,0.5,3.4,3.8,73.3
2014-01-08,00,0.55,5,0.6,0.5,4.3,4.8,71.8
2014-01-08,01,0.51,7,0.5,0.6,3.1,3.6,72.3
2014-01-08,02,0.52,6,0.5,0.6,2.9,3.2,70.6
2014-01-08,03,0.55,3,0.5,0.2,5.2,5.1,70.3
2014-01-08,04,0.52,1,0.6,0.6,6.7,7.0,69.8
2014-01-08,05,0.58,<LD,0.6,9.2,8.0,15.2,69.8
2014-01-08,06,0.72,<LD,0.9,35.8,14.1,49.9,69.4
2014-01-08,07,0.74,2,1.7,35.5,24.2,59.0,71.8
2014-01-08,08,0.67,13,3.2,9.3,15.9,25.4,72.0
2014-01-08,09,0.61,15,5.3,10.7,13.9,23.7,72.5
2014-01-08,10,0.58,9,10.2,4.2,4.9,8.7,74.2
2014-01-08,11,0.51,11,3.4,1.3,1.7,2.7,81.8
2014-01-08,12,0.50,12,3.9,2.0,2.9,4.3,85.2
2014-01-08,13,0.46,13,3.2,2.1,2.2,3.5,86.9
2014-01-08,14,0.44,14,3.2,2.9,2.2,4.1,82.8
2014-01-08,15,0.42,15,5.4,2.1,2.1,3.3,79.1
2014-01-08,16,0.40,17,4.7,2.8,2.6,4.6,77.2
2014-01-08,17,0.39,17,4.6,2.7,4.3,6.1,80.1
2014-01-08,18,0.37,16,6.5,2.7,5.5,7.6,79.9
2014-01-08,19,0.35,15,2.5,1.7,4.4,5.3,82.8
2014-01-08,20,0.44,13,1.1,0.6,4.7,4.9,83.0
2014-01-08,21,0.53,10,1.1,0.8,6.3,6.5,85.2
2014-01-08,22,0.50,13,0.8,0.6,2.7,2.8,86.7
2014-01-08,23,0.49,14,0.7,0.4,1.5,1.5,---
2014-01-09,00,0.49,15,0.6,1.1,1.1,1.3,---
2014-01-09,01,0.48,17,0.6,0.2,0.7,0.5,---
2014-01-09,02,0.49,18,0.6,0.2,0.5,0.4,---
2014-01-09,03,0.50,19,0.6,0.3,0.5,0.4,---
2014-01-09,04,0.50,17,1.1,0.4,2.4,2.5,---
2014-01-09,05,0.52,12,5.0,0.9,6.2,6.9,---
2014-01-09,06,0.55,14,2.6,2.5,3.5,5.6,---
2014-01-09,07,0.60,13,1.5,9.2,10.5,17.7,---
2014-01-09,08,0.59,14,2.6,5.1,9.4,14.2,---
2014-01-09,09,0.60,16,1.2,3.3,7.7,10.6,---
2014-01-09,10,0.61,23,0.7,2.9,6.4,9.2,---
2014-01-09,11,0.61,30,0.7,3.2,5.3,8.1,---
2014-01-09,12,0.61,34,1.4,3.8,6.8,10.0,---
2014-01-09,13,0.50,18,1.6,7.3,3.8,8.8,---
2014-01-09,14,0.45,16,1.0,4.3,4.0,7.1,---
2014-01-09,15,0.49,23,1.2,1.2,3.0,3.8,---
2014-01-09,16,0.46,15,0.7,2.7,2.4,3.9,---
2014-01-09,17,0.45,17,0.7,1.7,2.5,3.9,---
2014-01-09,18,0.39,11,0.5,0.9,0.7,1.1,---
2014-01-09,19,0.44,11,0.7,0.3,0.9,1.0,---
2014-01-09,20,0.54,8,0.5,0.3,1.0,1.0,---
2014-01-09,21,0.55,6,0.5,0.2,1.7,1.8,---
2014-01-09,22,---,---,---,---,---,---,---
2014-01-09,23,---,---,---,---,---,---,---
2014-01-10,00,---,---,---,---,---,---,---
2014-01-10,01,---,---,---,---,---,---,---
2014-01-10,02,---,---,---,---,---,---,---
2014-01-10,03,---,---,---,---,---,---,---
2014-01-10,04,---,---,---,---,---,---,---
2014-01-10,05,---,---,---,---,---,---,---
2014-01-10,06,---,---,---,---,---,---,---
2014-01-10,07,---,---,---,---,---,---,---
2014-01-10,08,1.10,10,0.5,3.5,3.9,6.8,---
2014-01-10,09,0.94,22,6.3,---,---,---,---
2014-01-10,10,0.75,21,---,2.8,6.5,9.4,---
2014-01-10,11,---,8,2.1,1.9,2.4,4.4,---
2014-01-10,12,<LD,---,0.8,0.8,1.0,1.8,---
2014-01-10,13,<LD,7,0.7,2.3,2.1,4.3,---
2014-01-10,14,<LD,8,1.7,3.8,3.1,6.7,---
2014-01-10,15,0.04,9,2.4,0.9,0.8,1.7,---
2014-01-10,16,<LD,8,1.1,0.5,0.6,1.0,---
2014-01-10,17,<LD,8,0.8,0.3,0.3,0.5,---
2014-01-10,18,<LD,7,0.7,0.3,0.4,0.6,---
2014-01-10,19,<LD,6,0.6,0.3,0.6,0.7,---
2014-01-10,20,<LD,5,0.6,0.3,0.7,0.7,---
2014-01-10,21,<LD,3,0.5,0.4,1.8,2.0,---
2014-01-10,22,<LD,1,0.5,1.6,4.0,5.6,---
2014-01-10,23,<LD,1,0.5,0.7,2.9,3.5,---
2014-01-11,00,<LD,1,0.5,0.7,3.4,4.0,---
2014-01-11,01,<LD,<LD,0.5,0.9,3.9,4.8,---
2014-01-11,02,<LD,<LD,0.5,0.4,4.2,4.4,---
2014-01-11,03,<LD,<LD,0.5,0.7,4.7,5.4,---
2014-01-11,04,<LD,<LD,0.5,0.3,3.9,4.0,---
2014-01-11,05,<LD,<LD,0.5,1.0,6.0,7.1,---
2014-01-11,06,<LD,<LD,0.5,4.3,8.7,13.2,---
2014-01-11,07,<LD,1,0.6,5.1,5.1,10.0,---
2014-01-11,08,<LD,5,0.5,1.4,1.7,3.0,---
2014-01-11,09,<LD,6,0.6,1.9,1.5,3.3,47.6
2014-01-11,10,<LD,7,0.5,1.1,1.4,2.4,46.4
2014-01-11,11,<LD,8,0.6,1.0,0.9,1.8,43.5
2014-01-11,12,<LD,9,0.6,0.8,1.0,1.8,41.8
2014-01-11,13,<LD,9,0.6,0.7,1.0,1.7,40.0
2014-01-11,14,<LD,10,0.5,0.3,0.5,0.6,38.8
2014-01-11,15,<LD,9,0.5,0.3,0.3,0.4,37.1
2014-01-11,16,<LD,9,0.6,0.4,0.5,0.9,34.9
2014-01-11,17,<LD,9,0.6,0.4,0.8,1.1,34.4
2014-01-11,18,<LD,10,0.5,0.4,1.9,2.3,31.7
2014-01-11,19,<LD,8,0.5,0.8,2.4,3.1,29.8
2014-01-11,20,<LD,5,0.6,1.5,5.6,7.1,29.1
2014-01-11,21,0.05,4,0.7,0.4,5.5,5.8,29.1
2014-01-11,22,<LD,5,0.5,0.4,3.6,3.9,32.7
2014-01-11,23,<LD,6,0.5,0.3,1.9,2.0,36.1
2014-01-12,00,<LD,5,0.4,0.5,3.0,3.2,35.9
2014-01-12,01,<LD,4,0.6,0.3,3.6,3.6,37.4
2014-01-12,02,<LD,4,0.5,0.3,2.0,2.0,36.9
2014-01-12,03,<LD,5,0.4,0.3,1.5,1.5,39.1
2014-01-12,04,<LD,5,0.4,0.3,1.2,1.0,40.5
2014-01-12,05,<LD,5,0.5,0.3,1.2,1.1,41.8
2014-01-12,06,<LD,5,0.4,0.4,1.1,1.3,41.8
2014-01-12,07,<LD,6,0.4,0.4,0.7,0.9,45.4
2014-01-12,08,<LD,8,0.4,0.6,0.4,0.6,52.7
2014-01-12,09,<LD,10,0.5,0.5,0.3,0.4,71.1
2014-01-12,10,<LD,12,0.5,0.3,0.5,0.6,81.3
2014-01-12,11,<LD,14,0.5,0.3,0.4,0.5,84.0
2014-01-12,12,<LD,15,0.5,0.6,0.9,1.3,86.7
2014-01-12,13,<LD,15,0.5,0.4,0.4,0.5,89.1
2014-01-12,14,<LD,14,0.5,0.3,0.6,0.6,88.6
2014-01-12,15,<LD,13,0.5,0.3,0.4,0.4,88.4
2014-01-12,16,<LD,14,0.4,0.3,0.3,0.4,89.9
2014-01-12,17,<LD,13,0.5,0.6,2.0,2.4,91.1
2014-01-12,18,<LD,11,0.5,1.2,1.8,2.8,91.8
2014-01-12,19,<LD,11,0.5,0.9,2.7,3.4,91.3
2014-01-12,20,0.04,8,0.5,0.7,4.5,5.0,90.8
2014-01-12,21,0.05,7,0.6,0.7,5.9,6.3,89.9
2014-01-12,22,0.06,5,0.6,1.0,6.3,6.8,88.9
2014-01-12,23,0.04,5,0.5,0.3,4.5,4.4,87.4
2014-01-13,00,<LD,7,0.5,0.4,2.6,2.6,88.2
2014-01-13,01,<LD,7,0.5,0.3,2.9,2.8,87.7
2014-01-13,02,<LD,7,0.5,0.4,2.8,2.8,86.2
2014-01-13,03,<LD,4,0.5,0.6,4.5,4.8,84.7
2014-01-13,04,<LD,7,0.5,0.3,4.2,4.1,85.0
2014-01-13,05,0.04,15,0.5,0.6,3.0,3.3,83.0
2014-01-13,06,0.07,13,0.6,6.5,6.5,12.4,82.8
2014-01-13,07,0.11,7,0.9,33.4,14.8,43.9,82.3
2014-01-13,08,0.07,12,0.7,7.2,6.2,12.7,74.5
2014-01-13,09,0.05,16,0.7,4.7,4.8,9.0,63.0
2014-01-13,10,0.05,16,1.0,4.1,4.3,7.3,58.6
2014-01-13,11,0.06,17,2.8,4.9,6.6,10.7,56.9
2014-01-13,12,0.05,19,1.9,3.4,5.4,8.5,58.9
2014-01-13,13,0.06,19,1.5,2.7,3.2,5.3,59.3
2014-01-13,14,0.05,19,1.0,2.3,3.3,5.1,63.0
2014-01-13,15,0.05,19,0.8,2.6,3.2,5.7,62.3
2014-01-13,16,0.05,19,0.8,4.2,3.9,7.3,62.8
2014-01-13,17,0.04,20,0.8,5.3,4.7,9.1,63.2
2014-01-13,18,<LD,21,0.7,4.1,3.8,7.1,65.4
2014-01-13,19,<LD,21,0.7,1.0,4.2,5.1,66.4
2014-01-13,20,0.06,18,0.7,1.8,5.9,7.1,68.6
2014-01-13,21,0.12,14,0.7,1.9,8.6,10.2,69.4
2014-01-13,22,0.10,14,0.6,0.9,5.5,5.8,70.1
2014-01-13,23,0.08,16,0.6,0.7,3.3,3.5,70.1
2014-01-14,00,0.07,17,0.6,0.8,2.0,2.2,71.1
2014-01-14,01,0.07,19,0.5,0.6,1.2,1.2,74.0
2014-01-14,02,0.08,22,0.5,0.3,0.8,0.6,77.2
2014-01-14,03,0.08,22,0.4,0.3,0.9,0.8,78.6
2014-01-14,04,0.08,21,0.4,0.3,1.1,1.0,79.1
2014-01-14,05,0.08,20,0.4,1.1,1.9,2.6,78.9
2014-01-14,06,0.10,18,0.4,1.6,3.4,4.5,78.1
2014-01-14,07,0.13,14,0.5,5.1,8.5,13.3,77.4
2014-01-14,08,0.14,16,0.6,4.2,7.2,10.9,78.1
2014-01-14,09,0.12,19,1.2,3.2,6.1,8.9,77.2
2014-01-14,10,0.12,22,2.3,4.8,5.2,9.2,75.5
2014-01-14,11,0.12,25,6.1,5.5,4.9,8.9,77.4
2014-01-14,12,0.11,28,4.6,3.0,4.3,6.8,77.2
2014-01-14,13,0.10,28,3.8,5.5,6.2,10.2,77.2
2014-01-14,14,0.09,28,3.3,3.1,4.2,6.3,76.9
2014-01-14,15,0.08,26,4.3,2.1,4.5,6.4,77.9
2014-01-14,16,0.07,25,3.8,2.2,4.8,6.9,78.4
2014-01-14,17,0.08,25,1.9,3.7,4.4,6.9,77.9
2014-01-14,18,0.05,27,1.8,1.6,2.6,3.6,78.9
2014-01-14,19,0.05,26,1.3,3.0,4.2,5.9,---
2014-01-14,20,---,---,---,---,---,---,---
2014-01-14,21,---,---,---,---,---,---,---
2014-01-14,22,---,---,---,---,---,---,---
2014-01-14,23,---,---,---,---,---,---,---
2014-01-15,00,---,---,---,---,---,---,---
2014-01-15,01,---,---,---,---,---,---,---
2014-01-15,02,---,---,---,---,---,---,---
2014-01-15,03,---,---,---,---,---,---,---
2014-01-15,04,---,---,---,---,---,---,---
2014-01-15,05,---,---,---,---,---,---,---
2014-01-15,06,---,---,---,---,---,---,---
2014-01-15,07,---,---,---,---,---,---,---
2014-01-15,08,---,---,---,---,---,---,---
2014-01-15,09,0.14,13,0.6,0.4,0.6,0.9,---
2014-01-15,10,0.15,13,0.6,0.6,0.8,1.4,---
2014-01-15,11,0.16,11,2.6,7.0,4.5,11.5,---
2014-01-15,12,0.15,10,8.6,7.2,5.0,12.3,---
2014-01-15,13,0.16,10,12.6,6.9,4.6,11.5,---
2014-01-15,14,0.15,12,9.3,2.7,2.1,4.9,---
2014-01-15,15,0.16,10,8.0,6.4,4.5,11.0,---
2014-01-15,16,0.15,9,4.0,1.8,1.8,3.5,---
2014-01-15,17,0.15,9,2.7,0.9,1.0,2.0,---
2014-01-15,18,0.14,10,1.9,0.3,0.5,0.7,---
2014-01-15,19,0.11,11,1.3,0.4,0.8,0.9,---
2014-01-15,20,0.13,10,1.0,0.3,0.9,1.0,---
2014-01-15,21,0.13,9,0.9,0.5,1.6,2.0,---
2014-01-15,22,0.12,9,0.8,0.4,1.6,1.8,---
2014-01-15,23,0.11,7,0.7,1.1,3.4,4.6,139.2
2014-01-16,00,0.10,7,0.7,1.6,3.6,5.2,138.7
2014-01-16,01,0.10,7,0.6,0.7,2.3,2.8,138.2
2014-01-16,02,0.09,5,0.6,0.4,3.0,3.2,138.7
2014-01-16,03,0.08,3,0.6,0.8,3.9,4.6,138.9
2014-01-16,04,0.07,3,0.5,0.4,2.2,2.3,135.5
2014-01-16,05,0.08,2,0.5,1.2,4.4,5.6,137.0
2014-01-16,06,0.10,<LD,0.5,5.0,7.0,12.2,136.0
2014-01-16,07,0.10,2,0.5,4.2,5.2,9.5,135.3
2014-01-16,08,0.11,5,0.6,2.8,3.2,6.0,134.1
2014-01-16,09,0.14,5,0.6,5.4,4.4,9.6,134.3
2014-01-16,10,0.16,11,1.9,4.1,5.9,9.8,138.0
2014-01-16,11,0.15,20,4.5,2.4,5.3,7.7,136.3
2014-01-16,12,0.18,24,1.3,2.1,4.2,6.1,134.1
2014-01-16,13,0.16,30,1.5,1.8,6.2,7.9,128.7
2014-01-16,14,0.14,29,27.4,3.7,11.4,15.2,125.8
2014-01-16,15,0.10,31,7.9,0.6,3.0,3.5,121.1
2014-01-16,16,0.10,27,2.9,0.6,2.6,3.1,114.8
2014-01-16,17,0.11,24,1.6,0.4,3.1,3.4,108.7
2014-01-16,18,0.41,23,1.7,0.5,9.4,9.9,101.3
2014-01-16,19,0.15,25,1.5,0.3,3.0,3.0,99.6
2014-01-16,20,0.21,23,0.8,0.2,3.5,3.3,98.9
2014-01-16,21,0.37,4,0.6,3.5,20.9,24.5,95.0
2014-01-16,22,0.34,5,0.5,0.9,15.8,16.5,94.7
2014-01-16,23,0.25,22,0.5,1.0,6.7,7.4,98.7
2014-01-17,00,0.20,25,0.5,0.9,2.0,2.2,99.1
2014-01-17,01,0.21,24,0.4,0.3,1.4,1.2,98.9
2014-01-17,02,0.20,23,0.4,0.2,1.6,1.4,104.5
2014-01-17,03,0.20,22,0.3,0.2,1.0,0.8,107.4
2014-01-17,04,0.20,21,0.3,0.2,1.0,0.9,109.2
2014-01-17,05,0.20,20,0.3,1.2,2.3,3.0,110.6
2014-01-17,06,0.22,18,0.3,1.6,3.4,4.6,113.3
2014-01-17,07,0.25,15,0.4,3.7,9.0,12.7,113.8
2014-01-17,08,0.26,17,0.7,5.8,11.9,17.5,115.5
2014-01-17,09,0.23,25,1.3,2.5,4.6,6.7,113.3
2014-01-17,10,0.23,30,1.5,1.8,2.9,4.4,115.0
2014-01-17,11,0.23,33,1.2,2.3,3.6,5.4,115.0
2014-01-17,12,0.21,36,1.1,1.6,2.9,4.4,112.8
2014-01-17,13,0.22,38,1.0,1.2,4.4,5.5,111.1
2014-01-17,14,0.22,27,0.6,0.5,2.3,2.8,108.9
2014-01-17,15,0.23,21,0.4,0.4,1.7,2.1,111.8
2014-01-17,16,0.21,24,0.4,1.1,2.9,4.0,119.7
2014-01-17,17,0.21,22,0.4,3.3,6.2,9.5,120.9
2014-01-17,18,0.20,25,0.3,0.3,1.0,1.1,124.1
2014-01-17,19,0.20,25,0.3,0.3,1.3,1.4,120.6
2014-01-17,20,0.21,19,0.3,0.5,2.3,2.6,119.4
2014-01-17,21,0.21,18,0.3,1.2,4.7,5.7,120.6
2014-01-17,22,0.22,19,0.3,0.3,2.7,2.7,117.5
2014-01-17,23,0.23,19,0.3,0.2,3.0,2.9,114.8
2014-01-18,00,0.24,20,0.3,0.3,3.3,3.2,111.8
