Fecha,Hora,CO ppm,O3  ppb,SO2 ppb,NO pbb,NO2  pbb,NOX pbb,PM10 (µg/m3)-Promedio de 24 horas
2011-03-24,13,0.07,22,0.5,2.4,4.0,7.6,50.8
2011-03-24,14,0.04,21,0.6,1.5,2.0,4.6,51.1
2011-03-24,15,0.06,21,1.0,2.2,3.9,7.2,52.1
2011-03-24,16,0.05,22,1.0,2.6,3.3,7.0,52.7
2011-03-24,17,0.08,21,1.2,1.5,4.1,6.6,52.0
2011-03-24,18,0.06,20,1.1,0.4,1.9,2.5,52.9
2011-03-24,19,0.11,16,0.5,0.5,5.9,6.8,52.5
2011-03-24,20,0.13,14,0.4,0.7,6.8,7.9,47.8
2011-03-24,21,0.12,14,0.2,0.6,5.6,6.7,44.6
2011-03-24,22,0.12,13,0.2,0.5,4.3,5.2,42.9
2011-03-24,23,0.07,14,0.2,0.9,3.3,4.6,41.1
2011-03-25,00,0.06,14,0.2,0.5,3.6,4.8,40.6
2011-03-25,01,0.05,14,0.2,0.3,2.6,3.1,40.6
2011-03-25,02,0.07,10,0.1,0.3,5.6,5.9,40.9
2011-03-25,03,0.06,11,0.2,0.3,4.3,5.0,41.1
2011-03-25,04,0.05,13,0.2,0.6,3.3,4.4,41.1
2011-03-25,05,0.06,13,0.2,0.3,3.1,4.5,40.6
2011-03-25,06,0.09,11,0.2,1.3,6.4,8.6,40.6
2011-03-25,07,0.10,8,0.1,4.3,9.3,14.7,40.5
2011-03-25,08,0.10,13,0.2,3.9,7.9,13.2,40.0
2011-03-25,09,0.07,18,0.3,0.9,2.7,4.0,41.7
2011-03-25,10,0.06,22,0.2,4.3,3.8,9.0,45.3
2011-03-25,11,0.07,27,0.3,0.3,1.7,2.3,51.8
2011-03-25,12,0.07,24,0.2,0.7,2.0,3.5,67.5
2011-03-25,13,0.06,23,0.2,0.5,1.6,2.8,74.8
2011-03-25,14,0.05,24,0.1,0.4,1.3,2.5,78.9
2011-03-25,15,0.05,26,0.2,0.4,0.9,1.7,82.7
2011-03-25,16,0.06,26,0.2,0.5,0.8,1.6,85.2
2011-03-25,17,0.08,26,0.1,0.4,1.2,2.0,86.3
2011-03-25,18,0.07,25,0.1,0.4,2.3,3.2,85.8
2011-03-25,19,0.10,23,0.1,0.5,3.1,3.9,83.5
2011-03-25,20,0.11,19,0.1,0.5,4.9,6.1,83.2
2011-03-25,21,0.13,16,0.1,0.4,5.7,6.8,83.3
2011-03-25,22,0.10,16,0.1,0.3,3.5,4.1,83.8
2011-03-25,23,0.06,17,0.1,0.3,1.6,2.1,83.5
2011-03-26,00,0.05,15,0.1,0.8,1.9,3.4,83.1
2011-03-26,01,<LD,14,0.2,0.6,0.5,1.4,82.3
2011-03-26,02,<LD,13,0.1,0.6,0.3,0.9,81.5
2011-03-26,03,<LD,16,0.1,0.3,0.3,0.3,80.9
2011-03-26,04,<LD,15,0.1,0.5,0.4,1.1,80.4
2011-03-26,05,0.06,10,0.1,1.5,3.2,5.6,80.1
2011-03-26,06,0.12,8,0.2,0.9,3.3,4.9,79.1
2011-03-26,07,0.07,9,0.1,1.5,1.4,3.9,77.9
2011-03-26,08,0.06,11,0.1,0.8,1.1,2.6,77.3
2011-03-26,09,0.04,11,0.2,1.2,0.4,1.9,73.3
2011-03-26,10,0.04,12,0.1,1.0,0.8,2.0,66.9
2011-03-26,11,0.04,13,0.2,5.2,3.4,10.0,57.9
2011-03-26,12,0.04,14,0.1,2.1,2.5,5.6,40.6
2011-03-26,13,0.04,15,0.1,0.3,0.3,0.5,32.6
2011-03-26,14,0.04,15,0.1,0.3,0.3,0.5,27.5
2011-03-26,15,0.04,16,0.2,0.4,0.2,0.7,22.5
2011-03-26,16,0.04,17,0.1,0.3,0.3,0.4,19.0
2011-03-26,17,<LD,18,0.2,0.3,0.3,0.4,16.6
2011-03-26,18,0.04,17,0.2,0.5,0.8,1.5,14.8
2011-03-26,19,0.05,13,0.2,0.8,3.7,5.2,14.1
2011-03-26,20,0.10,11,0.3,4.3,4.4,9.8,13.5
2011-03-26,21,0.90,2,0.4,39.6,18.0,58.9,14.9
2011-03-26,22,1.46,2,0.7,73.1,19.9,94.9,16.8
2011-03-26,23,0.54,1,0.3,17.4,14.2,33.4,17.7
2011-03-27,00,0.17,3,0.2,0.8,5.2,6.7,17.4
2011-03-27,01,0.09,5,0.2,0.3,1.9,2.2,17.4
2011-03-27,02,0.07,7,0.2,0.5,1.6,2.7,17.4
2011-03-27,03,0.06,7,0.1,0.3,1.0,1.3,17.5
2011-03-27,04,0.06,9,0.2,0.3,0.3,0.4,17.5
2011-03-27,05,0.05,9,0.3,0.4,1.6,2.6,17.5
2011-03-27,06,0.05,8,0.3,0.3,2.9,3.4,17.7
2011-03-27,07,0.05,10,0.2,0.3,1.0,1.4,17.8
2011-03-27,08,0.05,9,0.6,2.2,3.8,6.9,17.5
2011-03-27,09,0.07,9,2.7,4.2,6.4,12.2,17.7
2011-03-27,10,0.05,12,3.6,0.8,2.2,3.9,17.7
2011-03-27,11,0.05,13,1.2,0.4,0.4,1.0,17.8
2011-03-27,12,0.06,14,0.7,0.3,0.3,0.6,17.9
2011-03-27,13,0.05,15,0.3,0.3,0.3,0.3,18.1
2011-03-27,14,0.04,15,0.2,0.3,0.3,0.7,18.2
2011-03-27,15,0.05,16,0.5,0.3,0.2,0.4,18.3
2011-03-27,16,0.05,16,0.7,0.4,0.3,0.6,18.6
2011-03-27,17,0.05,16,0.5,0.5,0.3,0.8,19.5
2011-03-27,18,0.05,16,0.3,0.3,0.3,0.5,19.8
2011-03-27,19,0.15,12,1.8,1.2,2.5,4.6,21.3
2011-03-27,20,0.14,7,1.4,0.9,6.7,7.7,21.4
2011-03-27,21,0.20,5,0.6,2.4,8.2,12.0,19.1
2011-03-27,22,0.20,5,0.3,0.5,8.1,9.1,16.2
2011-03-27,23,0.18,4,0.3,0.9,8.2,10.2,15.4
2011-03-28,00,0.15,5,0.2,0.7,6.1,7.3,15.6
2011-03-28,01,0.08,9,0.1,0.6,2.1,3.3,15.5
2011-03-28,02,0.09,10,0.1,0.3,0.9,1.3,15.6
2011-03-28,03,0.18,10,0.2,0.4,1.2,1.7,15.7
2011-03-28,04,0.10,7,1.1,2.2,4.7,7.1,16.0
2011-03-28,05,0.06,9,1.3,0.4,0.9,1.8,16.3
2011-03-28,06,0.22,6,1.2,2.8,6.9,10.8,16.6
2011-03-28,07,0.23,5,1.1,6.9,10.6,19.2,17.2
2011-03-28,08,0.22,7,1.9,11.2,10.3,23.2,18.2
2011-03-28,09,0.15,12,1.7,6.0,6.4,13.7,18.9
2011-03-28,10,0.14,15,2.5,3.3,2.5,7.1,19.5
2011-03-28,11,0.11,18,0.9,2.1,2.5,5.3,19.5
2011-03-28,12,0.10,19,0.4,0.8,1.3,3.0,20.1
2011-03-28,13,0.08,19,0.3,0.9,1.4,3.3,22.1
2011-03-28,14,0.09,18,0.8,1.4,1.3,3.4,25.3
2011-03-28,15,0.09,18,1.0,0.4,0.6,1.2,27.1
2011-03-28,16,0.09,18,0.4,6.6,5.2,12.7,27.9
2011-03-28,17,0.10,18,0.6,1.4,3.1,5.8,28.0
2011-03-28,18,0.10,17,0.4,1.0,2.9,4.8,28.1
2011-03-28,19,0.20,6,1.1,3.0,15.4,19.5,29.1
2011-03-28,20,0.36,2,0.7,12.6,16.6,30.9,32.0
2011-03-28,21,0.26,4,0.4,3.3,14.4,19.0,33.0
2011-03-28,22,0.23,4,0.4,1.0,12.8,14.9,33.6
2011-03-28,23,0.00,0,0.0,0.0,8.8,5.6,34.1
2011-03-29,00,0.08,14,0.1,0.3,1.2,1.8,34.2
2011-03-29,01,0.08,16,0.1,0.4,1.4,2.4,34.5
2011-03-29,02,0.11,17,0.1,0.3,0.3,0.6,34.6
2011-03-29,03,0.10,18,0.1,0.3,0.3,0.8,34.5
2011-03-29,04,0.11,19,0.1,0.4,0.3,0.8,34.3
2011-03-29,05,0.09,20,0.1,1.1,0.6,2.3,34.6
2011-03-29,06,0.10,20,0.1,0.6,1.0,2.2,35.2
2011-03-29,07,0.15,17,0.2,3.3,5.3,9.8,37.3
2011-03-29,08,0.16,18,0.2,4.3,6.6,12.4,39.9
2011-03-29,09,0.14,22,0.1,2.7,5.0,9.0,43.3
2011-03-29,10,0.13,24,0.1,2.3,3.7,7.5,48.5
2011-03-29,11,0.13,26,0.1,1.6,3.1,5.8,52.6
2011-03-29,12,0.12,27,0.1,1.5,2.5,4.9,56.8
2011-03-29,13,0.13,27,0.1,3.0,3.6,8.0,58.7
2011-03-29,14,0.12,27,0.1,1.7,2.5,5.4,59.8
2011-03-29,15,0.12,27,0.1,0.8,2.6,4.3,61.5
2011-03-29,16,0.15,26,0.1,2.8,4.2,8.4,63.5
2011-03-29,17,0.19,24,0.2,3.9,7.1,12.4,65.0
2011-03-29,18,0.13,23,0.1,1.6,4.4,7.2,66.6
2011-03-29,19,0.19,18,0.1,1.2,7.3,9.4,65.9
2011-03-29,20,0.14,20,0.1,0.4,4.5,5.2,63.9
2011-03-29,21,0.12,21,0.2,0.6,2.8,4.0,64.5
2011-03-29,22,0.11,26,0.1,0.4,1.9,2.7,65.8
2011-03-29,23,0.00,0,0.0,0.3,0.9,1.6,65.8
2011-03-30,00,0.09,26,0.1,0.3,0.4,0.7,67.7
2011-03-30,01,0.09,25,0.1,0.3,0.3,0.4,70.7
2011-03-30,02,0.11,24,0.1,0.4,0.8,1.7,73.1
2011-03-30,03,0.11,24,0.1,0.5,0.6,1.6,75.4
2011-03-30,04,0.11,23,0.1,0.4,0.7,1.7,77.0
2011-03-30,05,0.10,21,0.1,0.6,1.3,3.0,78.1
2011-03-30,06,0.12,20,0.1,0.6,1.5,2.7,78.8
2011-03-30,07,0.15,16,0.1,2.3,5.1,8.7,79.1
2011-03-30,08,0.20,16,0.1,3.0,7.0,11.5,77.4
2011-03-30,09,0.20,17,0.1,5.6,7.0,14.0,75.0
2011-03-30,10,0.17,19,0.2,4.5,7.3,13.2,71.5
2011-03-30,11,0.19,19,0.2,5.4,8.2,15.3,71.1
2011-03-30,12,0.17,23,0.2,1.6,4.1,6.7,70.8
2011-03-30,13,0.19,22,0.4,4.1,7.1,12.6,69.5
2011-03-30,14,0.20,23,0.4,5.9,8.0,15.1,67.6
2011-03-30,15,0.23,23,1.0,2.9,8.0,12.1,67.9
2011-03-30,16,0.19,23,1.4,2.8,8.4,12.5,68.2
2011-03-30,17,0.25,19,1.8,6.2,13.8,21.7,69.0
2011-03-30,18,0.23,19,2.0,2.5,10.7,14.7,69.8
2011-03-30,19,0.17,16,0.9,1.3,9.0,11.0,71.0
2011-03-30,20,0.13,19,0.2,0.9,3.0,4.8,70.1
2011-03-30,21,0.33,4,0.3,9.4,16.8,27.7,70.0
2011-03-30,22,0.26,5,0.3,4.5,13.6,19.4,69.3
2011-03-30,23,0.16,10,0.2,0.5,5.0,5.7,68.3
2011-03-31,00,0.14,3,0.2,2.4,11.7,15.2,67.5
2011-03-31,01,0.12,9,0.2,0.7,5.1,6.4,65.3
2011-03-31,02,0.24,8,0.2,0.5,6.3,7.4,64.1
2011-03-31,03,0.36,2,2.7,9.8,14.8,26.4,62.9
2011-03-31,04,0.39,3,4.6,3.5,10.6,15.4,62.3
2011-03-31,05,0.19,4,3.0,3.5,7.2,11.9,61.6
2011-03-31,06,0.20,1,1.8,10.6,9.0,21.2,61.6
2011-03-31,07,0.32,1,1.7,25.5,11.1,38.3,61.7
2011-03-31,08,0.42,3,1.9,35.9,11.5,49.2,64.0
2011-03-31,09,0.26,8,3.0,12.5,9.2,23.4,63.9
2011-03-31,10,0.12,9,2.2,3.9,2.1,7.4,62.7
2011-03-31,11,0.13,11,1.1,4.5,2.6,8.2,59.9
2011-03-31,12,0.10,13,0.7,1.7,1.0,3.3,56.1
2011-03-31,13,---,14,---,1.8,0.7,3.0,53.4
2011-03-31,14,0.09,---,---,---,---,---,51.4
2011-03-31,15,0.09,14,1.0,1.1,0.6,2.1,48.1
2011-03-31,16,0.09,14,0.8,0.8,1.8,2.8,48.8
2011-03-31,17,0.12,13,0.7,0.8,3.3,4.7,47.6
2011-03-31,18,0.13,11,0.7,0.6,3.0,4.2,45.0
2011-03-31,19,0.13,10,0.8,2.1,5.7,8.6,43.4
2011-03-31,20,0.08,15,0.6,0.3,0.3,0.6,43.1
2011-03-31,21,0.18,9,0.7,0.9,4.7,6.4,42.8
2011-03-31,22,0.13,10,0.9,1.2,3.0,5.1,43.6
2011-03-31,23,0.23,1,0.8,7.5,11.9,21.1,43.6
2011-04-01,00,0.25,1,0.7,12.4,11.4,25.5,44.5
2011-04-01,01,0.13,6,0.7,2.3,5.0,8.2,44.3
2011-04-01,02,0.11,7,0.7,0.5,4.2,5.2,43.9
2011-04-01,03,0.13,6,0.6,0.4,3.2,4.1,43.9
2011-04-01,04,0.18,3,0.6,1.7,5.0,7.9,43.6
2011-04-01,05,0.27,1,0.6,14.6,8.6,25.0,43.7
2011-04-01,06,0.40,1,0.8,45.7,13.1,60.6,44.7
2011-04-01,07,0.47,1,0.9,53.9,13.3,68.9,45.2
2011-04-01,08,0.51,3,1.2,47.3,18.2,67.2,42.0
2011-04-01,09,0.20,5,1.4,18.1,9.6,29.4,41.9
2011-04-01,10,0.12,8,1.3,6.8,4.2,12.6,41.7
2011-04-01,11,0.11,9,2.6,18.5,9.5,29.6,41.9
2011-04-01,12,0.09,16,2.7,1.9,1.9,5.0,42.5
2011-04-01,13,0.09,18,1.7,0.4,0.8,1.8,44.5
2011-04-01,14,0.09,17,1.1,0.5,1.1,2.3,46.2
2011-04-01,15,0.10,17,1.0,0.5,0.9,2.1,48.4
2011-04-01,16,0.09,17,0.9,1.0,1.5,3.7,46.9
2011-04-01,17,0.09,17,1.0,1.2,1.4,3.2,46.8
2011-04-01,18,0.08,17,0.9,0.6,1.3,2.6,47.6
2011-04-01,19,0.09,15,0.8,1.3,2.8,5.1,46.8
2011-04-01,20,0.13,7,0.7,1.5,8.9,11.6,48.0
2011-04-01,21,0.13,7,0.7,3.3,7.5,11.7,47.0
2011-04-01,22,0.13,5,0.7,1.3,6.8,9.1,44.8
2011-04-01,23,0.16,1,0.7,11.0,9.3,22.0,44.3
2011-04-02,00,0.13,4,0.7,1.1,6.5,8.6,42.5
2011-04-02,01,0.12,7,0.7,1.2,4.6,6.8,42.0
2011-04-02,02,0.11,8,0.6,3.1,4.9,9.4,41.6
2011-04-02,03,0.11,9,0.6,0.4,1.7,2.3,40.7
2011-04-02,04,0.12,4,0.5,1.2,4.3,6.6,40.1
2011-04-02,05,0.13,6,0.5,0.8,3.5,5.2,39.1
2011-04-02,06,0.16,7,0.4,7.5,4.8,13.4,36.4
2011-04-02,07,0.15,6,0.5,10.1,6.6,17.7,33.2
2011-04-02,08,0.18,8,0.4,7.9,6.6,16.1,32.8
2011-04-02,09,0.15,13,0.5,2.3,3.6,7.0,32.6
2011-04-02,10,0.16,14,0.5,2.3,2.4,5.9,32.5
2011-04-02,11,0.13,16,0.5,1.6,1.7,4.5,32.2
2011-04-02,12,0.10,17,0.6,0.8,0.8,2.5,31.6
2011-04-02,13,0.09,17,0.6,1.2,0.8,2.4,30.1
2011-04-02,14,0.09,18,0.7,0.6,0.7,1.5,28.1
2011-04-02,15,0.08,19,0.9,0.4,0.3,0.8,25.9
2011-04-02,16,0.08,19,0.6,0.7,0.3,1.2,23.7
2011-04-02,17,0.11,19,0.5,0.4,0.7,1.4,22.9
2011-04-02,18,0.12,17,0.5,0.3,1.4,1.8,23.1
2011-04-02,19,0.31,5,0.7,2.5,13.2,16.8,28.2
2011-04-02,20,0.23,11,0.7,0.6,6.5,7.6,28.8
2011-04-02,21,0.22,13,0.6,0.5,3.7,4.4,29.5
2011-04-02,22,0.17,14,0.6,0.4,2.1,3.1,30.2
2011-04-02,23,0.15,14,0.6,0.4,0.8,1.4,30.2
2011-04-03,00,0.13,15,0.6,0.8,0.5,2.0,30.4
2011-04-03,01,0.11,16,0.5,0.7,0.4,1.3,31.0
2011-04-03,02,0.11,18,0.5,0.3,0.4,0.5,31.7
2011-04-03,03,0.10,19,0.5,0.3,0.3,0.4,34.7
2011-04-03,04,0.10,18,0.6,0.6,0.5,1.3,37.3
2011-04-03,05,0.10,17,0.9,0.6,1.3,2.3,40.4
2011-04-03,06,0.11,12,1.7,2.7,5.0,8.6,41.0
2011-04-03,07,0.11,14,1.6,0.3,1.5,1.6,41.7
2011-04-03,08,0.12,15,1.0,0.7,0.9,2.5,41.8
2011-04-03,09,0.12,13,0.9,3.3,2.8,6.8,41.8
2011-04-03,10,0.14,8,0.8,14.4,7.8,22.2,41.9
2011-04-03,11,0.12,13,0.6,3.9,2.4,9.3,42.1
2011-04-03,12,0.12,13,0.6,4.3,3.5,8.8,43.6
2011-04-03,13,0.12,13,0.7,3.7,3.4,8.1,44.6
2011-04-03,14,0.11,15,0.5,2.0,2.4,5.2,45.4
2011-04-03,15,0.11,15,0.6,1.7,2.7,5.4,46.2
2011-04-03,16,0.10,15,0.5,2.0,1.8,4.3,47.3
2011-04-03,17,0.09,18,0.5,0.3,0.3,0.3,47.8
2011-04-03,18,0.09,18,0.5,0.4,0.4,0.8,47.4
2011-04-03,19,0.12,14,0.4,1.2,2.6,4.9,42.5
2011-04-03,20,0.17,9,0.5,2.1,6.2,9.1,41.4
2011-04-03,21,0.23,7,0.4,1.1,8.5,10.6,42.3
2011-04-03,22,0.23,7,0.4,1.0,7.8,9.6,42.8
2011-04-03,23,0.00,0,0.0,0.9,5.9,7.7,43.2
2011-04-04,00,0.13,12,0.6,1.1,3.4,5.2,42.9
2011-04-04,01,0.13,15,0.5,0.6,1.1,1.9,42.3
2011-04-04,02,0.13,13,0.3,0.6,2.7,3.8,41.5
2011-04-04,03,0.11,10,0.4,0.4,1.9,2.6,38.4
2011-04-04,04,0.19,9,0.4,0.3,2.1,2.4,35.7
2011-04-04,05,0.22,9,1.0,0.8,6.1,7.7,32.9
2011-04-04,06,0.21,8,3.4,5.1,11.7,18.3,33.8
2011-04-04,07,0.17,9,3.8,5.2,8.7,15.4,45.0
2011-04-04,08,0.17,9,1.9,8.5,7.4,17.5,51.8
2011-04-04,09,0.14,9,2.5,5.5,6.7,13.6,58.4
2011-04-04,10,0.15,11,1.4,3.7,4.3,9.2,59.1
2011-04-04,11,0.12,13,1.0,1.2,2.7,4.7,59.6
2011-04-04,12,0.12,14,0.7,0.9,2.7,4.5,58.8
2011-04-04,13,0.11,15,0.6,1.0,3.6,5.3,58.7
2011-04-04,14,0.11,16,0.6,1.7,3.1,5.9,59.1
2011-04-04,15,0.11,16,0.7,0.9,3.1,5.2,59.2
2011-04-04,16,0.12,16,0.5,2.3,4.4,7.5,59.0
2011-04-04,17,0.11,17,0.6,0.9,2.3,4.0,59.3
2011-04-04,18,0.12,16,0.7,1.2,3.4,5.6,59.8
2011-04-04,19,0.19,5,0.7,9.1,14.1,24.9,61.5
2011-04-04,20,0.35,2,0.7,11.1,18.1,30.8,64.3
2011-04-04,21,0.55,1,0.7,28.0,20.5,50.1,65.5
2011-04-04,22,0.43,1,0.6,15.1,17.2,33.9,66.2
2011-04-04,23,0.34,1,0.6,7.9,14.2,23.7,65.6
2011-04-05,00,0.21,5,0.6,1.6,9.7,11.9,66.1
2011-04-05,01,0.13,11,0.4,0.6,2.5,3.6,66.3
2011-04-05,02,0.13,11,0.5,0.3,0.6,1.3,66.4
2011-04-05,03,0.12,12,0.5,0.3,0.3,0.6,66.2
2011-04-05,04,0.21,13,0.4,0.6,0.8,2.0,66.4
2011-04-05,05,0.19,12,2.2,1.4,4.9,6.7,68.3
2011-04-05,06,0.17,8,7.5,6.0,8.3,15.8,70.7
2011-04-05,07,0.26,5,9.6,12.5,9.9,24.1,72.2
2011-04-05,08,0.27,6,8.7,16.8,10.0,28.4,84.4
2011-04-05,09,0.22,9,5.8,7.7,6.8,15.9,90.5
2011-04-05,10,0.16,12,2.0,3.0,1.4,5.2,89.9
2011-04-05,11,0.15,11,1.4,3.3,2.4,6.8,91.4
2011-04-05,12,0.14,10,1.2,5.8,3.1,10.3,92.1
2011-04-05,13,0.14,11,1.1,2.6,2.6,6.2,92.2
2011-04-05,14,0.14,11,1.0,1.7,1.5,4.0,92.5
2011-04-05,15,0.14,11,1.1,1.0,1.4,3.3,93.3
2011-04-05,16,0.14,11,1.5,4.1,2.2,7.1,93.8
2011-04-05,17,0.14,12,1.0,0.4,0.6,1.4,93.5
2011-04-05,18,0.15,6,0.9,3.5,5.0,9.7,93.7
2011-04-05,19,0.19,3,0.9,4.5,7.6,14.0,93.2
2011-04-05,20,0.33,1,1.0,18.3,11.2,31.2,92.7
2011-04-05,21,0.47,1,1.1,23.5,11.8,37.1,92.7
2011-04-05,22,0.41,<LD,0.8,19.3,10.8,31.8,92.5
2011-04-05,23,0.40,1,0.7,11.6,10.8,24.1,92.8
2011-04-06,00,0.39,1,0.8,20.2,10.1,32.0,93.5
2011-04-06,01,0.25,1,0.8,4.0,7.1,12.4,94.3
2011-04-06,02,0.30,1,0.7,18.8,7.4,28.0,95.4
2011-04-06,03,0.25,<LD,0.8,12.3,7.4,21.5,96.0
2011-04-06,04,0.21,1,0.6,4.4,6.3,12.0,96.3
2011-04-06,05,0.26,1,0.8,4.7,5.9,11.6,94.5
2011-04-06,06,0.60,1,1.2,55.6,10.1,67.6,92.3
2011-04-06,07,0.73,1,1.3,63.7,12.3,77.7,81.4
2011-04-06,08,0.76,1,1.3,74.0,14.0,89.8,68.7
2011-04-06,09,0.58,5,1.0,28.4,16.5,46.6,59.8
2011-04-06,10,0.29,7,0.9,13.5,8.8,24.1,62.8
2011-04-06,11,0.18,10,1.2,7.2,6.1,14.9,62.8
2011-04-06,12,0.19,12,1.3,3.5,3.1,7.7,63.0
2011-04-06,13,0.16,12,1.0,2.8,2.3,6.1,63.8
2011-04-06,14,0.16,13,0.9,4.0,2.3,7.5,64.2
2011-04-06,15,0.16,14,0.8,4.3,3.0,8.6,64.9
2011-04-06,16,0.12,14,0.9,3.2,2.7,7.0,66.8
2011-04-06,17,0.17,14,0.7,3.3,3.5,8.0,69.8
2011-04-06,18,0.19,10,0.7,3.5,6.7,11.4,72.5
2011-04-06,19,0.30,4,0.7,4.0,13.2,18.5,74.7
2011-04-06,20,0.22,8,0.6,2.0,8.1,10.6,73.5
2011-04-06,21,0.22,7,0.5,1.2,7.2,9.6,71.8
2011-04-06,22,0.18,9,0.5,1.0,4.5,6.2,70.9
2011-04-06,23,0.00,0,0.5,1.1,5.7,8.0,70.1
2011-04-07,00,0.15,13,0.6,0.4,2.3,2.7,70.1
2011-04-07,01,0.12,16,0.5,0.3,0.5,0.8,77.7
2011-04-07,02,0.13,17,0.4,0.2,0.4,0.6,81.8
2011-04-07,03,0.12,18,0.6,0.8,0.6,2.1,87.2
2011-04-07,04,0.14,20,0.5,0.3,0.6,0.9,94.1
2011-04-07,05,0.20,18,0.7,1.5,4.3,6.5,98.0
2011-04-07,06,0.22,11,1.3,3.4,10.4,14.7,98.3
2011-04-07,07,0.22,8,2.5,6.6,12.2,20.3,98.0
2011-04-07,08,0.22,10,1.9,16.7,8.3,26.6,93.6
2011-04-07,09,0.14,12,1.1,1.9,3.9,6.7,91.0
2011-04-07,10,0.14,10,1.1,14.5,8.6,24.7,89.7
2011-04-07,11,0.12,13,0.9,5.6,4.8,11.8,88.4
2011-04-07,12,0.15,16,0.8,0.4,1.6,2.7,88.8
2011-04-07,13,0.15,16,1.1,0.5,1.8,2.8,88.8
2011-04-07,14,0.12,16,0.9,1.2,3.3,5.4,88.4
2011-04-07,15,0.12,16,0.5,0.9,2.8,4.6,87.0
2011-04-07,16,0.11,17,0.4,0.7,2.6,3.9,84.5
2011-04-07,17,0.12,15,0.4,1.5,4.0,6.8,81.7
2011-04-07,18,0.14,17,0.4,0.3,1.9,2.4,85.3
2011-04-07,19,0.12,16,0.3,0.4,1.9,2.8,83.6
2011-04-07,20,0.13,13,0.4,0.7,5.2,6.8,83.7
2011-04-07,21,0.14,12,0.4,0.6,6.3,7.8,84.0
2011-04-07,22,0.13,11,0.5,0.8,5.0,6.7,84.6
2011-04-07,23,0.16,8,0.4,7.1,7.6,15.9,84.2
2011-04-08,00,0.13,8,0.5,6.5,6.8,14.1,83.2
2011-04-08,01,0.16,7,0.5,8.1,7.4,16.6,74.6
2011-04-08,02,0.16,9,0.4,0.7,4.6,6.0,69.2
2011-04-08,03,0.12,9,0.5,0.3,1.9,2.2,63.4
2011-04-08,04,0.17,7,0.4,0.8,2.1,3.2,56.2
2011-04-08,05,0.20,5,0.4,7.4,3.6,11.6,52.0
2011-04-08,06,0.30,4,0.6,5.1,6.5,12.7,50.5
2011-04-08,07,0.23,1,0.8,7.6,9.6,19.0,49.0
2011-04-08,08,0.28,2,1.1,25.5,11.5,38.6,48.2
2011-04-08,09,0.20,7,0.9,6.5,4.3,12.1,48.7
2011-04-08,10,0.19,10,1.0,5.4,5.5,12.3,47.4
2011-04-08,11,0.20,12,2.1,3.9,6.8,12.2,48.5
2011-04-08,12,0.21,15,1.9,3.2,7.0,11.4,48.4
2011-04-08,13,0.16,19,2.5,2.0,5.1,8.2,47.9
2011-04-08,14,0.13,20,1.4,0.6,3.2,4.3,47.0
2011-04-08,15,0.14,19,1.1,2.6,3.4,7.1,46.2
2011-04-08,16,0.15,18,1.2,2.2,4.6,8.0,45.9
2011-04-08,17,0.18,16,1.7,5.8,6.9,14.1,44.9
2011-04-08,18,0.27,10,4.2,12.8,14.3,28.8,39.5
2011-04-08,19,0.64,1,2.4,47.5,24.7,73.9,47.5
2011-04-08,20,0.77,1,2.0,46.4,24.9,72.9,54.7
2011-04-08,21,1.00,1,1.8,60.2,23.7,85.6,60.7
2011-04-08,22,0.69,1,1.3,35.4,21.4,58.5,63.3
2011-04-08,23,0.42,1,1.0,14.2,18.3,34.0,65.0
2011-04-09,00,0.24,5,0.9,1.3,11.2,13.2,65.6
2011-04-09,01,0.15,10,0.7,0.3,2.5,2.7,66.1
2011-04-09,02,0.14,12,0.7,0.3,1.4,2.1,66.6
2011-04-09,03,0.17,13,0.6,0.9,0.8,2.0,66.9
2011-04-09,04,0.16,14,0.6,0.7,0.9,2.1,66.9
2011-04-09,05,0.18,14,0.6,1.0,1.3,2.9,67.0
2011-04-09,06,0.18,13,0.4,1.7,3.5,5.6,67.3
2011-04-09,07,0.25,4,0.5,14.4,16.0,31.7,72.6
2011-04-09,08,0.26,7,0.6,14.5,13.4,29.6,76.5
2011-04-09,09,0.20,14,0.5,2.5,4.7,8.5,78.5
2011-04-09,10,0.19,17,0.5,1.7,2.1,4.5,83.3
2011-04-09,11,0.17,19,0.6,1.3,3.0,5.4,87.4
2011-04-09,12,0.15,20,0.6,1.3,1.4,3.5,89.5
2011-04-09,13,0.14,21,0.6,0.7,0.8,1.9,94.1
2011-04-09,14,0.13,21,0.5,0.6,1.0,2.1,98.7
2011-04-09,15,0.13,22,0.5,0.5,1.0,2.2,101.5
2011-04-09,16,0.13,22,0.7,0.5,0.8,1.3,103.7
2011-04-09,17,0.16,22,0.5,0.5,1.7,2.7,108.1
2011-04-09,18,0.19,21,0.5,0.9,3.1,4.9,108.7
2011-04-09,19,0.25,17,0.5,1.4,6.5,8.5,100.8
2011-04-09,20,0.29,16,0.3,0.4,8.8,9.8,94.1
2011-04-09,21,0.25,18,0.2,0.7,5.3,6.6,88.1
2011-04-09,22,0.25,15,0.3,0.5,4.9,5.8,85.7
2011-04-09,23,0.23,17,0.5,0.3,4.4,5.0,84.7
2011-04-10,00,0.16,22,0.4,0.3,0.8,1.1,87.5
2011-04-10,01,0.15,23,0.5,0.3,0.4,0.7,101.8
2011-04-10,02,0.15,23,0.4,0.5,0.8,1.6,119.3
