Fecha,Hora,CO ppm,O3  ppb,SO2 ppb,NO pbb,NO2  pbb,NOX pbb,PM10 (µg/m3)-Promedio de 24 horas
2011-01-01,00,<LD,18,0.3,0.2,2.1,2.5,43.9
2011-01-01,01,<LD,15,0.3,0.2,3.2,3.5,44.3
2011-01-01,02,0.04,12,0.3,0.2,6.1,6.8,45.5
2011-01-01,03,<LD,13,0.3,0.5,4.4,5.7,46.6
2011-01-01,04,<LD,13,0.3,0.6,1.4,2.4,48.0
2011-01-01,05,<LD,14,0.3,0.3,0.6,1.1,48.9
2011-01-01,06,<LD,16,0.4,0.3,0.2,0.6,48.9
2011-01-01,07,<LD,18,0.3,0.4,0.2,0.6,48.3
2011-01-01,08,<LD,21,0.3,0.6,1.3,2.5,47.6
2011-01-01,09,<LD,25,0.3,0.5,1.2,2.4,46.7
2011-01-01,10,<LD,29,0.2,0.2,0.2,0.3,46.0
2011-01-01,11,<LD,30,0.2,0.3,0.2,0.3,45.3
2011-01-01,12,<LD,32,0.2,0.4,1.2,1.7,44.8
2011-01-01,13,<LD,34,0.2,0.3,0.8,1.2,44.2
2011-01-01,14,<LD,35,0.2,0.3,0.3,0.4,45.4
2011-01-01,15,<LD,34,0.1,0.3,0.3,0.5,45.5
2011-01-01,16,<LD,32,0.1,0.3,0.2,0.5,45.6
2011-01-01,17,<LD,30,0.1,0.3,0.2,0.5,45.2
2011-01-01,18,<LD,29,0.1,0.2,0.2,0.3,44.9
2011-01-01,19,<LD,28,0.1,0.2,0.2,0.4,42.0
2011-01-01,20,<LD,28,0.3,0.2,0.2,0.4,43.7
2011-01-01,21,<LD,26,0.3,0.2,0.3,0.4,45.0
2011-01-01,22,<LD,24,0.3,0.5,0.7,1.8,45.4
2011-01-01,23,<LD,19,0.3,0.3,0.9,1.9,47.8
2011-01-02,00,<LD,16,0.3,0.2,1.1,1.5,48.6
2011-01-02,01,<LD,14,0.3,0.3,2.4,2.9,48.7
2011-01-02,02,<LD,15,0.3,0.2,3.6,4.1,48.2
2011-01-02,03,<LD,15,0.3,0.4,2.6,3.4,47.7
2011-01-02,04,<LD,14,0.3,0.4,1.9,3.2,46.6
2011-01-02,05,<LD,12,0.3,0.3,1.6,2.3,46.0
2011-01-02,06,<LD,11,0.3,0.3,1.8,2.1,45.1
2011-01-02,07,<LD,13,0.3,0.6,1.8,3.3,44.7
2011-01-02,08,<LD,17,0.3,0.6,1.1,2.2,44.5
2011-01-02,09,<LD,20,0.3,0.4,0.8,1.3,44.2
2011-01-02,10,<LD,23,0.2,0.5,1.6,2.4,44.2
2011-01-02,11,<LD,24,0.2,1.3,3.0,5.2,44.5
2011-01-02,12,<LD,24,0.1,0.4,1.6,2.5,44.7
2011-01-02,13,<LD,25,0.1,0.4,1.4,2.6,44.6
2011-01-02,14,<LD,25,0.1,0.2,0.8,1.2,43.6
2011-01-02,15,<LD,26,0.1,0.3,1.2,1.8,43.2
2011-01-02,16,<LD,28,0.1,0.3,0.8,1.4,42.6
2011-01-02,17,<LD,27,0.1,0.4,1.5,2.7,41.8
2011-01-02,18,<LD,27,0.1,0.3,1.2,1.9,41.8
2011-01-02,19,<LD,26,0.1,0.4,2.2,3.0,42.2
2011-01-02,20,<LD,24,0.2,0.4,4.5,5.0,39.3
2011-01-02,21,<LD,19,0.3,0.4,7.1,7.7,38.6
2011-01-02,22,<LD,19,0.3,0.3,5.1,5.6,38.8
2011-01-02,23,<LD,17,0.3,0.5,4.9,6.1,37.2
2011-01-03,00,<LD,13,0.3,0.6,3.4,4.8,38.2
2011-01-03,01,<LD,9,0.3,0.3,0.9,1.6,38.5
2011-01-03,02,<LD,8,0.3,0.3,0.7,1.5,38.8
2011-01-03,03,<LD,7,0.3,0.4,1.0,2.2,38.1
2011-01-03,04,<LD,7,0.3,0.7,1.0,2.4,37.5
2011-01-03,05,<LD,7,0.3,1.0,1.0,3.1,36.8
2011-01-03,06,<LD,6,0.3,2.7,2.3,6.1,36.5
2011-01-03,07,<LD,8,0.3,5.3,2.8,9.6,37.1
2011-01-03,08,<LD,10,0.3,4.0,2.4,7.9,38.5
2011-01-03,09,<LD,11,0.3,5.0,3.3,9.9,39.5
2011-01-03,10,<LD,17,0.3,2.2,2.8,6.3,40.4
2011-01-03,11,<LD,22,0.1,1.7,2.4,5.4,40.3
2011-01-03,12,<LD,24,0.2,2.6,4.1,7.9,40.7
2011-01-03,13,<LD,25,0.3,0.7,1.4,2.7,41.0
2011-01-03,14,<LD,24,0.1,0.9,1.6,3.7,41.7
2011-01-03,15,<LD,22,0.2,0.7,3.0,4.5,45.1
2011-01-03,16,<LD,23,0.3,0.3,1.9,2.7,47.0
2011-01-03,17,---,---,---,---,---,---,47.9
2011-01-03,18,---,---,---,---,---,---,48.1
2011-01-03,19,---,---,---,---,---,---,48.5
2011-01-03,20,---,---,---,---,---,---,48.5
2011-01-03,21,---,---,---,---,---,---,47.2
2011-01-03,22,---,---,---,---,---,---,45.5
2011-01-03,23,---,---,---,---,---,---,----
2011-01-04,00,---,---,---,---,---,---,----
2011-01-04,01,---,---,---,---,---,---,----
2011-01-04,02,---,---,---,---,---,---,----
2011-01-04,03,---,---,---,---,---,---,----
2011-01-04,04,---,---,---,---,---,---,----
2011-01-04,05,---,---,---,---,---,---,----
2011-01-04,06,---,---,---,---,---,---,----
2011-01-04,07,---,---,---,---,---,---,----
2011-01-04,08,---,---,---,---,---,---,----
2011-01-04,09,---,---,---,---,---,---,----
2011-01-04,10,0.04,12,0.3,---,---,---,----
2011-01-04,11,<LD,15,0.2,---,---,---,----
2011-01-04,12,<LD,15,0.2,---,---,---,----
2011-01-04,13,<LD,14,0.2,---,---,---,----
2011-01-04,14,<LD,14,0.3,---,---,---,----
2011-01-04,15,<LD,14,0.3,---,---,---,----
2011-01-04,16,<LD,13,0.3,---,---,---,----
2011-01-04,17,<LD,12,0.3,---,---,---,----
2011-01-04,18,<LD,14,0.3,---,---,---,----
2011-01-04,19,<LD,15,0.3,---,---,---,----
2011-01-04,20,<LD,13,0.2,---,---,---,----
2011-01-04,21,<LD,9,0.3,---,---,---,----
2011-01-04,22,<LD,7,0.3,---,---,---,----
2011-01-04,23,<LD,6,0.3,---,---,---,----
2011-01-05,00,<LD,8,0.3,---,---,---,----
2011-01-05,01,<LD,8,0.3,---,---,---,----
2011-01-05,02,<LD,10,0.3,---,---,---,----
2011-01-05,03,<LD,9,0.3,---,---,---,7.1
2011-01-05,04,<LD,11,0.3,---,---,---,7.0
2011-01-05,05,<LD,9,0.3,---,---,---,7.2
2011-01-05,06,<LD,4,0.3,---,---,---,7.5
2011-01-05,07,<LD,3,0.3,---,---,---,7.6
2011-01-05,08,<LD,2,0.3,---,---,---,7.8
2011-01-05,09,<LD,3,0.3,---,---,---,8.2
2011-01-05,10,<LD,4,0.3,---,---,---,8.1
2011-01-05,11,<LD,5,0.3,---,---,---,8.5
2011-01-05,12,<LD,6,0.3,---,---,---,8.5
2011-01-05,13,<LD,9,0.3,---,---,---,8.3
2011-01-05,14,<LD,9,0.2,---,---,---,8.4
2011-01-05,15,<LD,12,0.2,---,---,---,8.4
2011-01-05,16,<LD,18,0.3,---,---,---,8.6
2011-01-05,17,<LD,16,0.3,---,---,---,8.5
2011-01-05,18,<LD,14,0.3,---,---,---,8.9
2011-01-05,19,<LD,13,0.3,---,---,---,8.9
2011-01-05,20,<LD,11,0.3,---,---,---,9.3
2011-01-05,21,<LD,10,0.3,---,---,---,9.6
2011-01-05,22,<LD,10,0.3,---,---,---,9.6
2011-01-05,23,<LD,10,0.3,---,---,---,9.2
2011-01-06,00,<LD,11,0.3,---,---,---,8.8
2011-01-06,01,<LD,12,0.3,---,---,---,8.4
2011-01-06,02,<LD,13,0.3,---,---,---,8.3
2011-01-06,03,<LD,14,0.3,---,---,---,8.1
2011-01-06,04,<LD,15,0.3,---,---,---,8.0
2011-01-06,05,<LD,15,0.3,---,---,---,7.8
2011-01-06,06,<LD,13,0.3,---,---,---,7.5
2011-01-06,07,<LD,12,0.3,---,---,---,7.3
2011-01-06,08,<LD,15,0.3,---,---,---,6.9
2011-01-06,09,<LD,15,0.3,---,---,---,6.5
2011-01-06,10,<LD,15,0.3,---,---,---,6.5
2011-01-06,11,<LD,15,0.3,---,---,---,6.4
2011-01-06,12,<LD,14,0.3,---,---,---,6.4
2011-01-06,13,<LD,9,0.2,---,---,---,6.7
2011-01-06,14,<LD,8,0.2,---,---,---,6.7
2011-01-06,15,<LD,9,0.1,---,---,---,6.7
2011-01-06,16,<LD,12,0.1,---,---,---,6.5
2011-01-06,17,<LD,12,0.2,---,---,---,6.3
2011-01-06,18,<LD,12,0.1,---,---,---,5.9
2011-01-06,19,<LD,13,0.2,---,---,---,5.8
2011-01-06,20,<LD,13,0.2,---,---,---,5.2
2011-01-06,21,<LD,12,0.1,---,---,---,4.8
2011-01-06,22,<LD,12,0.1,---,---,---,4.6
2011-01-06,23,<LD,12,0.1,---,---,---,4.6
2011-01-07,00,<LD,12,0.1,---,---,---,4.6
2011-01-07,01,<LD,11,0.1,---,---,---,4.6
2011-01-07,02,<LD,11,0.1,---,---,---,4.6
2011-01-07,03,<LD,10,0.1,---,---,---,4.6
2011-01-07,04,<LD,9,0.1,---,---,---,4.8
2011-01-07,05,<LD,8,0.1,---,---,---,4.9
2011-01-07,06,<LD,7,0.1,---,---,---,5.1
2011-01-07,07,<LD,7,0.2,---,---,---,5.5
2011-01-07,08,<LD,8,0.1,---,---,---,5.8
2011-01-07,09,<LD,10,0.2,---,---,---,6.1
2011-01-07,10,<LD,11,0.3,---,---,---,6.6
2011-01-07,11,<LD,13,0.3,---,---,---,7.0
2011-01-07,12,<LD,14,0.3,---,---,---,7.1
2011-01-07,13,<LD,15,0.3,---,---,---,7.3
2011-01-07,14,<LD,17,0.3,---,---,---,7.5
2011-01-07,15,<LD,18,0.2,---,---,---,8.2
2011-01-07,16,<LD,19,0.2,---,---,---,8.7
2011-01-07,17,<LD,19,0.2,---,---,---,9.3
2011-01-07,18,<LD,20,0.2,---,---,---,9.5
2011-01-07,19,<LD,20,0.2,---,---,---,10.0
2011-01-07,20,<LD,16,0.3,---,---,---,10.8
2011-01-07,21,0.14,5,0.3,---,---,---,12.3
2011-01-07,22,<LD,14,0.3,---,---,---,13.2
2011-01-07,23,<LD,18,0.3,---,---,---,13.7
2011-01-08,00,<LD,17,0.3,---,---,---,13.9
2011-01-08,01,<LD,16,0.3,---,---,---,14.0
2011-01-08,02,<LD,16,0.3,---,---,---,14.2
2011-01-08,03,<LD,18,0.3,---,---,---,14.6
2011-01-08,04,<LD,18,0.3,---,---,---,14.6
2011-01-08,05,<LD,17,0.3,---,---,---,14.6
2011-01-08,06,<LD,16,0.3,---,---,---,14.5
2011-01-08,07,<LD,16,0.3,---,---,---,14.7
2011-01-08,08,<LD,15,0.3,---,---,---,15.1
2011-01-08,09,<LD,15,0.3,---,---,---,14.9
2011-01-08,10,<LD,17,0.3,---,---,---,14.5
2011-01-08,11,<LD,18,0.2,---,---,---,14.7
2011-01-08,12,<LD,20,0.2,---,---,---,16.4
2011-01-08,13,<LD,20,0.2,---,---,---,19.6
2011-01-08,14,<LD,19,0.1,---,---,---,21.1
2011-01-08,15,<LD,19,0.1,---,---,---,21.5
2011-01-08,16,<LD,18,0.1,---,---,---,21.6
2011-01-08,17,<LD,17,0.3,---,---,---,21.6
2011-01-08,18,<LD,12,0.3,---,---,---,25.8
2011-01-08,19,<LD,11,0.3,---,---,---,26.8
2011-01-08,20,<LD,11,0.3,---,---,---,26.5
2011-01-08,21,<LD,11,0.3,---,---,---,25.4
2011-01-08,22,<LD,10,0.3,---,---,---,24.6
2011-01-08,23,<LD,10,0.3,---,---,---,24.3
2011-01-09,00,<LD,5,0.3,---,---,---,24.5
2011-01-09,01,<LD,5,0.3,---,---,---,24.7
2011-01-09,02,<LD,8,0.3,---,---,---,24.7
2011-01-09,03,<LD,7,0.3,---,---,---,24.5
2011-01-09,04,<LD,9,0.3,---,---,---,24.4
2011-01-09,05,<LD,9,0.3,---,---,---,24.4
2011-01-09,06,<LD,6,0.3,---,---,---,24.2
2011-01-09,07,<LD,5,0.3,---,---,---,23.8
2011-01-09,08,<LD,8,0.3,---,---,---,23.4
2011-01-09,09,<LD,7,0.3,---,---,---,23.3
2011-01-09,10,<LD,7,0.3,---,---,---,22.7
2011-01-09,11,<LD,11,0.3,---,---,---,22.3
2011-01-09,12,<LD,12,0.3,---,---,---,20.6
2011-01-09,13,<LD,12,0.3,---,---,---,17.2
2011-01-09,14,<LD,12,0.3,---,---,---,15.7
2011-01-09,15,<LD,11,0.3,---,---,---,14.9
2011-01-09,16,<LD,12,0.3,---,---,---,14.5
2011-01-09,17,<LD,12,0.3,---,---,---,14.3
2011-01-09,18,<LD,13,0.3,---,---,---,10.0
2011-01-09,19,<LD,12,0.3,---,---,---,9.0
2011-01-09,20,<LD,10,0.3,---,---,---,9.5
2011-01-09,21,<LD,6,0.3,---,---,---,9.9
2011-01-09,22,<LD,4,0.3,---,---,---,10.9
2011-01-09,23,<LD,6,0.3,---,---,---,11.6
2011-01-10,00,<LD,8,0.3,---,---,---,11.8
2011-01-10,01,<LD,7,0.3,---,---,---,12.1
2011-01-10,02,<LD,7,0.3,---,---,---,12.4
2011-01-10,03,<LD,9,0.3,---,---,---,12.7
2011-01-10,04,<LD,8,0.3,---,---,---,13.1
2011-01-10,05,<LD,5,0.3,---,---,---,13.6
2011-01-10,06,0.05,1,0.5,---,---,---,15.0
2011-01-10,07,0.09,4,0.5,---,---,---,16.6
2011-01-10,08,<LD,9,0.3,---,---,---,18.2
2011-01-10,09,<LD,12,0.3,---,---,---,18.9
2011-01-10,10,<LD,17,0.3,---,---,---,19.2
2011-01-10,11,<LD,19,0.2,---,---,---,19.5
2011-01-10,12,<LD,19,0.2,---,---,---,19.8
2011-01-10,13,<LD,20,0.2,---,---,---,20.4
2011-01-10,14,<LD,22,0.2,---,---,---,21.3
2011-01-10,15,<LD,23,0.2,---,---,---,21.8
2011-01-10,16,<LD,23,0.1,---,---,---,22.5
2011-01-10,17,<LD,25,0.1,---,---,---,23.4
2011-01-10,18,<LD,26,0.1,---,---,---,24.0
2011-01-10,19,<LD,25,0.2,---,---,---,25.2
2011-01-10,20,<LD,17,0.4,---,---,---,26.9
2011-01-10,21,<LD,15,0.3,---,---,---,28.8
2011-01-10,22,<LD,15,0.3,---,---,---,30.0
2011-01-10,23,<LD,16,0.3,---,---,---,30.5
2011-01-11,00,<LD,16,0.3,---,---,---,30.8
2011-01-11,01,<LD,16,0.3,---,---,---,30.8
2011-01-11,02,<LD,15,0.3,---,---,---,30.9
2011-01-11,03,<LD,18,0.3,---,---,---,31.0
2011-01-11,04,<LD,9,0.3,---,---,---,31.4
2011-01-11,05,<LD,8,0.3,---,---,---,31.8
2011-01-11,06,<LD,10,0.3,---,---,---,31.5
2011-01-11,07,<LD,12,0.3,---,---,---,31.4
2011-01-11,08,<LD,18,0.3,---,---,---,32.9
2011-01-11,09,<LD,23,0.3,---,---,---,35.0
2011-01-11,10,<LD,25,0.2,---,---,---,36.4
2011-01-11,11,<LD,27,0.1,---,---,---,37.9
2011-01-11,12,<LD,29,0.1,---,---,---,38.3
2011-01-11,13,<LD,30,0.1,---,---,---,38.3
2011-01-11,14,<LD,30,0.1,---,---,---,38.1
2011-01-11,15,<LD,30,0.1,---,---,---,38.5
2011-01-11,16,<LD,30,0.3,---,---,---,39.0
2011-01-11,17,<LD,30,0.2,---,---,---,39.5
2011-01-11,18,<LD,31,0.2,---,---,---,39.9
2011-01-11,19,<LD,30,0.1,---,---,---,39.3
2011-01-11,20,<LD,21,0.2,---,---,---,44.1
2011-01-11,21,<LD,17,0.1,---,---,---,45.9
2011-01-11,22,<LD,19,0.2,---,---,---,45.9
2011-01-11,23,0.00,0,0.3,---,---,---,46.3
2011-01-12,00,<LD,20,0.3,---,---,---,47.0
2011-01-12,01,<LD,18,0.3,---,---,---,47.7
2011-01-12,02,<LD,17,0.3,---,---,---,48.2
2011-01-12,03,<LD,18,0.3,---,---,---,48.7
2011-01-12,04,<LD,16,0.4,---,---,---,48.9
2011-01-12,05,<LD,14,0.3,---,---,---,48.8
2011-01-12,06,<LD,15,0.3,---,---,---,49.9
2011-01-12,07,<LD,19,0.3,---,---,---,50.6
2011-01-12,08,<LD,23,0.3,---,---,---,50.1
2011-01-12,09,<LD,28,0.2,---,---,---,51.2
2011-01-12,10,<LD,29,0.2,---,---,---,55.0
2011-01-12,11,<LD,30,0.2,---,---,---,59.3
2011-01-12,12,<LD,31,0.2,---,---,---,63.0
2011-01-12,13,<LD,30,0.2,---,---,---,63.2
2011-01-12,14,<LD,28,0.2,---,---,---,63.1
2011-01-12,15,<LD,28,0.2,---,---,---,62.8
2011-01-12,16,<LD,21,0.2,---,---,---,61.6
2011-01-12,17,<LD,21,0.2,---,---,---,60.6
2011-01-12,18,<LD,21,0.2,---,---,---,60.6
2011-01-12,19,<LD,22,0.2,---,---,---,61.0
2011-01-12,20,<LD,18,0.2,---,---,---,54.7
2011-01-12,21,<LD,21,0.2,---,---,---,52.4
2011-01-12,22,<LD,20,0.3,---,---,---,52.7
2011-01-12,23,<LD,12,0.3,---,---,---,53.1
2011-01-13,00,<LD,12,0.3,---,---,---,53.5
2011-01-13,01,<LD,12,0.3,---,---,---,53.2
2011-01-13,02,<LD,15,0.3,---,---,---,52.3
2011-01-13,03,<LD,17,0.3,---,---,---,52.1
2011-01-13,04,<LD,20,0.3,---,---,---,52.0
2011-01-13,05,<LD,17,0.3,---,---,---,52.2
2011-01-13,06,<LD,14,0.3,---,---,---,51.5
2011-01-13,07,<LD,14,0.3,---,---,---,51.7
2011-01-13,08,<LD,16,0.3,---,---,---,50.2
2011-01-13,09,<LD,17,0.2,---,---,---,46.6
2011-01-13,10,<LD,19,0.2,---,---,---,42.5
2011-01-13,11,<LD,20,0.2,---,---,---,36.6
2011-01-13,12,<LD,18,0.2,---,---,---,32.5
2011-01-13,13,<LD,21,0.2,---,---,---,34.3
2011-01-13,14,<LD,26,0.2,---,---,---,39.1
2011-01-13,15,<LD,31,0.2,---,---,---,44.3
2011-01-13,16,<LD,30,0.1,---,---,---,49.9
2011-01-13,17,<LD,24,0.2,---,---,---,55.4
2011-01-13,18,<LD,12,0.3,---,---,---,56.1
2011-01-13,19,0.15,3,0.3,---,---,---,56.6
2011-01-13,20,0.07,5,0.3,---,---,---,75.6
2011-01-13,21,<LD,6,0.3,---,---,---,88.9
2011-01-13,22,<LD,13,0.3,---,---,---,90.5
2011-01-13,23,<LD,14,0.3,---,---,---,90.4
2011-01-14,00,<LD,13,0.3,---,---,---,89.6
2011-01-14,01,<LD,3,0.3,---,---,---,90.3
2011-01-14,02,<LD,2,0.3,---,---,---,92.0
2011-01-14,03,<LD,3,0.4,---,---,---,92.2
2011-01-14,04,<LD,4,0.3,---,---,---,92.1
2011-01-14,05,<LD,3,0.3,---,---,---,91.9
2011-01-14,06,0.18,5,0.3,---,---,---,91.8
2011-01-14,07,<LD,7,0.3,---,---,---,92.2
2011-01-14,08,<LD,9,0.3,---,---,---,96.1
2011-01-14,09,<LD,11,0.3,---,---,---,98.8
2011-01-14,10,<LD,13,0.3,---,---,---,99.3
2011-01-14,11,<LD,14,0.3,---,---,---,101.1
2011-01-14,12,<LD,14,0.3,---,---,---,101.9
2011-01-14,13,<LD,15,0.2,---,---,---,100.7
2011-01-14,14,<LD,16,0.1,---,---,---,95.9
2011-01-14,15,<LD,18,0.2,---,---,---,91.2
2011-01-14,16,<LD,19,0.2,---,---,---,86.7
2011-01-14,17,<LD,24,0.2,---,---,---,82.7
2011-01-14,18,<LD,21,0.2,---,---,---,83.7
2011-01-14,19,<LD,19,0.1,---,---,---,83.1
2011-01-14,20,<LD,14,0.2,---,---,---,66.9
2011-01-14,21,<LD,11,0.2,---,---,---,53.5
2011-01-14,22,<LD,10,0.2,---,---,---,50.8
2011-01-14,23,<LD,10,0.2,---,---,---,50.3
2011-01-15,00,<LD,10,0.2,---,---,---,50.6
2011-01-15,01,<LD,11,0.2,---,---,---,50.0
2011-01-15,02,<LD,12,0.2,---,---,---,48.9
2011-01-15,03,<LD,13,0.2,---,---,---,49.0
2011-01-15,04,<LD,11,0.2,---,---,---,49.2
2011-01-15,05,<LD,11,0.2,---,---,---,49.8
2011-01-15,06,<LD,7,0.2,---,---,---,50.3
2011-01-15,07,<LD,10,0.2,---,---,---,48.1
2011-01-15,08,<LD,13,0.2,---,---,---,44.1
2011-01-15,09,<LD,16,0.2,---,---,---,43.9
2011-01-15,10,<LD,19,0.2,---,---,---,44.9
2011-01-15,11,<LD,22,0.2,---,---,---,45.3
2011-01-15,12,<LD,24,0.2,---,---,---,46.7
2011-01-15,13,<LD,26,0.2,---,---,---,47.1
2011-01-15,14,<LD,28,0.2,---,---,---,48.6
2011-01-15,15,<LD,28,0.2,---,---,---,50.6
2011-01-15,16,<LD,29,0.2,---,---,---,52.7
2011-01-15,17,<LD,29,0.2,---,---,---,53.1
2011-01-15,18,<LD,26,0.3,---,---,---,53.9
2011-01-15,19,<LD,24,0.3,---,---,---,53.7
2011-01-15,20,<LD,20,0.2,---,---,---,51.2
2011-01-15,21,<LD,22,0.2,---,---,---,49.5
2011-01-15,22,<LD,30,0.3,---,---,---,48.3
2011-01-15,23,<LD,30,0.4,---,---,---,47.3
2011-01-16,00,<LD,18,0.3,---,---,---,46.8
2011-01-16,01,<LD,12,0.3,---,---,---,46.4
2011-01-16,02,<LD,16,0.3,---,---,---,46.2
2011-01-16,03,<LD,18,0.3,---,---,---,45.5
2011-01-16,04,<LD,20,0.3,---,---,---,44.6
2011-01-16,05,<LD,20,0.3,---,---,---,43.0
2011-01-16,06,<LD,19,0.3,---,---,---,41.1
2011-01-16,07,<LD,12,0.3,---,---,---,40.4
2011-01-16,08,<LD,11,0.3,---,---,---,39.2
2011-01-16,09,<LD,12,0.3,---,---,---,36.2
2011-01-16,10,<LD,12,0.3,---,---,---,34.6
2011-01-16,11,<LD,12,0.3,---,---,---,32.3
2011-01-16,12,<LD,14,0.3,---,---,---,29.4
2011-01-16,13,<LD,14,0.3,---,---,---,27.7
2011-01-16,14,<LD,14,0.3,---,---,---,25.7
2011-01-16,15,<LD,13,0.3,---,---,---,23.5
2011-01-16,16,<LD,11,0.3,---,---,---,23.0
2011-01-16,17,<LD,11,0.3,---,---,---,24.2
2011-01-16,18,<LD,13,0.3,---,---,---,22.9
2011-01-16,19,<LD,13,0.3,---,---,---,22.5
2011-01-16,20,<LD,9,0.3,---,---,---,22.6
2011-01-16,21,<LD,4,0.3,---,---,---,24.7
2011-01-16,22,<LD,1,0.3,---,---,---,26.7
2011-01-16,23,<LD,6,0.3,---,---,---,27.5
2011-01-17,00,<LD,6,0.3,---,---,---,27.3
2011-01-17,01,<LD,8,0.3,---,---,---,27.1
2011-01-17,02,<LD,5,0.3,---,---,---,26.4
2011-01-17,03,<LD,6,0.3,---,---,---,26.5
2011-01-17,04,<LD,3,0.3,---,---,---,26.8
2011-01-17,05,<LD,5,0.3,---,---,---,27.0
2011-01-17,06,<LD,3,0.5,---,---,---,27.6
2011-01-17,07,<LD,8,0.4,---,---,---,27.9
2011-01-17,08,<LD,8,0.4,---,---,---,29.1
2011-01-17,09,<LD,9,0.3,---,---,---,30.6
2011-01-17,10,<LD,10,0.3,---,---,---,30.6
2011-01-17,11,<LD,11,0.3,---,---,---,31.1
2011-01-17,12,<LD,12,0.3,---,---,---,31.6
2011-01-17,13,<LD,13,0.3,---,---,---,31.7
2011-01-17,14,<LD,14,0.3,---,---,---,31.4
2011-01-17,15,<LD,15,0.3,---,---,---,30.6
2011-01-17,16,<LD,15,0.3,---,---,---,28.0
2011-01-17,17,<LD,16,0.3,---,---,---,24.5
2011-01-17,18,<LD,17,0.3,---,---,---,22.4
2011-01-17,19,<LD,17,0.3,---,---,---,22.5
2011-01-17,20,<LD,16,0.3,---,---,---,22.1
2011-01-17,21,<LD,14,0.3,---,---,---,19.8
2011-01-17,22,0.21,4,0.5,---,---,---,22.6
2011-01-17,23,0.51,1,0.6,---,---,---,27.1
2011-01-18,00,<LD,3,0.3,---,---,---,27.6
2011-01-18,01,<LD,5,0.3,---,---,---,28.0
2011-01-18,02,<LD,8,0.3,---,---,---,28.3
2011-01-18,03,<LD,7,0.3,---,---,---,28.1
2011-01-18,04,<LD,11,0.3,---,---,---,27.9
2011-01-18,05,<LD,13,0.3,---,---,---,28.5
2011-01-18,06,<LD,13,0.3,---,---,---,29.0
2011-01-18,07,<LD,11,0.3,---,---,---,31.2
2011-01-18,08,<LD,14,0.3,---,---,---,34.2
2011-01-18,09,<LD,17,0.3,---,---,---,41.9
2011-01-18,10,<LD,20,0.3,---,---,---,54.5
2011-01-18,11,<LD,21,0.3,---,---,---,67.6
2011-01-18,12,<LD,22,0.3,---,---,---,79.3
2011-01-18,13,<LD,23,0.3,---,---,---,91.8
2011-01-18,14,---,---,---,---,---,---,95.3
2011-01-18,15,---,---,---,---,---,---,99.3
2011-01-18,16,---,---,---,---,---,---,103.5
2011-01-18,17,---,---,---,---,---,---,108.3
2011-01-18,18,---,---,---,---,---,---,113.3
2011-01-18,19,<LD,31,0.2,---,---,---,115.2
2011-01-18,20,<LD,30,0.2,---,---,---,119.6
2011-01-18,21,<LD,26,0.2,---,---,---,123.0
2011-01-18,22,<LD,23,0.2,---,---,---,119.8
2011-01-18,23,<LD,19,0.2,---,---,---,114.2
2011-01-19,00,<LD,23,0.2,---,---,---,113.4
2011-01-19,01,<LD,23,0.2,---,---,---,112.9
2011-01-19,02,<LD,19,0.2,---,---,---,114.2
2011-01-19,03,<LD,14,0.2,---,---,---,115.1
2011-01-19,04,<LD,12,0.2,---,---,---,116.0
2011-01-19,05,<LD,12,0.2,---,---,---,114.8
2011-01-19,06,<LD,10,0.2,---,---,---,113.3
2011-01-19,07,<LD,11,0.2,---,---,---,110.4
2011-01-19,08,<LD,12,0.2,---,---,---,105.8
2011-01-19,09,<LD,12,0.2,---,---,---,94.1
2011-01-19,10,<LD,12,0.2,---,---,---,77.0
2011-01-19,11,<LD,12,0.2,---,---,---,59.5
2011-01-19,12,<LD,12,0.2,---,---,---,44.6
2011-01-19,13,<LD,13,0.2,---,---,---,28.8
2011-01-19,14,<LD,13,0.2,---,---,---,28.5
2011-01-19,15,<LD,14,0.2,---,---,---,27.8
2011-01-19,16,<LD,14,0.2,---,---,---,27.3
2011-01-19,17,<LD,13,0.2,---,---,---,26.3
2011-01-19,18,<LD,14,0.2,---,---,---,25.7
2011-01-19,19,<LD,14,0.2,---,---,---,25.2
2011-01-19,20,<LD,10,0.2,---,---,---,24.3
2011-01-19,21,<LD,7,0.2,---,---,---,23.2
2011-01-19,22,<LD,9,0.2,---,---,---,22.4
2011-01-19,23,<LD,9,0.2,---,---,---,22.5
2011-01-20,00,<LD,9,0.2,---,---,---,22.8
2011-01-20,01,<LD,8,0.2,---,---,---,22.5
2011-01-20,02,<LD,8,0.2,---,---,---,21.1
2011-01-20,03,<LD,8,0.2,---,---,---,20.9
2011-01-20,04,<LD,8,0.2,---,---,---,20.9
2011-01-20,05,<LD,7,0.2,---,---,---,21.3
2011-01-20,06,<LD,5,0.2,---,---,---,22.5
2011-01-20,07,<LD,5,0.2,---,---,---,29.5
2011-01-20,08,<LD,8,0.2,---,---,---,34.5
2011-01-20,09,<LD,10,0.2,---,---,---,36.3
2011-01-20,10,<LD,13,0.2,---,---,---,37.9
2011-01-20,11,<LD,14,0.2,---,---,---,39.6
2011-01-20,12,<LD,15,0.2,---,---,---,39.9
2011-01-20,13,<LD,14,0.2,---,---,---,40.4
2011-01-20,14,<LD,15,0.2,---,---,---,41.0
