Fecha,Hora,CO ppm,O3 ppb,SO2 ppb,NO pbb,NO2  pbb,NOX pbb,PM10 (µg/m3)-Promedio de 24 horas
2012-01-01,00,<LD,37,0.7,0.7,2.1,3.4,48.3
2012-01-01,01,<LD,26,0.6,0.4,2.1,2.4,53.9
2012-01-01,02,<LD,19,0.6,0.4,2.9,3.3,59.0
2012-01-01,03,<LD,18,0.5,0.4,3.0,3.8,61.5
2012-01-01,04,<LD,20,0.4,0.4,0.9,1.5,65.0
2012-01-01,05,<LD,20,0.4,0.5,0.8,1.5,70.7
2012-01-01,06,<LD,24,0.4,0.4,1.2,1.6,77.5
2012-01-01,07,<LD,22,0.4,0.4,1.9,2.4,85.7
2012-01-01,08,<LD,27,0.5,0.8,1.6,3.1,94.5
2012-01-01,09,<LD,29,0.5,0.4,0.8,1.1,103.0
2012-01-01,10,<LD,30,0.6,1.4,4.9,6.9,107.6
2012-01-01,11,<LD,33,0.6,1.0,5.0,6.7,108.1
2012-01-01,12,<LD,35,0.6,1.0,4.9,6.3,108.3
2012-01-01,13,<LD,38,0.5,0.5,3.9,4.7,106.0
2012-01-01,14,<LD,38,0.5,0.5,2.7,3.3,103.4
2012-01-01,15,<LD,39,0.5,0.5,2.1,3.0,104.7
2012-01-01,16,<LD,41,0.6,0.5,1.6,2.2,105.4
2012-01-01,17,<LD,39,0.6,1.1,3.2,4.4,107.1
2012-01-01,18,<LD,17,0.4,0.4,0.8,1.3,127.1
2012-01-01,19,<LD,15,0.6,0.4,0.9,1.3,135.3
2012-01-01,20,<LD,14,1.0,0.5,0.5,1.2,136.0
2012-01-01,21,<LD,13,0.6,0.4,0.8,1.0,135.0
2012-01-01,22,<LD,13,0.4,0.6,0.8,1.7,130.4
2012-01-01,23,<LD,12,0.3,0.4,0.5,0.6,129.2
2012-01-02,00,<LD,10,0.5,1.2,3.9,5.6,126.3
2012-01-02,01,<LD,8,2.7,0.7,3.8,4.9,121.1
2012-01-02,02,<LD,7,4.4,0.8,5.3,6.4,116.3
2012-01-02,03,<LD,6,1.9,0.4,4.2,5.0,114.6
2012-01-02,04,<LD,6,0.8,0.4,3.8,4.3,111.1
2012-01-02,05,<LD,4,2.7,1.6,7.5,9.9,105.9
2012-01-02,06,<LD,2,1.3,9.9,11.5,22.8,99.5
2012-01-02,07,<LD,8,3.4,3.7,6.9,11.9,93.0
2012-01-02,08,<LD,14,0.6,1.0,1.7,3.1,84.6
2012-01-02,09,<LD,16,0.5,1.0,0.8,2.3,76.5
2012-01-02,10,<LD,14,0.5,1.7,1.4,4.0,73.3
2012-01-02,11,<LD,13,0.6,1.6,1.4,3.7,72.0
2012-01-02,12,<LD,13,0.7,1.3,1.1,3.0,70.3
2012-01-02,13,<LD,13,0.9,0.6,0.4,0.8,69.9
2012-01-02,14,<LD,13,0.8,0.9,0.5,1.4,69.0
2012-01-02,15,<LD,13,0.8,0.9,0.9,2.3,69.1
2012-01-02,16,<LD,13,0.5,1.5,1.0,2.8,68.7
2012-01-02,17,<LD,13,0.5,1.1,0.7,2.3,67.9
2012-01-02,18,<LD,13,0.6,0.8,0.9,2.1,48.0
2012-01-02,19,<LD,13,0.4,0.7,0.8,1.5,39.4
2012-01-02,20,<LD,12,0.4,0.4,1.4,1.8,38.3
2012-01-02,21,<LD,10,0.5,0.5,1.3,2.1,37.5
2012-01-02,22,<LD,8,1.3,1.0,2.7,4.2,37.5
2012-01-02,23,<LD,8,0.8,2.1,3.5,6.6,37.2
2012-01-03,00,<LD,9,0.8,0.6,2.4,3.7,37.1
2012-01-03,01,<LD,10,0.9,1.0,0.7,2.0,36.3
2012-01-03,02,<LD,8,0.4,0.9,2.0,3.2,35.3
2012-01-03,03,<LD,6,0.5,0.5,1.5,2.3,35.0
2012-01-03,04,<LD,3,1.5,3.4,3.7,7.7,35.0
2012-01-03,05,<LD,2,1.3,10.1,5.5,16.9,34.9
2012-01-03,06,<LD,2,2.0,32.1,9.0,42.5,35.2
2012-01-03,07,0.04,4,2.5,43.2,14.5,59.3,36.5
2012-01-03,08,<LD,9,1.4,15.9,10.5,27.7,38.5
2012-01-03,09,<LD,15,0.9,6.3,6.7,14.3,39.2
2012-01-03,10,<LD,28,1.0,1.6,7.8,10.1,39.7
2012-01-03,11,<LD,33,0.9,0.9,3.9,5.1,38.7
2012-01-03,12,<LD,34,1.0,5.6,22.8,29.4,39.7
2012-01-03,13,<LD,27,0.7,2.1,6.6,9.5,40.6
2012-01-03,14,<LD,23,0.7,0.5,0.7,1.3,43.3
2012-01-03,15,<LD,24,0.9,0.8,0.7,1.8,44.0
2012-01-03,16,<LD,24,0.8,0.8,0.8,2.0,46.1
2012-01-03,17,<LD,23,0.6,0.5,0.7,1.2,47.1
2012-01-03,18,<LD,22,0.5,0.8,0.5,1.4,48.6
2012-01-03,19,<LD,17,0.7,1.8,5.9,8.5,49.2
2012-01-03,20,<LD,14,1.5,2.2,7.9,11.1,50.6
2012-01-03,21,0.06,25,1.9,1.3,7.6,9.4,55.2
2012-01-03,22,<LD,24,0.7,0.7,6.8,7.6,56.4
2012-01-03,23,<LD,24,0.5,0.5,3.4,4.0,57.1
2012-01-04,00,<LD,23,0.4,0.6,3.6,4.3,57.4
2012-01-04,01,<LD,24,0.5,1.3,2.5,3.8,57.4
2012-01-04,02,<LD,23,0.5,0.5,1.6,2.3,57.2
2012-01-04,03,<LD,21,0.3,0.4,2.5,3.0,57.2
2012-01-04,04,<LD,18,0.5,0.5,6.4,7.3,56.7
2012-01-04,05,<LD,19,0.4,0.9,2.6,4.0,56.0
2012-01-04,06,<LD,16,0.5,6.2,5.1,11.8,54.5
2012-01-04,07,<LD,14,1.0,12.2,9.4,22.7,53.5
2012-01-04,08,<LD,16,1.3,8.0,7.5,16.9,52.8
2012-01-04,09,<LD,19,1.2,5.6,5.0,11.6,52.8
2012-01-04,10,<LD,23,0.9,1.3,2.6,4.7,52.6
2012-01-04,11,<LD,28,0.8,2.2,2.3,5.0,52.7
2012-01-04,12,<LD,29,0.6,1.7,1.6,3.7,51.2
2012-01-04,13,<LD,33,0.6,1.0,1.7,3.1,49.4
2012-01-04,14,<LD,33,0.6,2.7,2.6,5.8,47.0
2012-01-04,15,<LD,35,0.6,1.3,1.9,3.6,45.9
2012-01-04,16,<LD,37,0.8,1.9,8.1,10.8,44.9
2012-01-04,17,---,---,---,---,---,---,44.1
2012-01-04,18,---,---,---,---,---,---,42.8
2012-01-04,19,---,---,---,---,---,---,42.8
2012-01-04,20,---,---,---,---,---,---,41.8
2012-01-04,21,---,---,---,---,---,---,36.9
2012-01-04,22,---,---,---,---,---,---,35.9
2012-01-04,23,---,---,---,---,---,---,---
2012-01-05,00,---,---,---,---,---,---,---
2012-01-05,01,---,---,---,---,---,---,---
2012-01-05,02,---,---,---,---,---,---,---
2012-01-05,03,---,24,---,---,---,---,---
2012-01-05,04,0.04,23,0.4,0.5,1.6,2.5,---
2012-01-05,05,<LD,22,0.5,0.6,2.5,3.4,---
2012-01-05,06,<LD,21,0.7,1.3,6.0,8.0,---
2012-01-05,07,<LD,21,2.0,5.2,10.0,16.3,---
2012-01-05,08,<LD,21,4.0,5.5,9.6,16.2,---
2012-01-05,09,<LD,24,4.5,4.1,7.8,12.9,---
2012-01-05,10,---,---,2.6,3.9,8.0,12.9,---
2012-01-05,11,<LD,27,---,7.9,6.3,14.9,---
2012-01-05,12,0.04,28,4.0,---,---,---,---
2012-01-05,13,<LD,31,2.5,1.5,2.9,5.0,---
2012-01-05,14,<LD,33,1.7,2.8,4.6,8.2,---
2012-01-05,15,<LD,35,1.5,1.3,3.7,5.6,---
2012-01-05,16,<LD,35,1.3,2.4,4.7,7.8,---
2012-01-05,17,<LD,17,1.1,0.7,2.2,3.4,---
2012-01-05,18,<LD,14,0.7,0.5,1.3,2.0,---
2012-01-05,19,<LD,11,0.9,1.6,5.4,7.8,---
2012-01-05,20,<LD,12,0.7,1.0,3.8,5.4,---
2012-01-05,21,<LD,10,1.0,1.7,6.1,8.5,172.0
2012-01-05,22,<LD,10,1.0,1.1,5.4,7.0,166.4
2012-01-05,23,<LD,11,0.8,0.6,2.6,3.2,161.1
2012-01-06,00,<LD,10,0.8,0.7,4.3,5.6,156.3
2012-01-06,01,<LD,7,1.0,1.1,6.3,8.0,151.7
2012-01-06,02,<LD,6,1.1,1.3,8.1,9.9,147.4
2012-01-06,03,<LD,7,1.2,1.4,6.7,9.0,142.9
2012-01-06,04,<LD,10,0.7,1.0,3.7,5.2,139.2
2012-01-06,05,<LD,13,0.6,0.4,1.4,2.0,136.0
2012-01-06,06,<LD,10,0.8,1.9,3.7,6.7,132.6
2012-01-06,07,<LD,11,0.8,1.6,2.5,4.9,132.0
2012-01-06,08,<LD,10,1.0,0.9,1.0,2.6,123.9
2012-01-06,09,<LD,10,0.9,3.0,1.4,5.4,121.7
2012-01-06,10,<LD,10,0.7,0.7,0.5,1.5,110.7
2012-01-06,11,<LD,10,0.7,0.5,0.4,1.1,112.2
2012-01-06,12,<LD,10,0.7,0.5,0.4,0.8,112.4
2012-01-06,13,<LD,11,0.8,0.6,0.4,1.0,119.6
2012-01-06,14,<LD,12,0.9,0.6,0.4,1.0,121.6
2012-01-06,15,<LD,13,0.6,0.5,0.4,1.2,122.1
2012-01-06,16,<LD,13,0.6,1.0,0.6,2.1,122.2
2012-01-06,17,<LD,13,0.5,0.4,0.4,0.8,107.1
2012-01-06,18,<LD,13,0.6,0.5,0.5,1.2,106.2
2012-01-06,19,<LD,13,0.6,0.9,1.1,2.7,106.7
2012-01-06,20,<LD,12,0.6,1.5,1.6,3.7,106.1
2012-01-06,21,<LD,10,0.6,1.0,1.7,3.3,105.0
2012-01-06,22,<LD,10,0.7,0.7,1.6,2.6,104.0
2012-01-06,23,<LD,11,0.6,0.5,0.7,1.4,103.6
2012-01-07,00,<LD,11,0.6,1.5,1.5,3.6,103.1
2012-01-07,01,<LD,11,0.5,0.7,1.4,2.5,102.9
2012-01-07,02,<LD,11,0.6,0.9,2.1,3.7,102.9
2012-01-07,03,<LD,11,0.5,0.5,2.3,3.2,104.4
2012-01-07,04,<LD,7,0.6,0.5,4.7,5.4,106.1
2012-01-07,05,<LD,3,0.9,7.6,9.1,17.8,108.0
2012-01-07,06,<LD,2,2.4,27.3,15.8,44.6,110.9
2012-01-07,07,<LD,7,1.3,7.3,9.8,18.6,109.7
2012-01-07,08,<LD,12,0.7,5.9,8.8,16.1,107.4
2012-01-07,09,<LD,15,0.9,4.7,8.3,14.0,99.5
2012-01-07,10,<LD,18,0.8,1.2,2.3,4.3,99.9
2012-01-07,11,<LD,20,0.8,2.0,3.3,6.0,97.7
2012-01-07,12,<LD,25,0.8,0.8,1.9,2.8,95.5
2012-01-07,13,<LD,26,0.8,0.6,2.2,3.1,86.5
2012-01-07,14,<LD,28,0.9,0.4,1.9,2.2,84.1
2012-01-07,15,<LD,31,0.8,0.8,1.4,2.5,87.0
2012-01-07,16,<LD,33,0.7,0.4,1.0,1.7,89.2
2012-01-07,17,<LD,34,0.7,0.7,1.6,2.8,89.7
2012-01-07,18,<LD,35,0.8,0.5,1.8,2.6,91.2
2012-01-07,19,<LD,34,0.9,0.5,2.7,3.4,91.9
2012-01-07,20,<LD,30,1.1,0.8,6.3,7.1,93.8
2012-01-07,21,<LD,29,1.1,0.4,6.6,7.2,96.5
2012-01-07,22,<LD,30,1.1,0.4,4.8,5.4,98.2
2012-01-07,23,<LD,31,0.9,0.5,3.9,4.7,98.9
2012-01-08,00,<LD,31,0.8,0.4,2.5,2.8,100.4
2012-01-08,01,<LD,32,0.8,0.4,1.5,1.6,102.9
2012-01-08,02,<LD,36,0.9,0.5,2.9,3.7,110.2
2012-01-08,03,<LD,30,0.7,0.5,3.6,4.5,111.7
2012-01-08,04,<LD,25,0.5,0.4,1.5,1.7,112.1
2012-01-08,05,<LD,23,0.6,0.4,1.8,2.2,112.0
2012-01-08,06,<LD,19,0.5,0.6,2.9,3.9,109.8
2012-01-08,07,<LD,18,0.6,1.3,1.5,3.4,108.7
2012-01-08,08,<LD,19,0.5,1.1,1.3,2.8,122.8
2012-01-08,09,<LD,20,0.6,0.8,1.2,2.7,142.4
2012-01-08,10,<LD,24,0.6,0.6,0.8,1.6,161.5
2012-01-08,11,<LD,27,0.6,0.5,0.9,1.4,173.1
2012-01-08,12,<LD,31,0.6,0.5,0.9,1.4,192.5
2012-01-08,13,<LD,35,0.7,0.4,0.7,1.1,203.5
2012-01-08,14,<LD,35,0.6,0.4,0.7,1.2,205.1
2012-01-08,15,<LD,35,0.6,0.4,0.9,1.6,201.7
2012-01-08,16,<LD,35,0.6,0.5,0.8,1.4,200.7
2012-01-08,17,<LD,35,0.6,0.4,0.6,0.9,199.7
2012-01-08,18,<LD,35,0.8,1.2,1.2,3.0,198.2
2012-01-08,19,<LD,34,0.9,0.7,1.7,2.5,197.6
2012-01-08,20,<LD,31,0.9,1.1,4.0,5.6,197.7
2012-01-08,21,<LD,28,0.9,0.9,3.8,4.9,197.2
2012-01-08,22,<LD,25,1.1,0.6,5.4,6.5,196.8
2012-01-08,23,<LD,24,0.9,0.5,5.5,6.2,197.3
2012-01-09,00,<LD,26,0.8,0.5,3.7,4.7,196.2
2012-01-09,01,<LD,26,0.6,0.5,2.7,3.4,193.8
2012-01-09,02,<LD,27,0.6,0.6,1.4,2.4,186.2
2012-01-09,03,<LD,24,0.5,1.1,1.4,2.8,183.8
2012-01-09,04,<LD,23,0.6,1.3,1.2,2.7,182.8
2012-01-09,05,<LD,22,0.6,0.8,1.9,3.3,182.8
2012-01-09,06,<LD,18,1.1,2.5,5.5,8.5,182.8
2012-01-09,07,<LD,17,1.4,4.6,10.3,16.1,182.0
2012-01-09,08,<LD,22,0.9,3.7,6.0,10.8,177.7
2012-01-09,09,<LD,23,1.0,3.5,6.3,10.9,182.6
2012-01-09,10,<LD,26,0.9,1.6,5.6,8.0,189.5
2012-01-09,11,<LD,29,1.2,8.5,7.2,16.4,188.0
2012-01-09,12,<LD,32,1.2,1.7,4.8,7.2,173.1
2012-01-09,13,<LD,35,1.0,2.3,5.2,8.4,168.3
2012-01-09,14,<LD,35,1.1,2.6,6.6,9.8,173.5
2012-01-09,15,<LD,34,1.4,8.8,8.6,17.9,178.5
2012-01-09,16,<LD,37,1.1,1.3,5.2,7.1,184.5
2012-01-09,17,0.09,37,1.9,4.5,8.5,13.9,194.0
2012-01-09,18,<LD,40,1.2,0.9,5.5,6.6,206.3
2012-01-09,19,0.05,39,1.3,1.3,5.8,7.6,215.6
2012-01-09,20,<LD,38,1.5,0.7,6.1,7.1,216.9
2012-01-09,21,<LD,32,1.3,1.2,8.0,10.0,221.7
2012-01-09,22,<LD,15,1.1,10.0,25.5,36.8,223.2
2012-01-09,23,<LD,21,0.9,2.6,17.0,20.6,221.6
2012-01-10,00,<LD,24,0.9,2.3,15.2,18.3,221.3
2012-01-10,01,<LD,20,0.8,0.7,5.9,6.9,222.7
2012-01-10,02,<LD,12,1.0,0.9,12.3,14.0,223.0
2012-01-10,03,<LD,9,1.0,0.8,12.4,13.9,222.3
2012-01-10,04,<LD,12,0.8,0.6,7.2,8.2,220.6
2012-01-10,05,0.04,15,0.8,0.9,4.6,5.7,219.0
2012-01-10,06,<LD,12,1.2,1.2,8.5,10.2,217.9
2012-01-10,07,0.07,6,2.5,44.8,23.3,69.5,218.8
2012-01-10,08,0.04,7,1.9,10.1,16.3,27.8,207.7
2012-01-10,09,<LD,16,1.3,5.9,10.9,18.1,181.7
2012-01-10,10,<LD,20,0.9,2.7,8.6,12.5,148.2
2012-01-10,11,<LD,---,0.7,2.3,5.9,9.0,129.6
2012-01-10,12,<LD,---,1.1,8.4,14.9,24.4,121.7
2012-01-10,13,<LD,---,0.8,2.9,12.1,16.0,115.3
2012-01-10,14,---,---,1.0,2.2,8.2,11.0,106.4
2012-01-10,15,<LD,22,1.0,3.9,8.3,13.3,99.5
2012-01-10,16,0.05,17,1.4,16.6,9.5,27.2,91.7
2012-01-10,17,0.08,16,1.6,7.9,10.3,19.3,82.0
2012-01-10,18,0.05,17,0.9,2.4,8.0,11.3,69.8
2012-01-10,19,0.06,17,1.1,1.0,7.5,8.8,61.4
2012-01-10,20,0.06,15,0.9,0.9,7.9,9.2,58.0
2012-01-10,21,0.07,11,0.9,1.1,10.8,12.7,51.2
2012-01-10,22,0.04,7,0.7,0.9,11.0,12.5,47.4
2012-01-10,23,<LD,5,0.8,1.5,13.2,15.4,46.1
2012-01-11,00,<LD,8,0.5,0.6,7.3,8.4,44.1
2012-01-11,01,<LD,9,0.5,0.5,5.8,6.4,40.9
2012-01-11,02,<LD,8,0.6,0.4,8.4,9.0,39.1
2012-01-11,03,<LD,11,0.5,0.4,4.6,5.0,37.7
2012-01-11,04,0.11,7,0.6,1.2,7.1,8.4,37.5
2012-01-11,05,0.13,6,0.6,0.9,8.1,9.5,37.1
2012-01-11,06,0.09,4,0.9,4.4,12.4,18.1,37.1
2012-01-11,07,0.04,8,0.7,4.2,6.5,12.0,35.8
2012-01-11,08,<LD,10,0.6,3.3,4.2,8.6,44.9
2012-01-11,09,<LD,11,0.7,5.3,5.7,12.3,52.9
2012-01-11,10,<LD,12,0.7,6.2,5.5,12.8,56.6
2012-01-11,11,<LD,14,0.6,1.3,2.4,4.5,59.4
2012-01-11,12,<LD,15,0.6,1.1,2.4,4.2,61.1
2012-01-11,13,<LD,16,0.5,1.8,2.8,5.6,61.4
2012-01-11,14,<LD,16,0.5,2.1,5.2,8.2,62.8
2012-01-11,15,<LD,14,0.7,4.1,4.2,9.0,65.2
2012-01-11,16,<LD,12,0.7,1.0,1.5,2.9,66.0
2012-01-11,17,<LD,13,0.7,0.5,0.7,1.2,66.3
2012-01-11,18,<LD,12,0.6,0.4,0.9,1.6,67.7
2012-01-11,19,<LD,11,0.6,1.3,2.1,4.3,66.0
2012-01-11,20,<LD,10,0.8,0.9,3.2,4.9,67.1
2012-01-11,21,<LD,8,0.9,1.6,5.3,7.9,68.1
2012-01-11,22,<LD,6,0.9,0.8,5.7,7.3,69.9
2012-01-11,23,<LD,6,1.1,1.3,5.6,7.5,71.4
2012-01-12,00,<LD,6,0.9,0.7,4.4,5.6,72.9
2012-01-12,01,<LD,5,0.7,0.9,4.9,6.4,74.3
2012-01-12,02,<LD,5,0.8,0.5,4.1,4.7,74.8
2012-01-12,03,<LD,6,0.7,0.6,4.2,5.0,75.9
2012-01-12,04,<LD,5,0.6,1.4,4.6,6.9,76.6
2012-01-12,05,0.04,4,0.8,3.0,5.1,9.2,77.5
2012-01-12,06,0.13,2,2.1,11.1,8.5,21.0,78.8
2012-01-12,07,0.21,6,2.3,18.9,14.6,35.0,80.8
2012-01-12,08,0.06,6,1.0,13.8,7.7,22.9,73.3
2012-01-12,09,0.05,8,0.9,18.5,7.9,27.9,65.2
2012-01-12,10,0.04,11,0.8,4.7,3.6,9.4,60.7
2012-01-12,11,<LD,14,0.8,2.4,2.7,6.0,58.9
2012-01-12,12,<LD,17,1.1,2.0,2.8,5.4,57.5
2012-01-12,13,<LD,20,0.8,2.5,1.8,4.9,56.4
2012-01-12,14,<LD,20,0.7,2.4,3.3,6.6,54.6
2012-01-12,15,<LD,20,0.9,1.9,2.7,5.2,52.0
2012-01-12,16,<LD,21,0.8,2.3,2.7,5.5,51.2
2012-01-12,17,<LD,22,1.4,2.3,3.6,6.7,51.2
2012-01-12,18,<LD,24,1.1,4.9,3.6,9.1,49.1
2012-01-12,19,<LD,23,0.9,0.7,2.7,3.3,49.4
2012-01-12,20,0.06,17,1.2,0.8,10.0,11.1,50.6
2012-01-12,21,0.19,6,2.3,4.7,25.4,31.3,52.5
2012-01-12,22,0.20,7,2.0,1.8,20.7,23.2,53.6
2012-01-12,23,0.06,15,1.2,0.5,8.4,9.1,54.8
2012-01-13,00,0.07,11,1.7,0.6,10.9,11.8,56.9
2012-01-13,01,0.04,15,1.1,0.6,5.6,6.4,57.6
2012-01-13,02,0.09,20,2.4,0.4,3.0,3.3,60.1
2012-01-13,03,0.08,17,0.8,0.8,7.2,8.3,61.9
2012-01-13,04,<LD,18,0.5,0.5,2.4,2.9,62.6
2012-01-13,05,0.05,12,0.6,6.1,5.4,12.4,63.6
2012-01-13,06,0.06,13,0.7,3.0,5.5,9.3,62.5
2012-01-13,07,0.04,14,0.9,2.7,4.2,7.9,60.4
2012-01-13,08,0.04,16,0.7,4.5,4.9,10.4,60.2
2012-01-13,09,0.06,19,0.6,3.0,4.2,8.4,61.2
2012-01-13,10,0.04,25,0.8,5.7,5.4,12.4,65.0
2012-01-13,11,<LD,29,0.7,1.4,2.5,4.3,65.4
2012-01-13,12,<LD,28,0.6,1.0,2.7,4.2,64.5
2012-01-13,13,<LD,26,0.6,1.2,1.7,3.8,63.0
2012-01-13,14,<LD,25,0.7,1.7,2.1,4.5,62.3
2012-01-13,15,<LD,21,0.5,1.2,2.1,3.9,61.9
2012-01-13,16,<LD,16,1.4,12.5,14.0,27.4,63.0
2012-01-13,17,<LD,22,2.1,2.3,8.2,11.3,62.1
2012-01-13,18,<LD,28,1.2,0.4,2.8,3.2,62.2
2012-01-13,19,<LD,27,1.0,0.6,2.0,2.9,62.6
2012-01-13,20,<LD,23,0.8,0.6,6.1,7.1,61.3
2012-01-13,21,0.06,21,1.1,0.8,8.3,9.7,60.4
2012-01-13,22,0.38,28,1.5,0.4,10.6,11.3,62.5
2012-01-13,23,0.27,25,1.3,0.4,9.0,9.5,63.6
2012-01-14,00,0.16,26,1.0,0.7,7.9,9.0,63.2
2012-01-14,01,0.11,28,0.8,0.5,5.3,6.2,63.6
2012-01-14,02,0.04,26,0.6,0.8,3.5,4.4,64.5
2012-01-14,03,<LD,28,0.6,0.5,1.9,2.9,64.2
2012-01-14,04,<LD,27,0.8,0.4,1.9,2.6,65.9
2012-01-14,05,<LD,24,1.0,0.7,4.0,5.3,66.0
2012-01-14,06,<LD,21,0.8,0.7,6.7,8.1,66.8
2012-01-14,07,0.04,22,0.9,7.1,7.4,15.2,66.9
2012-01-14,08,0.04,24,0.8,3.1,10.9,15.1,66.6
2012-01-14,09,<LD,28,0.6,1.6,5.7,8.1,66.4
2012-01-14,10,<LD,30,1.0,1.0,3.7,5.2,64.3
2012-01-14,11,<LD,32,0.8,1.0,3.2,4.6,63.8
2012-01-14,12,<LD,34,0.9,0.5,2.6,3.3,64.4
2012-01-14,13,<LD,35,0.9,0.6,2.5,3.6,64.9
2012-01-14,14,<LD,32,1.0,0.6,1.0,1.7,65.3
2012-01-14,15,<LD,30,0.8,0.4,1.1,1.5,65.5
2012-01-14,16,<LD,31,0.8,0.4,0.7,1.0,63.7
2012-01-14,17,<LD,30,0.7,0.6,0.7,1.4,63.2
2012-01-14,18,<LD,30,0.8,0.5,1.5,2.2,62.1
2012-01-14,19,<LD,31,0.9,0.5,1.4,2.0,61.4
2012-01-14,20,<LD,28,1.0,0.5,3.7,4.1,62.3
2012-01-14,21,<LD,30,0.9,0.4,2.0,2.3,63.6
2012-01-14,22,<LD,32,0.8,0.5,1.8,2.5,65.0
2012-01-14,23,<LD,33,0.8,0.5,1.1,1.5,65.4
2012-01-15,00,<LD,33,0.7,0.4,1.2,1.6,64.7
2012-01-15,01,<LD,33,0.7,0.4,0.7,1.0,64.7
2012-01-15,02,<LD,32,0.6,0.5,1.5,2.6,62.6
2012-01-15,03,<LD,27,1.0,0.8,6.6,8.0,62.1
2012-01-15,04,<LD,22,1.1,0.7,13.2,14.3,60.5
2012-01-15,05,<LD,26,1.0,0.4,5.0,5.8,59.6
2012-01-15,06,<LD,24,1.0,0.6,6.8,8.0,59.4
2012-01-15,07,<LD,26,0.8,0.5,2.7,3.3,59.2
2012-01-15,08,<LD,27,0.8,0.8,7.6,9.1,58.6
2012-01-15,09,<LD,31,0.7,1.2,4.2,6.1,58.6
2012-01-15,10,<LD,33,0.9,1.1,5.0,6.5,58.8
2012-01-15,11,<LD,33,1.1,0.4,3.3,4.0,58.2
2012-01-15,12,<LD,33,1.2,0.4,1.7,2.3,57.4
2012-01-15,13,<LD,34,1.3,0.6,1.6,2.4,57.0
2012-01-15,14,<LD,35,1.1,0.4,1.0,1.6,57.0
2012-01-15,15,<LD,34,1.1,0.6,1.2,2.0,56.6
2012-01-15,16,<LD,35,1.2,0.7,1.4,2.6,56.1
2012-01-15,17,<LD,36,1.1,0.4,0.9,1.2,55.8
2012-01-15,18,<LD,36,1.2,0.4,1.5,1.9,55.1
2012-01-15,19,<LD,34,1.8,0.7,2.5,3.1,54.6
2012-01-15,20,<LD,16,0.8,0.5,1.7,2.3,62.3
2012-01-15,21,<LD,15,0.6,0.5,1.6,2.5,59.4
2012-01-15,22,<LD,15,0.5,0.6,1.5,2.6,53.4
2012-01-15,23,0.04,12,1.0,0.6,4.8,6.0,49.7
2012-01-16,00,0.05,8,1.1,1.0,8.6,10.1,48.5
2012-01-16,01,0.05,10,0.7,0.4,3.0,3.2,48.0
2012-01-16,02,0.05,7,1.1,0.9,7.7,9.4,47.2
2012-01-16,03,0.08,11,0.7,0.5,3.9,4.5,47.8
2012-01-16,04,0.04,13,0.5,0.4,1.4,2.2,47.6
2012-01-16,05,0.05,14,0.7,0.5,1.3,2.0,47.8
2012-01-16,06,<LD,16,0.6,0.4,0.7,1.2,47.4
2012-01-16,07,0.04,19,0.9,1.5,3.2,5.7,46.9
2012-01-16,08,0.04,22,1.0,1.3,4.9,7.1,46.4
2012-01-16,09,0.04,23,0.9,2.7,5.3,9.0,45.8
2012-01-16,10,0.09,26,2.9,1.5,4.8,7.1,45.1
2012-01-16,11,0.08,29,1.2,2.0,5.1,7.7,48.7
2012-01-16,12,0.04,21,0.9,2.0,4.6,7.5,51.8
2012-01-16,13,0.04,20,0.8,1.9,4.8,7.6,54.8
2012-01-16,14,0.04,18,0.9,1.8,4.2,7.0,57.9
2012-01-16,15,0.04,18,1.0,1.0,3.0,4.7,60.8
2012-01-16,16,0.04,20,1.2,0.6,1.3,2.4,63.4
2012-01-16,17,0.04,19,0.9,0.9,1.7,3.4,65.7
2012-01-16,18,0.04,18,0.7,0.5,1.7,2.7,67.3
2012-01-16,19,<LD,15,0.7,0.6,2.2,3.3,68.1
2012-01-16,20,<LD,15,0.6,0.7,1.8,2.7,58.8
2012-01-16,21,<LD,12,0.7,0.6,2.4,3.1,58.4
2012-01-16,22,<LD,13,0.6,0.6,1.8,2.8,58.4
2012-01-16,23,<LD,13,0.7,0.9,1.9,3.3,58.7
2012-01-17,00,<LD,12,0.9,1.0,2.9,4.5,58.2
2012-01-17,01,<LD,12,0.5,0.9,1.1,2.4,56.9
2012-01-17,02,<LD,11,0.6,0.6,1.0,2.3,56.2
2012-01-17,03,<LD,11,0.5,0.4,0.7,1.3,54.3
2012-01-17,04,<LD,11,0.8,0.5,0.9,1.4,53.5
2012-01-17,05,<LD,8,0.8,0.6,2.1,3.3,52.7
2012-01-17,06,0.04,5,0.9,6.2,7.7,15.1,52.8
2012-01-17,07,0.16,5,3.7,16.0,12.3,29.7,54.5
2012-01-17,08,0.08,8,2.5,9.5,7.6,18.3,55.5
2012-01-17,09,0.07,10,2.4,7.9,5.8,14.9,55.5
2012-01-17,10,0.06,12,2.5,5.9,5.8,12.9,55.3
2012-01-17,11,0.08,14,3.4,6.5,6.9,14.7,52.1
2012-01-17,12,0.06,17,1.3,7.1,8.7,17.2,49.6
2012-01-17,13,0.07,24,0.9,2.7,8.4,11.9,47.4
2012-01-17,14,0.07,31,1.1,1.1,9.3,10.8,44.1
2012-01-17,15,0.15,21,1.5,5.7,16.8,23.8,42.7
2012-01-17,16,0.25,21,2.4,4.0,11.0,16.2,40.5
2012-01-17,17,0.27,25,4.4,1.7,8.0,10.6,39.9
