"FECHA_HORA",FECHA,HORA,WATERQ_Temp,WATERQ_pH,WATERQ_OD,WATERQ_OD_pc,DATASET
2015-05-13:23:00,05/13/2015,23:00:00,21.78,7.36,8.44,96.38,crbuoy2015
2015-05-13:23:15,05/13/2015,23:15:00,21.81,7.39,8.57,97.94,crbuoy2015
2015-05-13:23:30,05/13/2015,23:30:00,21.78,7.38,8.53,97.43,crbuoy2015
2015-05-13:23:45,05/13/2015,23:45:00,21.78,7.38,8.51,97.16,crbuoy2015
2015-05-14:00:00,05/14/2015,00:00:00,21.81,7.37,8.48,96.86,crbuoy2015
2015-05-14:00:15,05/14/2015,00:15:00,21.79,7.37,8.44,96.38,crbuoy2015
2015-05-14:00:30,05/14/2015,00:30:00,21.84,7.36,8.41,96.11,crbuoy2015
2015-05-14:00:45,05/14/2015,00:45:00,21.87,7.34,8.29,94.82,crbuoy2015
2015-05-14:01:00,05/14/2015,01:00:00,21.87,7.33,8.24,94.23,crbuoy2015
2015-05-14:01:15,05/14/2015,01:15:00,21.79,7.31,8.17,93.32,crbuoy2015
2015-05-14:01:30,05/14/2015,01:30:00,21.65,7.31,8.18,93.15,crbuoy2015
2015-05-14:01:45,05/14/2015,01:45:00,21.57,7.31,8.17,92.9,crbuoy2015
2015-05-14:02:00,05/14/2015,02:00:00,21.58,7.31,8.14,92.61,crbuoy2015
2015-05-14:02:15,05/14/2015,02:15:00,21.51,7.3,8.12,92.28,crbuoy2015
2015-05-14:02:30,05/14/2015,02:30:00,21.5,7.3,8.09,91.84,crbuoy2015
2015-05-14:02:45,05/14/2015,02:45:00,21.47,7.31,8.15,92.54,crbuoy2015
2015-05-14:03:00,05/14/2015,03:00:00,21.53,7.32,8.14,92.45,crbuoy2015
2015-05-14:03:15,05/14/2015,03:15:00,21.55,7.32,8.16,92.73,crbuoy2015
2015-05-14:03:30,05/14/2015,03:30:00,21.55,7.32,8.13,92.36,crbuoy2015
2015-05-14:03:45,05/14/2015,03:45:00,21.54,7.31,8.11,92.13,crbuoy2015
2015-05-14:04:00,05/14/2015,04:00:00,21.53,7.31,8.1,91.99,crbuoy2015
2015-05-14:04:15,05/14/2015,04:15:00,21.56,7.31,8.07,91.79,crbuoy2015
2015-05-14:04:30,05/14/2015,04:30:00,21.53,7.3,8.05,91.49,crbuoy2015
2015-05-14:04:45,05/14/2015,04:45:00,21.5,7.3,8.05,91.38,crbuoy2015
2015-05-14:05:00,05/14/2015,05:00:00,21.53,7.3,8.02,91.13,crbuoy2015
2015-05-14:05:15,05/14/2015,05:15:00,21.49,7.29,8,90.83,crbuoy2015
2015-05-14:05:30,05/14/2015,05:30:00,21.48,7.29,7.97,90.49,crbuoy2015
2015-05-14:05:45,05/14/2015,05:45:00,21.46,7.28,7.96,90.3,crbuoy2015
2015-05-14:06:00,05/14/2015,06:00:00,21.45,7.28,7.96,90.31,crbuoy2015
2015-05-14:06:15,05/14/2015,06:15:00,21.42,7.28,7.95,90.08,crbuoy2015
2015-05-14:06:30,05/14/2015,06:30:00,21.39,7.28,7.94,89.98,crbuoy2015
2015-05-14:06:45,05/14/2015,06:45:00,21.39,7.3,8.05,91.19,crbuoy2015
2015-05-14:07:00,05/14/2015,07:00:00,21.4,7.3,8.05,91.2,crbuoy2015
2015-05-14:07:15,05/14/2015,07:15:00,21.43,7.32,8.17,92.61,crbuoy2015
2015-05-14:07:30,05/14/2015,07:30:00,21.5,7.34,8.23,93.42,crbuoy2015
2015-05-14:07:45,05/14/2015,07:45:00,21.51,7.35,8.26,93.82,crbuoy2015
2015-05-14:08:00,05/14/2015,08:00:00,21.53,7.35,8.3,94.32,crbuoy2015
2015-05-14:08:15,05/14/2015,08:15:00,21.54,7.36,8.32,94.51,crbuoy2015
2015-05-14:08:30,05/14/2015,08:30:00,21.58,7.37,8.38,95.31,crbuoy2015
2015-05-14:08:45,05/14/2015,08:45:00,21.58,7.37,8.37,95.2,crbuoy2015
2015-05-14:09:00,05/14/2015,09:00:00,21.62,7.38,8.42,95.84,crbuoy2015
2015-05-14:09:15,05/14/2015,09:15:00,21.71,7.4,8.51,97.08,crbuoy2015
2015-05-14:09:30,05/14/2015,09:30:00,21.74,7.41,8.55,97.52,crbuoy2015
2015-05-14:09:45,05/14/2015,09:45:00,21.81,7.42,8.59,98.16,crbuoy2015
2015-05-14:10:00,05/14/2015,10:00:00,21.89,7.45,8.68,99.31,crbuoy2015
2015-05-14:10:15,05/14/2015,10:15:00,22.11,7.46,8.71,100.03,crbuoy2015
2015-05-14:10:30,05/14/2015,10:30:00,22.12,7.48,8.79,101.05,crbuoy2015
2015-05-14:10:45,05/14/2015,10:45:00,22.23,7.46,8.78,101.13,crbuoy2015
2015-05-14:11:00,05/14/2015,11:00:00,22.3,7.49,8.85,102.04,crbuoy2015
2015-05-14:11:15,05/14/2015,11:15:00,22.42,7.51,8.94,103.29,crbuoy2015
2015-05-14:11:30,05/14/2015,11:30:00,22.47,7.53,9.01,104.24,crbuoy2015
2015-05-14:11:45,05/14/2015,11:45:00,22.81,7.56,9.06,105.52,crbuoy2015
2015-05-14:12:00,05/14/2015,12:00:00,22.8,7.56,9.08,105.68,crbuoy2015
2015-05-14:12:15,05/14/2015,12:15:00,22.61,7.52,9.01,104.53,crbuoy2015
2015-05-14:12:30,05/14/2015,12:30:00,22.81,7.55,9.08,105.71,crbuoy2015
2015-05-14:12:45,05/14/2015,12:45:00,22.94,7.57,9.14,106.73,crbuoy2015
2015-05-14:13:00,05/14/2015,13:00:00,22.92,7.56,9.15,106.72,crbuoy2015
2015-05-14:13:15,05/14/2015,13:15:00,23,7.58,9.17,107.16,crbuoy2015
2015-05-14:13:30,05/14/2015,13:30:00,23.21,7.63,9.34,109.61,crbuoy2015
2015-05-14:13:45,05/14/2015,13:45:00,23.51,7.7,9.46,111.63,crbuoy2015
2015-05-14:14:00,05/14/2015,14:00:00,23.58,7.68,9.41,111.2,crbuoy2015
2015-05-14:14:15,05/14/2015,14:15:00,23.64,7.63,9.29,109.83,crbuoy2015
2015-05-14:14:30,05/14/2015,14:30:00,23.59,7.6,9.24,109.2,crbuoy2015
2015-05-14:14:45,05/14/2015,14:45:00,23.53,7.62,9.3,109.79,crbuoy2015
2015-05-14:15:00,05/14/2015,15:00:00,23.28,7.6,9.34,109.69,crbuoy2015
2015-05-14:15:15,05/14/2015,15:15:00,23.26,7.59,9.31,109.28,crbuoy2015
2015-05-14:15:30,05/14/2015,15:30:00,23.13,7.57,9.29,108.79,crbuoy2015
2015-05-14:15:45,05/14/2015,15:45:00,23.02,7.5,9.1,106.43,crbuoy2015
2015-05-14:16:00,05/14/2015,16:00:00,22.96,7.49,9.09,106.19,crbuoy2015
2015-05-14:16:15,05/14/2015,16:15:00,22.96,7.52,9.15,106.87,crbuoy2015
2015-05-14:16:30,05/14/2015,16:30:00,22.96,7.54,9.2,107.4,crbuoy2015
2015-05-14:16:45,05/14/2015,16:45:00,22.96,7.59,9.28,108.39,crbuoy2015
2015-05-14:17:00,05/14/2015,17:00:00,22.95,7.61,9.3,108.64,crbuoy2015
2015-05-14:17:15,05/14/2015,17:15:00,22.95,7.59,9.25,107.94,crbuoy2015
2015-05-14:17:30,05/14/2015,17:30:00,23.06,7.66,9.39,109.8,crbuoy2015
2015-05-14:17:45,05/14/2015,17:45:00,23.08,7.59,9.2,107.72,crbuoy2015
2015-05-14:18:00,05/14/2015,18:00:00,22.94,7.48,8.87,103.6,crbuoy2015
2015-05-14:18:15,05/14/2015,18:15:00,22.62,7.44,8.86,102.79,crbuoy2015
2015-05-14:18:30,05/14/2015,18:30:00,22.6,7.41,8.8,102.07,crbuoy2015
2015-05-14:18:45,05/14/2015,18:45:00,22.59,7.41,8.81,102.22,crbuoy2015
2015-05-14:19:00,05/14/2015,19:00:00,22.56,7.41,8.7,100.8,crbuoy2015
2015-05-14:19:15,05/14/2015,19:15:00,22.6,7.42,8.67,100.6,crbuoy2015
2015-05-14:19:30,05/14/2015,19:30:00,22.61,7.46,8.78,101.89,crbuoy2015
2015-05-14:19:45,05/14/2015,19:45:00,22.58,7.46,8.81,102.15,crbuoy2015
2015-05-14:20:00,05/14/2015,20:00:00,22.53,7.46,8.83,102.23,crbuoy2015
2015-05-14:20:15,05/14/2015,20:15:00,22.46,7.43,8.73,100.94,crbuoy2015
2015-05-14:20:30,05/14/2015,20:30:00,22.43,7.43,8.7,100.52,crbuoy2015
2015-05-14:20:45,05/14/2015,20:45:00,22.37,7.41,8.64,99.82,crbuoy2015
2015-05-14:21:00,05/14/2015,21:00:00,22.34,7.4,8.6,99.3,crbuoy2015
2015-05-14:21:15,05/14/2015,21:15:00,22.29,7.37,8.48,97.72,crbuoy2015
2015-05-14:21:30,05/14/2015,21:30:00,22.19,7.39,8.58,98.72,crbuoy2015
2015-05-14:21:45,05/14/2015,21:45:00,22.15,7.41,8.7,100.01,crbuoy2015
2015-05-14:22:00,05/14/2015,22:00:00,22.13,7.41,8.72,100.17,crbuoy2015
2015-05-14:22:15,05/14/2015,22:15:00,22.1,7.41,8.68,99.7,crbuoy2015
2015-05-14:22:30,05/14/2015,22:30:00,22.08,7.38,8.58,98.53,crbuoy2015
2015-05-14:22:45,05/14/2015,22:45:00,22.05,7.37,8.5,97.58,crbuoy2015
2015-05-14:23:00,05/14/2015,23:00:00,22.01,7.36,8.47,97.13,crbuoy2015
2015-05-14:23:15,05/14/2015,23:15:00,22,7.36,8.49,97.31,crbuoy2015
2015-05-14:23:30,05/14/2015,23:30:00,21.98,7.36,8.47,97.1,crbuoy2015
2015-05-14:23:45,05/14/2015,23:45:00,21.95,7.33,8.3,95.08,crbuoy2015
2015-05-15:00:00,05/15/2015,00:00:00,21.92,7.34,8.33,95.36,crbuoy2015
2015-05-15:00:15,05/15/2015,00:15:00,21.88,7.31,8.19,93.66,crbuoy2015
2015-05-15:00:30,05/15/2015,00:30:00,21.87,7.31,8.17,93.43,crbuoy2015
2015-05-15:00:45,05/15/2015,00:45:00,21.83,7.31,8.16,93.26,crbuoy2015
2015-05-15:01:00,05/15/2015,01:00:00,21.81,7.29,8.09,92.43,crbuoy2015
2015-05-15:01:15,05/15/2015,01:15:00,21.78,7.29,8.05,91.96,crbuoy2015
2015-05-15:01:30,05/15/2015,01:30:00,21.77,7.27,7.99,91.23,crbuoy2015
2015-05-15:01:45,05/15/2015,01:45:00,21.73,7.27,7.98,91.08,crbuoy2015
2015-05-15:02:00,05/15/2015,02:00:00,21.72,7.28,8.03,91.6,crbuoy2015
2015-05-15:02:15,05/15/2015,02:15:00,21.72,7.28,7.99,91.15,crbuoy2015
2015-05-15:02:30,05/15/2015,02:30:00,21.75,7.28,7.97,90.93,crbuoy2015
2015-05-15:02:45,05/15/2015,02:45:00,21.73,7.28,7.95,90.7,crbuoy2015
2015-05-15:03:00,05/15/2015,03:00:00,21.73,7.27,7.92,90.33,crbuoy2015
2015-05-15:03:15,05/15/2015,03:15:00,21.75,7.27,7.91,90.25,crbuoy2015
2015-05-15:03:30,05/15/2015,03:30:00,21.7,7.27,7.89,89.91,crbuoy2015
2015-05-15:03:45,05/15/2015,03:45:00,21.68,7.26,7.86,89.62,crbuoy2015
2015-05-15:04:00,05/15/2015,04:00:00,21.68,7.26,7.86,89.56,crbuoy2015
2015-05-15:04:15,05/15/2015,04:15:00,21.66,7.25,7.82,89.07,crbuoy2015
2015-05-15:04:30,05/15/2015,04:30:00,21.65,7.25,7.81,88.99,crbuoy2015
2015-05-15:04:45,05/15/2015,04:45:00,21.61,7.26,7.84,89.26,crbuoy2015
2015-05-15:05:00,05/15/2015,05:00:00,21.66,7.26,7.84,89.3,crbuoy2015
2015-05-15:05:15,05/15/2015,05:15:00,21.69,7.26,7.78,88.71,crbuoy2015
2015-05-15:05:30,05/15/2015,05:30:00,21.64,7.25,7.74,88.14,crbuoy2015
2015-05-15:05:45,05/15/2015,05:45:00,21.49,7.24,7.73,87.72,crbuoy2015
2015-05-15:06:00,05/15/2015,06:00:00,21.47,7.25,7.74,87.89,crbuoy2015
2015-05-15:06:15,05/15/2015,06:15:00,21.45,7.25,7.74,87.83,crbuoy2015
2015-05-15:06:30,05/15/2015,06:30:00,21.5,7.26,7.77,88.2,crbuoy2015
2015-05-15:06:45,05/15/2015,06:45:00,21.61,7.27,7.82,88.97,crbuoy2015
2015-05-15:07:00,05/15/2015,07:00:00,21.65,7.28,7.88,89.77,crbuoy2015
2015-05-15:07:15,05/15/2015,07:15:00,21.64,7.28,7.92,90.16,crbuoy2015
2015-05-15:07:30,05/15/2015,07:30:00,21.67,7.29,7.93,90.31,crbuoy2015
2015-05-15:07:45,05/15/2015,07:45:00,21.69,7.29,7.94,90.47,crbuoy2015
2015-05-15:08:00,05/15/2015,08:00:00,21.76,7.32,8.07,92.16,crbuoy2015
2015-05-15:08:15,05/15/2015,08:15:00,21.86,7.35,8.28,94.67,crbuoy2015
2015-05-15:08:30,05/15/2015,08:30:00,21.97,7.37,8.36,95.79,crbuoy2015
2015-05-15:08:45,05/15/2015,08:45:00,22.16,7.39,8.41,96.7,crbuoy2015
2015-05-15:09:00,05/15/2015,09:00:00,22.36,7.38,8.33,96.22,crbuoy2015
2015-05-15:09:15,05/15/2015,09:15:00,22.45,7.39,8.42,97.41,crbuoy2015
2015-05-15:09:30,05/15/2015,09:30:00,22.48,7.39,8.44,97.66,crbuoy2015
2015-05-15:09:45,05/15/2015,09:45:00,22.59,7.41,8.54,99,crbuoy2015
2015-05-15:10:00,05/15/2015,10:00:00,22.67,7.4,8.56,99.4,crbuoy2015
2015-05-15:10:15,05/15/2015,10:15:00,22.27,7.36,8.4,96.84,crbuoy2015
2015-05-15:10:30,05/15/2015,10:30:00,22.25,7.38,8.55,98.49,crbuoy2015
2015-05-15:10:45,05/15/2015,10:45:00,22.28,7.38,8.53,98.34,crbuoy2015
2015-05-15:11:00,05/15/2015,11:00:00,22.22,7.37,8.53,98.25,crbuoy2015
2015-05-15:11:15,05/15/2015,11:15:00,22.36,7.43,8.73,100.78,crbuoy2015
2015-05-15:11:30,05/15/2015,11:30:00,22.53,7.45,8.77,101.59,crbuoy2015
2015-05-15:11:45,05/15/2015,11:45:00,22.72,7.49,8.93,103.83,crbuoy2015
2015-05-15:12:00,05/15/2015,12:00:00,22.69,7.46,8.84,102.7,crbuoy2015
2015-05-15:12:15,05/15/2015,12:15:00,22.74,7.52,9.01,104.76,crbuoy2015
2015-05-15:12:30,05/15/2015,12:30:00,22.54,7.48,8.94,103.61,crbuoy2015
2015-05-15:12:45,05/15/2015,12:45:00,22.44,7.45,8.86,102.47,crbuoy2015
2015-05-15:13:00,05/15/2015,13:00:00,22.32,7.41,8.71,100.51,crbuoy2015
2015-05-15:13:15,05/15/2015,13:15:00,22.31,7.41,8.72,100.62,crbuoy2015
2015-05-15:13:30,05/15/2015,13:30:00,22.3,7.41,8.72,100.56,crbuoy2015
2015-05-15:13:45,05/15/2015,13:45:00,22.27,7.41,8.73,100.6,crbuoy2015
2015-05-15:14:00,05/15/2015,14:00:00,22.22,7.39,8.66,99.7,crbuoy2015
2015-05-15:14:15,05/15/2015,14:15:00,22.18,7.4,8.68,99.9,crbuoy2015
2015-05-15:14:30,05/15/2015,14:30:00,22.14,7.36,8.53,98.05,crbuoy2015
2015-05-15:14:45,05/15/2015,14:45:00,22.13,7.35,8.47,97.34,crbuoy2015
2015-05-15:15:00,05/15/2015,15:00:00,22.11,7.35,8.45,97.15,crbuoy2015
2015-05-15:15:15,05/15/2015,15:15:00,22.22,7.39,8.65,99.58,crbuoy2015
2015-05-15:15:30,05/15/2015,15:30:00,22.34,7.4,8.59,99.18,crbuoy2015
2015-05-15:15:45,05/15/2015,15:45:00,22.29,7.39,8.59,99.09,crbuoy2015
2015-05-15:16:00,05/15/2015,16:00:00,22.18,7.36,8.52,98.08,crbuoy2015
2015-05-15:16:15,05/15/2015,16:15:00,22.17,7.36,8.55,98.42,crbuoy2015
2015-05-15:16:30,05/15/2015,16:30:00,22.07,7.36,8.49,97.49,crbuoy2015
2015-05-15:16:45,05/15/2015,16:45:00,22.07,7.37,8.57,98.34,crbuoy2015
2015-05-15:17:00,05/15/2015,17:00:00,22.06,7.37,8.58,98.47,crbuoy2015
2015-05-15:17:15,05/15/2015,17:15:00,22.01,7.38,8.59,98.53,crbuoy2015
2015-05-15:17:30,05/15/2015,17:30:00,22,7.4,8.68,99.56,crbuoy2015
2015-05-15:17:45,05/15/2015,17:45:00,22.04,7.41,8.73,100.24,crbuoy2015
2015-05-15:18:00,05/15/2015,18:00:00,22.02,7.42,8.74,100.27,crbuoy2015
2015-05-15:18:15,05/15/2015,18:15:00,22.02,7.41,8.72,100,crbuoy2015
2015-05-15:18:30,05/15/2015,18:30:00,21.99,7.4,8.64,99.09,crbuoy2015
2015-05-15:18:45,05/15/2015,18:45:00,21.95,7.4,8.67,99.37,crbuoy2015
2015-05-15:19:00,05/15/2015,19:00:00,21.91,7.37,8.55,97.83,crbuoy2015
2015-05-15:19:15,05/15/2015,19:15:00,21.9,7.37,8.55,97.89,crbuoy2015
2015-05-15:19:30,05/15/2015,19:30:00,21.87,7.36,8.48,96.97,crbuoy2015
2015-05-15:19:45,05/15/2015,19:45:00,21.85,7.36,8.5,97.23,crbuoy2015
2015-05-15:20:00,05/15/2015,20:00:00,21.82,7.35,8.43,96.35,crbuoy2015
2015-05-15:20:15,05/15/2015,20:15:00,21.78,7.34,8.36,95.42,crbuoy2015
2015-05-15:20:30,05/15/2015,20:30:00,21.83,7.37,8.42,96.24,crbuoy2015
2015-05-15:20:45,05/15/2015,20:45:00,21.9,7.39,8.53,97.59,crbuoy2015
2015-05-15:21:00,05/15/2015,21:00:00,21.87,7.38,8.51,97.34,crbuoy2015
2015-05-15:21:15,05/15/2015,21:15:00,21.87,7.37,8.44,96.58,crbuoy2015
2015-05-15:21:30,05/15/2015,21:30:00,21.85,7.37,8.45,96.61,crbuoy2015
2015-05-15:21:45,05/15/2015,21:45:00,21.81,7.37,8.46,96.7,crbuoy2015
2015-05-15:22:00,05/15/2015,22:00:00,21.79,7.37,8.45,96.45,crbuoy2015
2015-05-15:22:15,05/15/2015,22:15:00,21.85,7.37,8.46,96.7,crbuoy2015
2015-05-15:22:30,05/15/2015,22:30:00,21.83,7.36,8.42,96.22,crbuoy2015
2015-05-15:22:45,05/15/2015,22:45:00,21.82,7.36,8.42,96.26,crbuoy2015
2015-05-15:23:00,05/15/2015,23:00:00,21.81,7.36,8.4,95.92,crbuoy2015
2015-05-15:23:15,05/15/2015,23:15:00,21.76,7.35,8.36,95.43,crbuoy2015
2015-05-15:23:30,05/15/2015,23:30:00,21.75,7.35,8.35,95.35,crbuoy2015
2015-05-15:23:45,05/15/2015,23:45:00,21.7,7.35,8.35,95.2,crbuoy2015
2015-05-16:00:00,05/16/2015,00:00:00,21.68,7.34,8.33,94.9,crbuoy2015
2015-05-16:00:15,05/16/2015,00:15:00,21.69,7.34,8.3,94.67,crbuoy2015
2015-05-16:00:30,05/16/2015,00:30:00,21.69,7.33,8.28,94.34,crbuoy2015
2015-05-16:00:45,05/16/2015,00:45:00,21.7,7.32,8.29,94.52,crbuoy2015
2015-05-16:01:00,05/16/2015,01:00:00,21.7,7.32,8.27,94.25,crbuoy2015
2015-05-16:01:15,05/16/2015,01:15:00,21.67,7.32,8.24,93.93,crbuoy2015
2015-05-16:01:30,05/16/2015,01:30:00,21.62,7.32,8.24,93.75,crbuoy2015
2015-05-16:01:45,05/16/2015,01:45:00,21.6,7.31,8.19,93.24,crbuoy2015
2015-05-16:02:00,05/16/2015,02:00:00,21.59,7.31,8.18,93.1,crbuoy2015
2015-05-16:02:15,05/16/2015,02:15:00,21.57,7.31,8.17,92.91,crbuoy2015
2015-05-16:02:30,05/16/2015,02:30:00,21.57,7.31,8.12,92.4,crbuoy2015
2015-05-16:02:45,05/16/2015,02:45:00,21.62,7.28,7.98,90.88,crbuoy2015
2015-05-16:03:00,05/16/2015,03:00:00,21.62,7.27,7.94,90.35,crbuoy2015
2015-05-16:03:15,05/16/2015,03:15:00,21.6,7.27,7.92,90.12,crbuoy2015
2015-05-16:03:30,05/16/2015,03:30:00,21.59,7.27,7.89,89.81,crbuoy2015
2015-05-16:03:45,05/16/2015,03:45:00,21.59,7.26,7.86,89.4,crbuoy2015
2015-05-16:04:00,05/16/2015,04:00:00,21.59,7.26,7.83,89.03,crbuoy2015
2015-05-16:04:15,05/16/2015,04:15:00,21.57,7.26,7.81,88.88,crbuoy2015
2015-05-16:04:30,05/16/2015,04:30:00,21.54,7.26,7.81,88.73,crbuoy2015
2015-05-16:04:45,05/16/2015,04:45:00,21.56,7.25,7.77,88.4,crbuoy2015
2015-05-16:05:00,05/16/2015,05:00:00,21.53,7.25,7.77,88.32,crbuoy2015
2015-05-16:05:15,05/16/2015,05:15:00,21.52,7.25,7.77,88.3,crbuoy2015
2015-05-16:05:30,05/16/2015,05:30:00,21.54,7.26,7.82,88.85,crbuoy2015
2015-05-16:05:45,05/16/2015,05:45:00,21.51,7.26,7.8,88.58,crbuoy2015
2015-05-16:06:00,05/16/2015,06:00:00,21.49,7.25,7.77,88.23,crbuoy2015
2015-05-16:06:15,05/16/2015,06:15:00,21.46,7.27,7.87,89.26,crbuoy2015
2015-05-16:06:30,05/16/2015,06:30:00,21.5,7.28,7.88,89.53,crbuoy2015
2015-05-16:06:45,05/16/2015,06:45:00,21.56,7.28,7.9,89.87,crbuoy2015
2015-05-16:07:00,05/16/2015,07:00:00,21.54,7.28,7.86,89.39,crbuoy2015
2015-05-16:07:15,05/16/2015,07:15:00,21.53,7.28,7.86,89.36,crbuoy2015
2015-05-16:07:30,05/16/2015,07:30:00,21.57,7.29,7.92,90.11,crbuoy2015
2015-05-16:07:45,05/16/2015,07:45:00,21.56,7.29,7.95,90.46,crbuoy2015
2015-05-16:08:00,05/16/2015,08:00:00,21.59,7.3,7.98,90.82,crbuoy2015
2015-05-16:08:15,05/16/2015,08:15:00,21.6,7.3,8.01,91.19,crbuoy2015
2015-05-16:08:30,05/16/2015,08:30:00,21.63,7.31,8.06,91.75,crbuoy2015
2015-05-16:08:45,05/16/2015,08:45:00,21.65,7.32,8.11,92.36,crbuoy2015
2015-05-16:09:00,05/16/2015,09:00:00,21.69,7.33,8.18,93.27,crbuoy2015
2015-05-16:09:15,05/16/2015,09:15:00,21.69,7.34,8.24,93.9,crbuoy2015
2015-05-16:09:30,05/16/2015,09:30:00,21.72,7.36,8.29,94.6,crbuoy2015
2015-05-16:09:45,05/16/2015,09:45:00,21.78,7.36,8.33,95.13,crbuoy2015
2015-05-16:10:00,05/16/2015,10:00:00,21.78,7.37,8.36,95.45,crbuoy2015
2015-05-16:10:15,05/16/2015,10:15:00,21.79,7.37,8.36,95.54,crbuoy2015
2015-05-16:10:30,05/16/2015,10:30:00,21.81,7.37,8.37,95.67,crbuoy2015
2015-05-16:10:45,05/16/2015,10:45:00,21.79,7.36,8.36,95.46,crbuoy2015
2015-05-16:11:00,05/16/2015,11:00:00,21.77,7.36,8.34,95.22,crbuoy2015
2015-05-16:11:15,05/16/2015,11:15:00,21.76,7.35,8.31,94.81,crbuoy2015
2015-05-16:11:30,05/16/2015,11:30:00,21.75,7.35,8.29,94.61,crbuoy2015
2015-05-16:11:45,05/16/2015,11:45:00,21.78,7.37,8.33,95.17,crbuoy2015
2015-05-16:12:00,05/16/2015,12:00:00,22.05,7.38,8.37,96.09,crbuoy2015
