"FECHA_HORA",FECHA,HORA,WATERQ_Temp,WATERQ_pH,WATERQ_OD,WATERQ_OD_pc,DATASET
2016-05-02:13:15,05/02/2016,13:15:00,13.79,7.42,9.75,94.45,crbuoy2016
2016-05-02:13:30,05/02/2016,13:30:00,13.78,7.42,9.7,94,crbuoy2016
2016-05-02:13:45,05/02/2016,13:45:00,13.8,7.43,9.77,94.72,crbuoy2016
2016-05-02:14:00,05/02/2016,14:00:00,13.78,7.43,9.79,94.84,crbuoy2016
2016-05-02:14:15,05/02/2016,14:15:00,13.79,7.43,9.82,95.16,crbuoy2016
2016-05-02:14:30,05/02/2016,14:30:00,13.81,7.43,9.77,94.69,crbuoy2016
2016-05-02:14:45,05/02/2016,14:45:00,13.82,7.44,9.84,95.39,crbuoy2016
2016-05-02:15:00,05/02/2016,15:00:00,13.83,7.44,9.87,95.7,crbuoy2016
2016-05-02:15:15,05/02/2016,15:15:00,13.86,7.42,9.77,94.79,crbuoy2016
2016-05-02:15:30,05/02/2016,15:30:00,13.83,7.42,9.78,94.83,crbuoy2016
2016-05-02:15:45,05/02/2016,15:45:00,13.84,7.41,9.75,94.58,crbuoy2016
2016-05-02:16:00,05/02/2016,16:00:00,13.82,7.43,9.8,95.07,crbuoy2016
2016-05-02:16:15,05/02/2016,16:15:00,13.82,7.44,9.84,95.42,crbuoy2016
2016-05-02:16:30,05/02/2016,16:30:00,13.82,7.43,9.84,95.41,crbuoy2016
2016-05-02:16:45,05/02/2016,16:45:00,13.79,7.45,9.93,96.24,crbuoy2016
2016-05-02:17:00,05/02/2016,17:00:00,13.79,7.46,9.96,96.51,crbuoy2016
2016-05-02:17:15,05/02/2016,17:15:00,13.77,7.47,9.99,96.77,crbuoy2016
2016-05-02:17:30,05/02/2016,17:30:00,13.76,7.49,10.09,97.69,crbuoy2016
2016-05-02:17:45,05/02/2016,17:45:00,13.75,7.5,10.1,97.79,crbuoy2016
2016-05-02:18:00,05/02/2016,18:00:00,13.75,7.5,10.13,98.12,crbuoy2016
2016-05-02:18:15,05/02/2016,18:15:00,13.75,7.5,10.09,97.68,crbuoy2016
2016-05-02:18:30,05/02/2016,18:30:00,13.75,7.5,10.1,97.81,crbuoy2016
2016-05-02:18:45,05/02/2016,18:45:00,13.74,7.49,10.06,97.35,crbuoy2016
2016-05-02:19:00,05/02/2016,19:00:00,13.75,7.49,10.05,97.25,crbuoy2016
2016-05-02:19:15,05/02/2016,19:15:00,13.74,7.47,9.97,96.49,crbuoy2016
2016-05-02:19:30,05/02/2016,19:30:00,13.74,7.47,9.92,96.03,crbuoy2016
2016-05-02:19:45,05/02/2016,19:45:00,13.74,7.46,9.89,95.74,crbuoy2016
2016-05-02:20:00,05/02/2016,20:00:00,13.72,7.46,9.87,95.52,crbuoy2016
2016-05-02:20:15,05/02/2016,20:15:00,13.73,7.45,9.82,94.97,crbuoy2016
2016-05-02:20:30,05/02/2016,20:30:00,13.73,7.44,9.78,94.59,crbuoy2016
2016-05-02:20:45,05/02/2016,20:45:00,13.72,7.44,9.76,94.42,crbuoy2016
2016-05-02:21:00,05/02/2016,21:00:00,13.72,7.42,9.68,93.63,crbuoy2016
2016-05-02:21:15,05/02/2016,21:15:00,13.71,7.4,9.56,92.51,crbuoy2016
2016-05-02:21:30,05/02/2016,21:30:00,13.7,7.41,9.63,93.08,crbuoy2016
2016-05-02:21:45,05/02/2016,21:45:00,13.72,7.42,9.69,93.77,crbuoy2016
2016-05-02:22:00,05/02/2016,22:00:00,13.7,7.42,9.69,93.68,crbuoy2016
2016-05-02:22:15,05/02/2016,22:15:00,13.69,7.42,9.72,93.94,crbuoy2016
2016-05-02:22:30,05/02/2016,22:30:00,13.68,7.41,9.63,93.09,crbuoy2016
2016-05-02:22:45,05/02/2016,22:45:00,13.66,7.42,9.66,93.36,crbuoy2016
2016-05-02:23:00,05/02/2016,23:00:00,13.65,7.41,9.65,93.25,crbuoy2016
2016-05-02:23:15,05/02/2016,23:15:00,13.64,7.42,9.67,93.44,crbuoy2016
2016-05-02:23:30,05/02/2016,23:30:00,13.64,7.44,9.82,94.81,crbuoy2016
2016-05-02:23:45,05/02/2016,23:45:00,13.62,7.43,9.78,94.37,crbuoy2016
2016-05-03:00:00,05/03/2016,00:00:00,13.63,7.44,9.81,94.69,crbuoy2016
2016-05-03:00:15,05/03/2016,00:15:00,13.61,7.43,9.79,94.46,crbuoy2016
2016-05-03:00:30,05/03/2016,00:30:00,13.61,7.44,9.81,94.7,crbuoy2016
2016-05-03:00:45,05/03/2016,00:45:00,13.6,7.43,9.77,94.24,crbuoy2016
2016-05-03:01:00,05/03/2016,01:00:00,13.59,7.41,9.66,93.17,crbuoy2016
2016-05-03:01:15,05/03/2016,01:15:00,13.59,7.41,9.67,93.26,crbuoy2016
2016-05-03:01:30,05/03/2016,01:30:00,13.57,7.4,9.59,92.47,crbuoy2016
2016-05-03:01:45,05/03/2016,01:45:00,13.57,7.4,9.57,92.32,crbuoy2016
2016-05-03:02:00,05/03/2016,02:00:00,13.56,7.39,9.51,91.67,crbuoy2016
2016-05-03:02:15,05/03/2016,02:15:00,13.54,7.38,9.47,91.3,crbuoy2016
2016-05-03:02:30,05/03/2016,02:30:00,13.55,7.39,9.52,91.79,crbuoy2016
2016-05-03:02:45,05/03/2016,02:45:00,13.54,7.39,9.48,91.37,crbuoy2016
2016-05-03:03:00,05/03/2016,03:00:00,13.52,7.37,9.4,90.5,crbuoy2016
2016-05-03:03:15,05/03/2016,03:15:00,13.51,7.39,9.55,91.93,crbuoy2016
2016-05-03:03:30,05/03/2016,03:30:00,13.5,7.42,9.73,93.69,crbuoy2016
2016-05-03:03:45,05/03/2016,03:45:00,13.51,7.42,9.73,93.74,crbuoy2016
2016-05-03:04:00,05/03/2016,04:00:00,13.51,7.41,9.7,93.43,crbuoy2016
2016-05-03:04:15,05/03/2016,04:15:00,13.51,7.41,9.7,93.45,crbuoy2016
2016-05-03:04:30,05/03/2016,04:30:00,13.5,7.41,9.71,93.46,crbuoy2016
2016-05-03:04:45,05/03/2016,04:45:00,13.49,7.41,9.71,93.5,crbuoy2016
2016-05-03:05:00,05/03/2016,05:00:00,13.48,7.41,9.69,93.24,crbuoy2016
2016-05-03:05:15,05/03/2016,05:15:00,13.47,7.4,9.66,92.93,crbuoy2016
2016-05-03:05:30,05/03/2016,05:30:00,13.47,7.4,9.63,92.64,crbuoy2016
2016-05-03:05:45,05/03/2016,05:45:00,13.47,7.4,9.62,92.56,crbuoy2016
2016-05-03:06:00,05/03/2016,06:00:00,13.45,7.39,9.6,92.3,crbuoy2016
2016-05-03:06:15,05/03/2016,06:15:00,13.44,7.39,9.6,92.26,crbuoy2016
2016-05-03:06:30,05/03/2016,06:30:00,13.42,7.39,9.63,92.53,crbuoy2016
2016-05-03:06:45,05/03/2016,06:45:00,13.44,7.4,9.63,92.58,crbuoy2016
2016-05-03:07:00,05/03/2016,07:00:00,13.45,7.4,9.64,92.74,crbuoy2016
2016-05-03:07:15,05/03/2016,07:15:00,13.44,7.4,9.64,92.71,crbuoy2016
2016-05-03:07:30,05/03/2016,07:30:00,13.45,7.4,9.62,92.49,crbuoy2016
2016-05-03:07:45,05/03/2016,07:45:00,13.43,7.4,9.65,92.81,crbuoy2016
2016-05-03:08:00,05/03/2016,08:00:00,13.44,7.4,9.66,92.88,crbuoy2016
2016-05-03:08:15,05/03/2016,08:15:00,13.44,7.4,9.62,92.46,crbuoy2016
2016-05-03:08:30,05/03/2016,08:30:00,13.43,7.4,9.6,92.33,crbuoy2016
2016-05-03:08:45,05/03/2016,08:45:00,13.43,7.4,9.6,92.29,crbuoy2016
2016-05-03:09:00,05/03/2016,09:00:00,13.43,7.4,9.67,92.94,crbuoy2016
2016-05-03:09:15,05/03/2016,09:15:00,13.43,7.4,9.62,92.5,crbuoy2016
2016-05-03:09:30,05/03/2016,09:30:00,13.44,7.41,9.69,93.16,crbuoy2016
2016-05-03:09:45,05/03/2016,09:45:00,13.45,7.41,9.66,92.87,crbuoy2016
2016-05-03:10:00,05/03/2016,10:00:00,13.46,7.41,9.69,93.22,crbuoy2016
2016-05-03:10:15,05/03/2016,10:15:00,13.49,7.42,9.75,93.82,crbuoy2016
2016-05-03:10:30,05/03/2016,10:30:00,13.48,7.42,9.73,93.62,crbuoy2016
2016-05-03:10:45,05/03/2016,10:45:00,13.49,7.42,9.73,93.68,crbuoy2016
2016-05-03:11:00,05/03/2016,11:00:00,13.5,7.43,9.79,94.24,crbuoy2016
2016-05-03:11:15,05/03/2016,11:15:00,13.53,7.43,9.81,94.55,crbuoy2016
2016-05-03:11:30,05/03/2016,11:30:00,13.53,7.44,9.8,94.44,crbuoy2016
2016-05-03:11:45,05/03/2016,11:45:00,13.54,7.44,9.82,94.62,crbuoy2016
2016-05-03:12:00,05/03/2016,12:00:00,13.54,7.44,9.85,94.95,crbuoy2016
2016-05-03:12:15,05/03/2016,12:15:00,13.51,7.45,9.92,95.56,crbuoy2016
2016-05-03:12:30,05/03/2016,12:30:00,13.52,7.46,9.94,95.77,crbuoy2016
2016-05-03:12:45,05/03/2016,12:45:00,13.56,7.48,10.04,96.8,crbuoy2016
2016-05-03:13:00,05/03/2016,13:00:00,13.56,7.49,10.09,97.29,crbuoy2016
2016-05-03:13:15,05/03/2016,13:15:00,13.57,7.49,10.06,97.01,crbuoy2016
2016-05-03:13:30,05/03/2016,13:30:00,13.58,7.5,10.11,97.5,crbuoy2016
2016-05-03:13:45,05/03/2016,13:45:00,13.62,7.5,10.11,97.64,crbuoy2016
2016-05-03:14:00,05/03/2016,14:00:00,13.62,7.51,10.12,97.72,crbuoy2016
2016-05-03:14:15,05/03/2016,14:15:00,13.6,7.49,10.07,97.2,crbuoy2016
2016-05-03:14:30,05/03/2016,14:30:00,13.59,7.48,10.01,96.55,crbuoy2016
2016-05-03:14:45,05/03/2016,14:45:00,13.58,7.48,10.01,96.51,crbuoy2016
2016-05-03:15:00,05/03/2016,15:00:00,13.59,7.49,10.03,96.78,crbuoy2016
2016-05-03:15:15,05/03/2016,15:15:00,13.58,7.49,10.04,96.83,crbuoy2016
2016-05-03:15:30,05/03/2016,15:30:00,13.57,7.5,10.06,96.99,crbuoy2016
2016-05-03:15:45,05/03/2016,15:45:00,13.58,7.5,10.06,97.01,crbuoy2016
2016-05-03:16:00,05/03/2016,16:00:00,13.57,7.49,10.02,96.66,crbuoy2016
2016-05-03:16:15,05/03/2016,16:15:00,13.57,7.49,10.03,96.7,crbuoy2016
2016-05-03:16:30,05/03/2016,16:30:00,13.56,7.49,10.03,96.72,crbuoy2016
2016-05-03:16:45,05/03/2016,16:45:00,13.55,7.49,10.05,96.89,crbuoy2016
2016-05-03:17:00,05/03/2016,17:00:00,13.55,7.49,10.03,96.73,crbuoy2016
2016-05-03:17:15,05/03/2016,17:15:00,13.55,7.5,10.04,96.72,crbuoy2016
2016-05-03:17:30,05/03/2016,17:30:00,13.54,7.49,10.06,96.93,crbuoy2016
2016-05-03:17:45,05/03/2016,17:45:00,13.53,7.48,10.03,96.65,crbuoy2016
2016-05-03:18:00,05/03/2016,18:00:00,13.54,7.48,9.97,96.09,crbuoy2016
2016-05-03:18:15,05/03/2016,18:15:00,13.52,7.48,10.01,96.47,crbuoy2016
2016-05-03:18:30,05/03/2016,18:30:00,13.51,7.49,10.06,96.88,crbuoy2016
2016-05-03:18:45,05/03/2016,18:45:00,13.51,7.49,10.05,96.77,crbuoy2016
2016-05-03:19:00,05/03/2016,19:00:00,13.51,7.49,10.07,96.94,crbuoy2016
2016-05-03:19:15,05/03/2016,19:15:00,13.5,7.49,10.05,96.78,crbuoy2016
2016-05-03:19:30,05/03/2016,19:30:00,13.48,7.48,10.03,96.54,crbuoy2016
2016-05-03:19:45,05/03/2016,19:45:00,13.48,7.48,10.01,96.38,crbuoy2016
2016-05-03:20:00,05/03/2016,20:00:00,13.48,7.47,10.01,96.33,crbuoy2016
2016-05-03:20:15,05/03/2016,20:15:00,13.47,7.47,9.98,96.07,crbuoy2016
2016-05-03:20:30,05/03/2016,20:30:00,13.46,7.47,9.98,95.95,crbuoy2016
2016-05-03:20:45,05/03/2016,20:45:00,13.46,7.47,9.97,95.91,crbuoy2016
2016-05-03:21:00,05/03/2016,21:00:00,13.45,7.46,9.96,95.78,crbuoy2016
2016-05-03:21:15,05/03/2016,21:15:00,13.44,7.46,9.95,95.67,crbuoy2016
2016-05-03:21:30,05/03/2016,21:30:00,13.43,7.46,9.94,95.61,crbuoy2016
2016-05-03:21:45,05/03/2016,21:45:00,13.41,7.46,9.94,95.51,crbuoy2016
2016-05-03:22:00,05/03/2016,22:00:00,13.4,7.46,9.92,95.3,crbuoy2016
2016-05-03:22:15,05/03/2016,22:15:00,13.4,7.45,9.89,95.04,crbuoy2016
2016-05-03:22:30,05/03/2016,22:30:00,13.41,7.44,9.82,94.37,crbuoy2016
2016-05-03:22:45,05/03/2016,22:45:00,13.4,7.44,9.84,94.51,crbuoy2016
2016-05-03:23:00,05/03/2016,23:00:00,13.39,7.43,9.83,94.41,crbuoy2016
2016-05-03:23:15,05/03/2016,23:15:00,13.38,7.43,9.83,94.45,crbuoy2016
2016-05-03:23:30,05/03/2016,23:30:00,13.38,7.44,9.85,94.61,crbuoy2016
2016-05-03:23:45,05/03/2016,23:45:00,13.39,7.43,9.85,94.61,crbuoy2016
2016-05-04:00:00,05/04/2016,00:00:00,13.38,7.43,9.84,94.49,crbuoy2016
2016-05-04:00:15,05/04/2016,00:15:00,13.38,7.43,9.82,94.34,crbuoy2016
2016-05-04:00:30,05/04/2016,00:30:00,13.37,7.44,9.85,94.58,crbuoy2016
2016-05-04:00:45,05/04/2016,00:45:00,13.36,7.44,9.9,95.07,crbuoy2016
2016-05-04:01:00,05/04/2016,01:00:00,13.36,7.43,9.83,94.36,crbuoy2016
2016-05-04:01:15,05/04/2016,01:15:00,13.34,7.42,9.73,93.35,crbuoy2016
2016-05-04:01:30,05/04/2016,01:30:00,13.33,7.41,9.71,93.15,crbuoy2016
2016-05-04:01:45,05/04/2016,01:45:00,13.31,7.41,9.71,93.09,crbuoy2016
2016-05-04:02:00,05/04/2016,02:00:00,13.32,7.4,9.67,92.7,crbuoy2016
2016-05-04:02:15,05/04/2016,02:15:00,13.31,7.42,9.77,93.65,crbuoy2016
2016-05-04:02:30,05/04/2016,02:30:00,13.32,7.42,9.78,93.82,crbuoy2016
2016-05-04:02:45,05/04/2016,02:45:00,13.31,7.43,9.83,94.2,crbuoy2016
2016-05-04:03:00,05/04/2016,03:00:00,13.31,7.43,9.84,94.34,crbuoy2016
2016-05-04:03:15,05/04/2016,03:15:00,13.31,7.41,9.76,93.57,crbuoy2016
2016-05-04:03:30,05/04/2016,03:30:00,13.3,7.43,9.83,94.24,crbuoy2016
2016-05-04:03:45,05/04/2016,03:45:00,13.31,7.42,9.82,94.14,crbuoy2016
2016-05-04:04:00,05/04/2016,04:00:00,13.29,7.42,9.8,93.95,crbuoy2016
2016-05-04:04:15,05/04/2016,04:15:00,13.27,7.41,9.75,93.42,crbuoy2016
2016-05-04:04:30,05/04/2016,04:30:00,13.26,7.41,9.77,93.53,crbuoy2016
2016-05-04:04:45,05/04/2016,04:45:00,13.25,7.41,9.77,93.53,crbuoy2016
2016-05-04:05:00,05/04/2016,05:00:00,13.24,7.41,9.76,93.46,crbuoy2016
2016-05-04:05:15,05/04/2016,05:15:00,13.24,7.41,9.76,93.42,crbuoy2016
2016-05-04:05:30,05/04/2016,05:30:00,13.25,7.41,9.76,93.44,crbuoy2016
2016-05-04:05:45,05/04/2016,05:45:00,13.23,7.39,9.61,91.93,crbuoy2016
2016-05-04:06:00,05/04/2016,06:00:00,13.23,7.4,9.71,92.98,crbuoy2016
2016-05-04:06:15,05/04/2016,06:15:00,13.22,7.4,9.69,92.7,crbuoy2016
2016-05-04:06:30,05/04/2016,06:30:00,13.22,7.41,9.75,93.27,crbuoy2016
2016-05-04:06:45,05/04/2016,06:45:00,13.2,7.41,9.72,92.93,crbuoy2016
2016-05-04:07:00,05/04/2016,07:00:00,13.19,7.41,9.69,92.69,crbuoy2016
2016-05-04:07:15,05/04/2016,07:15:00,13.19,7.41,9.71,92.8,crbuoy2016
2016-05-04:07:30,05/04/2016,07:30:00,13.19,7.41,9.7,92.8,crbuoy2016
2016-05-04:07:45,05/04/2016,07:45:00,13.19,7.41,9.69,92.64,crbuoy2016
2016-05-04:08:00,05/04/2016,08:00:00,13.19,7.41,9.71,92.84,crbuoy2016
2016-05-04:08:15,05/04/2016,08:15:00,13.19,7.41,9.7,92.73,crbuoy2016
2016-05-04:08:30,05/04/2016,08:30:00,13.19,7.41,9.71,92.86,crbuoy2016
2016-05-04:08:45,05/04/2016,08:45:00,13.19,7.41,9.71,92.87,crbuoy2016
2016-05-04:09:00,05/04/2016,09:00:00,13.19,7.41,9.71,92.88,crbuoy2016
2016-05-04:09:15,05/04/2016,09:15:00,13.19,7.42,9.75,93.22,crbuoy2016
2016-05-04:09:30,05/04/2016,09:30:00,13.2,7.42,9.78,93.52,crbuoy2016
2016-05-04:09:45,05/04/2016,09:45:00,13.2,7.43,9.79,93.63,crbuoy2016
2016-05-04:10:00,05/04/2016,10:00:00,13.23,7.43,9.82,93.97,crbuoy2016
2016-05-04:10:15,05/04/2016,10:15:00,13.25,7.44,9.84,94.26,crbuoy2016
2016-05-04:10:30,05/04/2016,10:30:00,13.26,7.45,9.87,94.53,crbuoy2016
2016-05-04:10:45,05/04/2016,10:45:00,13.27,7.45,9.89,94.77,crbuoy2016
2016-05-04:11:00,05/04/2016,11:00:00,13.27,7.45,9.9,94.84,crbuoy2016
2016-05-04:11:15,05/04/2016,11:15:00,13.26,7.46,9.92,94.98,crbuoy2016
2016-05-04:11:30,05/04/2016,11:30:00,13.26,7.46,9.94,95.17,crbuoy2016
2016-05-04:11:45,05/04/2016,11:45:00,13.27,7.46,9.96,95.37,crbuoy2016
2016-05-04:12:00,05/04/2016,12:00:00,13.29,7.47,9.96,95.46,crbuoy2016
2016-05-04:12:15,05/04/2016,12:15:00,13.3,7.45,9.91,95,crbuoy2016
2016-05-04:12:30,05/04/2016,12:30:00,13.32,7.45,9.89,94.89,crbuoy2016
2016-05-04:12:45,05/04/2016,12:45:00,13.33,7.46,9.94,95.34,crbuoy2016
2016-05-04:13:00,05/04/2016,13:00:00,13.33,7.45,9.9,94.96,crbuoy2016
2016-05-04:13:15,05/04/2016,13:15:00,13.35,7.46,9.93,95.35,crbuoy2016
2016-05-04:13:30,05/04/2016,13:30:00,13.36,7.47,9.94,95.42,crbuoy2016
2016-05-04:13:45,05/04/2016,13:45:00,13.38,7.48,9.98,95.85,crbuoy2016
2016-05-04:14:00,05/04/2016,14:00:00,13.41,7.49,10.01,96.15,crbuoy2016
2016-05-04:14:15,05/04/2016,14:15:00,13.43,7.48,10,96.12,crbuoy2016
2016-05-04:14:30,05/04/2016,14:30:00,13.43,7.48,9.96,95.79,crbuoy2016
2016-05-04:14:45,05/04/2016,14:45:00,13.44,7.46,9.91,95.35,crbuoy2016
2016-05-04:15:00,05/04/2016,15:00:00,13.41,7.48,9.97,95.8,crbuoy2016
2016-05-04:15:15,05/04/2016,15:15:00,13.37,7.48,9.96,95.69,crbuoy2016
2016-05-04:15:30,05/04/2016,15:30:00,13.35,7.45,9.86,94.59,crbuoy2016
2016-05-04:15:45,05/04/2016,15:45:00,13.36,7.42,9.72,93.36,crbuoy2016
2016-05-04:16:00,05/04/2016,16:00:00,13.35,7.38,9.5,91.18,crbuoy2016
2016-05-04:16:15,05/04/2016,16:15:00,13.34,7.38,9.55,91.64,crbuoy2016
2016-05-04:16:30,05/04/2016,16:30:00,13.34,7.38,9.52,91.36,crbuoy2016
2016-05-04:16:45,05/04/2016,16:45:00,13.34,7.39,9.59,92.06,crbuoy2016
2016-05-04:17:00,05/04/2016,17:00:00,13.34,7.4,9.63,92.45,crbuoy2016
2016-05-04:17:15,05/04/2016,17:15:00,13.33,7.4,9.66,92.66,crbuoy2016
2016-05-04:17:30,05/04/2016,17:30:00,13.31,7.4,9.66,92.63,crbuoy2016
2016-05-04:17:45,05/04/2016,17:45:00,13.32,7.39,9.6,92.06,crbuoy2016
2016-05-04:18:00,05/04/2016,18:00:00,13.3,7.38,9.56,91.63,crbuoy2016
2016-05-04:18:15,05/04/2016,18:15:00,13.31,7.36,9.48,90.89,crbuoy2016
2016-05-04:18:30,05/04/2016,18:30:00,13.29,7.37,9.49,91.03,crbuoy2016
2016-05-04:18:45,05/04/2016,18:45:00,13.22,7.41,9.69,92.72,crbuoy2016
2016-05-04:19:00,05/04/2016,19:00:00,13.21,7.4,9.63,92.14,crbuoy2016
2016-05-04:19:15,05/04/2016,19:15:00,13.22,7.42,9.67,92.53,crbuoy2016
2016-05-04:19:30,05/04/2016,19:30:00,13.21,7.41,9.67,92.52,crbuoy2016
2016-05-04:19:45,05/04/2016,19:45:00,13.2,7.41,9.69,92.67,crbuoy2016
2016-05-04:20:00,05/04/2016,20:00:00,13.21,7.42,9.72,93.03,crbuoy2016
2016-05-04:20:15,05/04/2016,20:15:00,13.19,7.42,9.75,93.27,crbuoy2016
2016-05-04:20:30,05/04/2016,20:30:00,13.17,7.41,9.69,92.68,crbuoy2016
2016-05-04:20:45,05/04/2016,20:45:00,13.18,7.41,9.66,92.36,crbuoy2016
2016-05-04:21:00,05/04/2016,21:00:00,13.17,7.4,9.63,92.04,crbuoy2016
2016-05-04:21:15,05/04/2016,21:15:00,13.16,7.4,9.62,91.94,crbuoy2016
2016-05-04:21:30,05/04/2016,21:30:00,13.15,7.4,9.59,91.64,crbuoy2016
2016-05-04:21:45,05/04/2016,21:45:00,13.15,7.39,9.59,91.68,crbuoy2016
2016-05-04:22:00,05/04/2016,22:00:00,13.14,7.39,9.58,91.49,crbuoy2016
2016-05-04:22:15,05/04/2016,22:15:00,13.12,7.39,9.57,91.4,crbuoy2016
2016-05-04:22:30,05/04/2016,22:30:00,13.12,7.39,9.56,91.28,crbuoy2016
2016-05-04:22:45,05/04/2016,22:45:00,13.12,7.39,9.58,91.46,crbuoy2016
2016-05-04:23:00,05/04/2016,23:00:00,13.12,7.38,9.57,91.41,crbuoy2016
2016-05-04:23:15,05/04/2016,23:15:00,13.12,7.38,9.56,91.28,crbuoy2016
2016-05-04:23:30,05/04/2016,23:30:00,13.1,7.38,9.56,91.23,crbuoy2016
2016-05-04:23:45,05/04/2016,23:45:00,13.09,7.38,9.54,91.05,crbuoy2016
2016-05-05:00:00,05/05/2016,00:00:00,13.09,7.37,9.49,90.6,crbuoy2016
2016-05-05:00:15,05/05/2016,00:15:00,13.08,7.37,9.5,90.67,crbuoy2016
2016-05-05:00:30,05/05/2016,00:30:00,13.07,7.38,9.56,91.21,crbuoy2016
2016-05-05:00:45,05/05/2016,00:45:00,13.06,7.37,9.47,90.34,crbuoy2016
2016-05-05:01:00,05/05/2016,01:00:00,13.09,7.36,9.44,90.12,crbuoy2016
2016-05-05:01:15,05/05/2016,01:15:00,13.08,7.36,9.43,89.95,crbuoy2016
2016-05-05:01:30,05/05/2016,01:30:00,13.06,7.36,9.41,89.73,crbuoy2016
2016-05-05:01:45,05/05/2016,01:45:00,13.07,7.35,9.38,89.48,crbuoy2016
2016-05-05:02:00,05/05/2016,02:00:00,13.05,7.36,9.46,90.21,crbuoy2016
2016-05-05:02:15,05/05/2016,02:15:00,13.09,7.37,9.52,90.81,crbuoy2016
2016-05-05:02:30,05/05/2016,02:30:00,13.09,7.38,9.55,91.2,crbuoy2016
2016-05-05:02:45,05/05/2016,02:45:00,13.09,7.38,9.56,91.25,crbuoy2016
2016-05-05:03:00,05/05/2016,03:00:00,13.07,7.38,9.58,91.37,crbuoy2016
2016-05-05:03:15,05/05/2016,03:15:00,13.16,7.38,9.58,91.54,crbuoy2016
2016-05-05:03:30,05/05/2016,03:30:00,13.21,7.39,9.59,91.81,crbuoy2016
2016-05-05:03:45,05/05/2016,03:45:00,13.29,7.38,9.54,91.46,crbuoy2016
2016-05-05:04:00,05/05/2016,04:00:00,13.3,7.38,9.51,91.17,crbuoy2016
2016-05-05:04:15,05/05/2016,04:15:00,13.41,7.38,9.49,91.19,crbuoy2016
2016-05-05:04:30,05/05/2016,04:30:00,13.41,7.39,9.53,91.59,crbuoy2016
2016-05-05:04:45,05/05/2016,04:45:00,13.4,7.39,9.52,91.52,crbuoy2016
2016-05-05:05:00,05/05/2016,05:00:00,13.38,7.39,9.53,91.58,crbuoy2016
2016-05-05:05:15,05/05/2016,05:15:00,13.34,7.39,9.53,91.49,crbuoy2016
2016-05-05:05:30,05/05/2016,05:30:00,13.35,7.39,9.55,91.67,crbuoy2016
2016-05-05:05:45,05/05/2016,05:45:00,13.32,7.39,9.54,91.5,crbuoy2016
2016-05-05:06:00,05/05/2016,06:00:00,13.31,7.39,9.53,91.4,crbuoy2016
2016-05-05:06:15,05/05/2016,06:15:00,13.28,7.39,9.53,91.31,crbuoy2016
2016-05-05:06:30,05/05/2016,06:30:00,13.25,7.4,9.57,91.61,crbuoy2016
2016-05-05:06:45,05/05/2016,06:45:00,13.25,7.4,9.57,91.67,crbuoy2016
2016-05-05:07:00,05/05/2016,07:00:00,13.25,7.4,9.59,91.8,crbuoy2016
2016-05-05:07:15,05/05/2016,07:15:00,13.25,7.4,9.59,91.78,crbuoy2016
2016-05-05:07:30,05/05/2016,07:30:00,13.21,7.39,9.53,91.24,crbuoy2016
2016-05-05:07:45,05/05/2016,07:45:00,13.21,7.4,9.59,91.74,crbuoy2016
2016-05-05:08:00,05/05/2016,08:00:00,13.23,7.39,9.56,91.54,crbuoy2016
2016-05-05:08:15,05/05/2016,08:15:00,13.24,7.39,9.53,91.2,crbuoy2016
2016-05-05:08:30,05/05/2016,08:30:00,13.23,7.39,9.53,91.25,crbuoy2016
2016-05-05:08:45,05/05/2016,08:45:00,13.26,7.38,9.47,90.69,crbuoy2016
2016-05-05:09:00,05/05/2016,09:00:00,13.3,7.37,9.41,90.21,crbuoy2016
2016-05-05:09:15,05/05/2016,09:15:00,13.31,7.38,9.48,90.88,crbuoy2016
2016-05-05:09:30,05/05/2016,09:30:00,13.32,7.38,9.47,90.86,crbuoy2016
2016-05-05:09:45,05/05/2016,09:45:00,13.31,7.39,9.48,90.94,crbuoy2016
2016-05-05:10:00,05/05/2016,10:00:00,13.33,7.38,9.45,90.63,crbuoy2016
2016-05-05:10:15,05/05/2016,10:15:00,13.33,7.38,9.46,90.79,crbuoy2016
2016-05-05:10:30,05/05/2016,10:30:00,13.32,7.38,9.45,90.67,crbuoy2016
2016-05-05:10:45,05/05/2016,10:45:00,13.31,7.38,9.46,90.73,crbuoy2016
2016-05-05:11:00,05/05/2016,11:00:00,13.3,7.38,9.45,90.56,crbuoy2016
2016-05-05:11:15,05/05/2016,11:15:00,13.28,7.38,9.46,90.65,crbuoy2016
2016-05-05:11:30,05/05/2016,11:30:00,13.21,7.39,9.52,91.13,crbuoy2016
2016-05-05:11:45,05/05/2016,11:45:00,13.22,7.39,9.51,91.04,crbuoy2016
2016-05-05:12:00,05/05/2016,12:00:00,13.23,7.39,9.49,90.9,crbuoy2016
2016-05-05:12:15,05/05/2016,12:15:00,13.23,7.39,9.49,90.82,crbuoy2016
2016-05-05:12:30,05/05/2016,12:30:00,13.21,7.4,9.54,91.29,crbuoy2016
2016-05-05:12:45,05/05/2016,12:45:00,13.23,7.4,9.5,90.93,crbuoy2016
2016-05-05:13:00,05/05/2016,13:00:00,13.21,7.4,9.52,91.09,crbuoy2016
2016-05-05:13:15,05/05/2016,13:15:00,13.18,7.4,9.57,91.51,crbuoy2016
2016-05-05:13:30,05/05/2016,13:30:00,13.22,7.4,9.54,91.26,crbuoy2016
