"FECHA_HORA",FECHA,HORA,AIRQ_CO,AIRQ_NO2,DATASET
2017-08-25:3:00,25/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-25:4:00,25/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-25:5:00,25/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-25:6:00,25/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-25:7:00,25/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-25:8:00,25/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-25:9:00,25/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-25:10:00,25/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-25:11:00,25/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-25:12:00,25/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-25:13:00,25/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-25:14:00,25/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-25:15:00,25/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-25:16:00,25/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-25:17:00,25/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-25:18:00,25/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-25:19:00,25/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-25:20:00,25/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-25:21:00,25/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-25:22:00,25/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-25:23:00,25/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-08-26:0:00,26/08/2017,1, , ,MGSET_01_2009_2018_PA
2017-08-26:1:00,26/08/2017,2, , ,MGSET_01_2009_2018_PA
2017-08-26:2:00,26/08/2017,3, , ,MGSET_01_2009_2018_PA
2017-08-26:3:00,26/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-26:4:00,26/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-26:5:00,26/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-26:6:00,26/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-26:7:00,26/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-26:8:00,26/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-26:9:00,26/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-26:10:00,26/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-26:11:00,26/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-26:12:00,26/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-26:13:00,26/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-26:14:00,26/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-26:15:00,26/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-26:16:00,26/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-26:17:00,26/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-26:18:00,26/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-26:19:00,26/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-26:20:00,26/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-26:21:00,26/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-26:22:00,26/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-26:23:00,26/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-08-27:0:00,27/08/2017,1, , ,MGSET_01_2009_2018_PA
2017-08-27:1:00,27/08/2017,2, , ,MGSET_01_2009_2018_PA
2017-08-27:2:00,27/08/2017,3, , ,MGSET_01_2009_2018_PA
2017-08-27:3:00,27/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-27:4:00,27/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-27:5:00,27/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-27:6:00,27/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-27:7:00,27/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-27:8:00,27/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-27:9:00,27/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-27:10:00,27/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-27:11:00,27/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-27:12:00,27/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-27:13:00,27/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-27:14:00,27/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-27:15:00,27/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-27:16:00,27/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-27:17:00,27/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-27:18:00,27/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-27:19:00,27/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-27:20:00,27/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-27:21:00,27/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-27:22:00,27/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-27:23:00,27/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-08-28:0:00,28/08/2017,1, , ,MGSET_01_2009_2018_PA
2017-08-28:1:00,28/08/2017,2, , ,MGSET_01_2009_2018_PA
2017-08-28:2:00,28/08/2017,3, , ,MGSET_01_2009_2018_PA
2017-08-28:3:00,28/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-28:4:00,28/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-28:5:00,28/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-28:6:00,28/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-28:7:00,28/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-28:8:00,28/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-28:9:00,28/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-28:10:00,28/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-28:11:00,28/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-28:12:00,28/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-28:13:00,28/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-28:14:00,28/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-28:15:00,28/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-28:16:00,28/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-28:17:00,28/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-28:18:00,28/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-28:19:00,28/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-28:20:00,28/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-28:21:00,28/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-28:22:00,28/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-28:23:00,28/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-08-29:0:00,29/08/2017,1, , ,MGSET_01_2009_2018_PA
2017-08-29:1:00,29/08/2017,2, , ,MGSET_01_2009_2018_PA
2017-08-29:2:00,29/08/2017,3, , ,MGSET_01_2009_2018_PA
2017-08-29:3:00,29/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-29:4:00,29/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-29:5:00,29/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-29:6:00,29/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-29:7:00,29/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-29:8:00,29/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-29:9:00,29/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-29:10:00,29/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-29:11:00,29/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-29:12:00,29/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-29:13:00,29/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-29:14:00,29/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-29:15:00,29/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-29:16:00,29/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-29:17:00,29/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-29:18:00,29/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-29:19:00,29/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-29:20:00,29/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-29:21:00,29/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-29:22:00,29/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-29:23:00,29/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-08-30:0:00,30/08/2017,1, , ,MGSET_01_2009_2018_PA
2017-08-30:1:00,30/08/2017,2, , ,MGSET_01_2009_2018_PA
2017-08-30:2:00,30/08/2017,3, , ,MGSET_01_2009_2018_PA
2017-08-30:3:00,30/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-30:4:00,30/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-30:5:00,30/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-30:6:00,30/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-30:7:00,30/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-30:8:00,30/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-30:9:00,30/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-30:10:00,30/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-30:11:00,30/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-30:12:00,30/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-30:13:00,30/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-30:14:00,30/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-30:15:00,30/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-30:16:00,30/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-30:17:00,30/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-30:18:00,30/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-30:19:00,30/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-30:20:00,30/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-30:21:00,30/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-30:22:00,30/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-30:23:00,30/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-08-31:0:00,31/08/2017,1, , ,MGSET_01_2009_2018_PA
2017-08-31:1:00,31/08/2017,2, , ,MGSET_01_2009_2018_PA
2017-08-31:2:00,31/08/2017,3, , ,MGSET_01_2009_2018_PA
2017-08-31:3:00,31/08/2017,4, , ,MGSET_01_2009_2018_PA
2017-08-31:4:00,31/08/2017,5, , ,MGSET_01_2009_2018_PA
2017-08-31:5:00,31/08/2017,6, , ,MGSET_01_2009_2018_PA
2017-08-31:6:00,31/08/2017,7, , ,MGSET_01_2009_2018_PA
2017-08-31:7:00,31/08/2017,8, , ,MGSET_01_2009_2018_PA
2017-08-31:8:00,31/08/2017,9, , ,MGSET_01_2009_2018_PA
2017-08-31:9:00,31/08/2017,10, , ,MGSET_01_2009_2018_PA
2017-08-31:10:00,31/08/2017,11, , ,MGSET_01_2009_2018_PA
2017-08-31:11:00,31/08/2017,12, , ,MGSET_01_2009_2018_PA
2017-08-31:12:00,31/08/2017,13, , ,MGSET_01_2009_2018_PA
2017-08-31:13:00,31/08/2017,14, , ,MGSET_01_2009_2018_PA
2017-08-31:14:00,31/08/2017,15, , ,MGSET_01_2009_2018_PA
2017-08-31:15:00,31/08/2017,16, , ,MGSET_01_2009_2018_PA
2017-08-31:16:00,31/08/2017,17, , ,MGSET_01_2009_2018_PA
2017-08-31:17:00,31/08/2017,18, , ,MGSET_01_2009_2018_PA
2017-08-31:18:00,31/08/2017,19, , ,MGSET_01_2009_2018_PA
2017-08-31:19:00,31/08/2017,20, , ,MGSET_01_2009_2018_PA
2017-08-31:20:00,31/08/2017,21, , ,MGSET_01_2009_2018_PA
2017-08-31:21:00,31/08/2017,22, , ,MGSET_01_2009_2018_PA
2017-08-31:22:00,31/08/2017,23, , ,MGSET_01_2009_2018_PA
2017-08-31:23:00,31/08/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-01:0:00,01/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-01:1:00,01/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-01:2:00,01/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-01:3:00,01/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-01:4:00,01/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-01:5:00,01/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-01:6:00,01/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-01:7:00,01/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-01:8:00,01/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-01:9:00,01/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-01:10:00,01/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-01:11:00,01/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-01:12:00,01/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-01:13:00,01/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-01:14:00,01/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-01:15:00,01/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-01:16:00,01/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-01:17:00,01/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-01:18:00,01/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-01:19:00,01/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-01:20:00,01/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-01:21:00,01/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-01:22:00,01/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-01:23:00,01/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-02:0:00,02/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-02:1:00,02/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-02:2:00,02/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-02:3:00,02/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-02:4:00,02/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-02:5:00,02/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-02:6:00,02/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-02:7:00,02/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-02:8:00,02/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-02:9:00,02/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-02:10:00,02/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-02:11:00,02/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-02:12:00,02/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-02:13:00,02/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-02:14:00,02/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-02:15:00,02/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-02:16:00,02/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-02:17:00,02/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-02:18:00,02/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-02:19:00,02/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-02:20:00,02/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-02:21:00,02/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-02:22:00,02/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-02:23:00,02/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-03:0:00,03/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-03:1:00,03/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-03:2:00,03/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-03:3:00,03/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-03:4:00,03/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-03:5:00,03/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-03:6:00,03/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-03:7:00,03/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-03:8:00,03/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-03:9:00,03/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-03:10:00,03/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-03:11:00,03/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-03:12:00,03/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-03:13:00,03/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-03:14:00,03/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-03:15:00,03/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-03:16:00,03/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-03:17:00,03/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-03:18:00,03/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-03:19:00,03/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-03:20:00,03/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-03:21:00,03/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-03:22:00,03/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-03:23:00,03/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-04:0:00,04/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-04:1:00,04/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-04:2:00,04/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-04:3:00,04/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-04:4:00,04/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-04:5:00,04/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-04:6:00,04/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-04:7:00,04/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-04:8:00,04/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-04:9:00,04/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-04:10:00,04/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-04:11:00,04/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-04:12:00,04/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-04:13:00,04/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-04:14:00,04/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-04:15:00,04/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-04:16:00,04/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-04:17:00,04/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-04:18:00,04/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-04:19:00,04/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-04:20:00,04/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-04:21:00,04/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-04:22:00,04/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-04:23:00,04/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-05:0:00,05/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-05:1:00,05/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-05:2:00,05/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-05:3:00,05/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-05:4:00,05/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-05:5:00,05/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-05:6:00,05/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-05:7:00,05/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-05:8:00,05/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-05:9:00,05/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-05:10:00,05/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-05:11:00,05/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-05:12:00,05/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-05:13:00,05/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-05:14:00,05/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-05:15:00,05/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-05:16:00,05/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-05:17:00,05/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-05:18:00,05/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-05:19:00,05/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-05:20:00,05/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-05:21:00,05/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-05:22:00,05/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-05:23:00,05/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-06:0:00,06/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-06:1:00,06/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-06:2:00,06/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-06:3:00,06/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-06:4:00,06/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-06:5:00,06/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-06:6:00,06/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-06:7:00,06/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-06:8:00,06/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-06:9:00,06/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-06:10:00,06/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-06:11:00,06/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-06:12:00,06/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-06:13:00,06/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-06:14:00,06/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-06:15:00,06/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-06:16:00,06/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-06:17:00,06/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-06:18:00,06/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-06:19:00,06/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-06:20:00,06/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-06:21:00,06/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-06:22:00,06/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-06:23:00,06/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-07:0:00,07/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-07:1:00,07/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-07:2:00,07/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-07:3:00,07/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-07:4:00,07/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-07:5:00,07/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-07:6:00,07/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-07:7:00,07/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-07:8:00,07/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-07:9:00,07/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-07:10:00,07/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-07:11:00,07/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-07:12:00,07/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-07:13:00,07/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-07:14:00,07/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-07:15:00,07/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-07:16:00,07/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-07:17:00,07/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-07:18:00,07/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-07:19:00,07/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-07:20:00,07/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-07:21:00,07/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-07:22:00,07/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-07:23:00,07/09/2017,24, , ,MGSET_01_2009_2018_PA
2017-09-08:0:00,08/09/2017,1, , ,MGSET_01_2009_2018_PA
2017-09-08:1:00,08/09/2017,2, , ,MGSET_01_2009_2018_PA
2017-09-08:2:00,08/09/2017,3, , ,MGSET_01_2009_2018_PA
2017-09-08:3:00,08/09/2017,4, , ,MGSET_01_2009_2018_PA
2017-09-08:4:00,08/09/2017,5, , ,MGSET_01_2009_2018_PA
2017-09-08:5:00,08/09/2017,6, , ,MGSET_01_2009_2018_PA
2017-09-08:6:00,08/09/2017,7, , ,MGSET_01_2009_2018_PA
2017-09-08:7:00,08/09/2017,8, , ,MGSET_01_2009_2018_PA
2017-09-08:8:00,08/09/2017,9, , ,MGSET_01_2009_2018_PA
2017-09-08:9:00,08/09/2017,10, , ,MGSET_01_2009_2018_PA
2017-09-08:10:00,08/09/2017,11, , ,MGSET_01_2009_2018_PA
2017-09-08:11:00,08/09/2017,12, , ,MGSET_01_2009_2018_PA
2017-09-08:12:00,08/09/2017,13, , ,MGSET_01_2009_2018_PA
2017-09-08:13:00,08/09/2017,14, , ,MGSET_01_2009_2018_PA
2017-09-08:14:00,08/09/2017,15, , ,MGSET_01_2009_2018_PA
2017-09-08:15:00,08/09/2017,16, , ,MGSET_01_2009_2018_PA
2017-09-08:16:00,08/09/2017,17, , ,MGSET_01_2009_2018_PA
2017-09-08:17:00,08/09/2017,18, , ,MGSET_01_2009_2018_PA
2017-09-08:18:00,08/09/2017,19, , ,MGSET_01_2009_2018_PA
2017-09-08:19:00,08/09/2017,20, , ,MGSET_01_2009_2018_PA
2017-09-08:20:00,08/09/2017,21, , ,MGSET_01_2009_2018_PA
2017-09-08:21:00,08/09/2017,22, , ,MGSET_01_2009_2018_PA
2017-09-08:22:00,08/09/2017,23, , ,MGSET_01_2009_2018_PA
2017-09-08:23:00,08/09/2017,24, , ,MGSET_01_2009_2018_PA
