"FECHA_HORA",FECHA,HORA,WATERQ_Temp,WATERQ_pH,WATERQ_OD,WATERQ_OD_pc,DATASET
2019-05-17:11:45,05/17/2019,11:45:00,14.14,7.16,8.69,84.73,crbuoy
2019-05-17:12:00,05/17/2019,12:00:00,14.14,7.16,8.71,84.91,crbuoy
2019-05-17:12:15,05/17/2019,12:15:00,14.14,7.16,8.73,85.12,crbuoy
2019-05-17:12:30,05/17/2019,12:30:00,14.15,7.18,8.76,85.45,crbuoy
2019-05-17:12:45,05/17/2019,12:45:00,14.15,7.18,8.78,85.58,crbuoy
2019-05-17:13:00,05/17/2019,13:00:00,14.15,7.17,8.78,85.62,crbuoy
2019-05-17:13:15,05/17/2019,13:15:00,14.17,7.18,8.82,86.01,crbuoy
2019-05-17:13:30,05/17/2019,13:30:00,14.19,7.19,8.86,86.49,crbuoy
2019-05-17:13:45,05/17/2019,13:45:00,14.2,7.2,8.9,86.9,crbuoy
2019-05-17:14:00,05/17/2019,14:00:00,14.2,7.2,8.91,86.99,crbuoy
2019-05-17:14:15,05/17/2019,14:15:00,14.21,7.2,8.92,87.12,crbuoy
2019-05-17:14:30,05/17/2019,14:30:00,14.22,7.2,8.95,87.44,crbuoy
2019-05-17:14:45,05/17/2019,14:45:00,14.21,7.2,8.94,87.32,crbuoy
2019-05-17:15:00,05/17/2019,15:00:00,14.14,7.16,8.67,84.52,crbuoy
2019-05-17:15:15,05/17/2019,15:15:00,14.07,7.13,8.53,83.1,crbuoy
2019-05-17:15:30,05/17/2019,15:30:00,14.08,7.13,8.62,83.9,crbuoy
2019-05-17:15:45,05/17/2019,15:45:00,14.08,7.13,8.65,84.24,crbuoy
2019-05-17:16:00,05/17/2019,16:00:00,14.1,7.14,8.73,85.02,crbuoy
2019-05-17:16:15,05/17/2019,16:15:00,14.08,7.14,8.73,84.98,crbuoy
2019-05-17:16:30,05/17/2019,16:30:00,14.07,7.13,8.74,85.06,crbuoy
2019-05-17:16:45,05/17/2019,16:45:00,14.08,7.14,8.76,85.32,crbuoy
2019-05-17:17:00,05/17/2019,17:00:00,14.05,7.13,8.74,85.06,crbuoy
2019-05-17:17:15,05/17/2019,17:15:00,14.04,7.13,8.74,85.05,crbuoy
2019-05-17:17:30,05/17/2019,17:30:00,14.04,7.13,8.74,85.06,crbuoy
2019-05-17:17:45,05/17/2019,17:45:00,14.1,7.15,8.83,85.98,crbuoy
2019-05-17:18:00,05/17/2019,18:00:00,14.23,7.19,9.03,88.17,crbuoy
2019-05-17:18:15,05/17/2019,18:15:00,14.3,7.24,9.16,89.61,crbuoy
2019-05-17:18:30,05/17/2019,18:30:00,14.44,7.26,9.21,90.43,crbuoy
2019-05-17:18:45,05/17/2019,18:45:00,14.4,7.23,9.12,89.47,crbuoy
2019-05-17:19:00,05/17/2019,19:00:00,14.37,7.2,9.04,88.57,crbuoy
2019-05-17:19:15,05/17/2019,19:15:00,14.38,7.2,9.04,88.65,crbuoy
2019-05-17:19:30,05/17/2019,19:30:00,14.37,7.2,9,88.16,crbuoy
2019-05-17:19:45,05/17/2019,19:45:00,14.3,7.16,8.79,86.01,crbuoy
2019-05-17:20:00,05/17/2019,20:00:00,14.3,7.15,8.78,85.87,crbuoy
2019-05-17:20:15,05/17/2019,20:15:00,14.3,7.15,8.77,85.77,crbuoy
2019-05-17:20:30,05/17/2019,20:30:00,14.28,7.15,8.72,85.33,crbuoy
2019-05-17:20:45,05/17/2019,20:45:00,14.25,7.16,8.72,85.27,crbuoy
2019-05-17:21:00,05/17/2019,21:00:00,14.23,7.16,8.72,85.15,crbuoy
2019-05-17:21:15,05/17/2019,21:15:00,14.22,7.15,8.71,85.08,crbuoy
2019-05-17:21:30,05/17/2019,21:30:00,14.19,7.16,8.78,85.72,crbuoy
2019-05-17:21:45,05/17/2019,21:45:00,14.17,7.18,8.83,86.16,crbuoy
2019-05-17:22:00,05/17/2019,22:00:00,14.19,7.17,8.79,85.83,crbuoy
2019-05-17:22:15,05/17/2019,22:15:00,14.19,7.17,8.79,85.78,crbuoy
2019-05-17:22:30,05/17/2019,22:30:00,14.19,7.17,8.78,85.71,crbuoy
2019-05-17:22:45,05/17/2019,22:45:00,14.19,7.17,8.72,85.16,crbuoy
2019-05-17:23:00,05/17/2019,23:00:00,14.19,7.16,8.7,84.92,crbuoy
2019-05-17:23:15,05/17/2019,23:15:00,14.17,7.15,8.71,84.95,crbuoy
2019-05-17:23:30,05/17/2019,23:30:00,14.18,7.14,8.68,84.7,crbuoy
2019-05-17:23:45,05/17/2019,23:45:00,14.16,7.14,8.77,85.49,crbuoy
2019-05-18:00:00,05/18/2019,00:00:00,14.16,7.14,8.74,85.22,crbuoy
2019-05-18:00:15,05/18/2019,00:15:00,14.16,7.14,8.71,85,crbuoy
2019-05-18:00:30,05/18/2019,00:30:00,14.13,7.14,8.7,84.78,crbuoy
2019-05-18:00:45,05/18/2019,00:45:00,14.14,7.14,8.68,84.67,crbuoy
2019-05-18:01:00,05/18/2019,01:00:00,14.13,7.14,8.6,83.85,crbuoy
2019-05-18:01:15,05/18/2019,01:15:00,14.13,7.15,8.59,83.77,crbuoy
2019-05-18:01:30,05/18/2019,01:30:00,14.13,7.15,8.57,83.57,crbuoy
2019-05-18:01:45,05/18/2019,01:45:00,14.12,7.15,8.57,83.49,crbuoy
2019-05-18:02:00,05/18/2019,02:00:00,14.1,7.15,8.63,84.06,crbuoy
2019-05-18:02:15,05/18/2019,02:15:00,14.11,7.15,8.61,83.86,crbuoy
2019-05-18:02:30,05/18/2019,02:30:00,14.1,7.15,8.58,83.57,crbuoy
2019-05-18:02:45,05/18/2019,02:45:00,14.1,7.15,8.56,83.43,crbuoy
2019-05-18:03:00,05/18/2019,03:00:00,14.09,7.15,8.56,83.37,crbuoy
2019-05-18:03:15,05/18/2019,03:15:00,14.08,7.15,8.56,83.35,crbuoy
2019-05-18:03:30,05/18/2019,03:30:00,14.07,7.16,8.63,84.06,crbuoy
2019-05-18:03:45,05/18/2019,03:45:00,14.08,7.16,8.65,84.22,crbuoy
2019-05-18:04:00,05/18/2019,04:00:00,14.07,7.16,8.65,84.21,crbuoy
2019-05-18:04:15,05/18/2019,04:15:00,14.08,7.16,8.63,84.01,crbuoy
2019-05-18:04:30,05/18/2019,04:30:00,14.06,7.17,8.62,83.89,crbuoy
2019-05-18:04:45,05/18/2019,04:45:00,14.07,7.16,8.62,83.87,crbuoy
2019-05-18:05:00,05/18/2019,05:00:00,14.05,7.15,8.6,83.65,crbuoy
2019-05-18:05:15,05/18/2019,05:15:00,14.05,7.17,8.73,84.99,crbuoy
2019-05-18:05:30,05/18/2019,05:30:00,14.05,7.17,8.69,84.56,crbuoy
2019-05-18:05:45,05/18/2019,05:45:00,14.02,7.17,8.7,84.65,crbuoy
2019-05-18:06:00,05/18/2019,06:00:00,14.03,7.16,8.67,84.31,crbuoy
2019-05-18:06:15,05/18/2019,06:15:00,14,7.16,8.68,84.35,crbuoy
2019-05-18:06:30,05/18/2019,06:30:00,14.01,7.16,8.67,84.31,crbuoy
2019-05-18:06:45,05/18/2019,06:45:00,14,7.16,8.66,84.19,crbuoy
2019-05-18:07:00,05/18/2019,07:00:00,14,7.16,8.66,84.14,crbuoy
2019-05-18:07:15,05/18/2019,07:15:00,13.98,7.16,8.65,84.04,crbuoy
2019-05-18:07:30,05/18/2019,07:30:00,13.96,7.14,8.55,83,crbuoy
2019-05-18:07:45,05/18/2019,07:45:00,13.91,7.14,8.57,83.16,crbuoy
2019-05-18:08:00,05/18/2019,08:00:00,13.9,7.13,8.54,82.81,crbuoy
2019-05-18:08:15,05/18/2019,08:15:00,13.86,7.13,8.53,82.63,crbuoy
2019-05-18:08:30,05/18/2019,08:30:00,13.88,7.13,8.53,82.71,crbuoy
2019-05-18:08:45,05/18/2019,08:45:00,13.87,7.12,8.46,82.04,crbuoy
2019-05-18:09:00,05/18/2019,09:00:00,13.89,7.13,8.52,82.6,crbuoy
2019-05-18:09:15,05/18/2019,09:15:00,13.91,7.13,8.51,82.6,crbuoy
2019-05-18:09:30,05/18/2019,09:30:00,13.9,7.13,8.49,82.36,crbuoy
2019-05-18:09:45,05/18/2019,09:45:00,13.93,7.15,8.52,82.72,crbuoy
2019-05-18:10:00,05/18/2019,10:00:00,13.96,7.14,8.5,82.53,crbuoy
2019-05-18:10:15,05/18/2019,10:15:00,13.97,7.14,8.5,82.59,crbuoy
2019-05-18:10:30,05/18/2019,10:30:00,13.95,7.13,8.5,82.55,crbuoy
2019-05-18:10:45,05/18/2019,10:45:00,13.94,7.13,8.56,83.12,crbuoy
2019-05-18:11:00,05/18/2019,11:00:00,13.97,7.13,8.52,82.8,crbuoy
2019-05-18:11:15,05/18/2019,11:15:00,14.21,7.15,8.48,82.81,crbuoy
2019-05-18:11:30,05/18/2019,11:30:00,14.24,7.14,8.48,82.87,crbuoy
2019-05-18:11:45,05/18/2019,11:45:00,14.37,7.17,8.54,83.66,crbuoy
2019-05-18:12:00,05/18/2019,12:00:00,14.58,7.18,8.5,83.68,crbuoy
2019-05-18:12:15,05/18/2019,12:15:00,14.66,7.18,8.57,84.54,crbuoy
2019-05-18:12:30,05/18/2019,12:30:00,15.1,7.22,8.77,87.35,crbuoy
2019-05-18:12:45,05/18/2019,12:45:00,14.97,7.21,8.7,86.36,crbuoy
2019-05-18:13:00,05/18/2019,13:00:00,15.12,7.24,8.87,88.4,crbuoy
2019-05-18:13:15,05/18/2019,13:15:00,15.18,7.25,8.99,89.64,crbuoy
2019-05-18:13:30,05/18/2019,13:30:00,15.08,7.23,8.96,89.14,crbuoy
2019-05-18:13:45,05/18/2019,13:45:00,15.22,7.25,9.11,90.94,crbuoy
2019-05-18:14:00,05/18/2019,14:00:00,15.52,7.28,9.08,91.23,crbuoy
2019-05-18:14:15,05/18/2019,14:15:00,15.44,7.27,9.1,91.24,crbuoy
2019-05-18:14:30,05/18/2019,14:30:00,15.52,7.28,9.23,92.76,crbuoy
2019-05-18:14:45,05/18/2019,14:45:00,15.33,7.26,9.2,92.08,crbuoy
2019-05-18:15:00,05/18/2019,15:00:00,15.87,7.32,9.23,93.39,crbuoy
2019-05-18:15:15,05/18/2019,15:15:00,15.04,7.25,9.38,93.22,crbuoy
2019-05-18:15:30,05/18/2019,15:30:00,14.93,7.24,9.35,92.8,crbuoy
2019-05-18:15:45,05/18/2019,15:45:00,14.86,7.25,9.41,93.25,crbuoy
2019-05-18:16:00,05/18/2019,16:00:00,15.09,7.24,9.45,94.07,crbuoy
2019-05-18:16:15,05/18/2019,16:15:00,14.98,7.25,9.47,94.06,crbuoy
2019-05-18:16:30,05/18/2019,16:30:00,14.93,7.22,9.5,94.28,crbuoy
2019-05-18:16:45,05/18/2019,16:45:00,14.91,7.25,9.57,94.89,crbuoy
2019-05-18:17:00,05/18/2019,17:00:00,14.94,7.27,9.68,96.01,crbuoy
2019-05-18:17:15,05/18/2019,17:15:00,14.97,7.27,9.72,96.49,crbuoy
2019-05-18:17:30,05/18/2019,17:30:00,14.94,7.26,9.65,95.76,crbuoy
2019-05-18:17:45,05/18/2019,17:45:00,14.83,7.21,9.4,93.08,crbuoy
2019-05-18:18:00,05/18/2019,18:00:00,14.69,7.19,9.23,91.11,crbuoy
2019-05-18:18:15,05/18/2019,18:15:00,14.73,7.2,9.33,92.17,crbuoy
2019-05-18:18:30,05/18/2019,18:30:00,14.58,7.17,9.11,89.72,crbuoy
2019-05-18:18:45,05/18/2019,18:45:00,14.6,7.19,9.19,90.5,crbuoy
2019-05-18:19:00,05/18/2019,19:00:00,14.55,7.15,9.06,89.16,crbuoy
2019-05-18:19:15,05/18/2019,19:15:00,14.53,7.16,9.09,89.35,crbuoy
2019-05-18:19:30,05/18/2019,19:30:00,14.51,7.14,9.06,89.07,crbuoy
2019-05-18:19:45,05/18/2019,19:45:00,14.47,7.15,9.04,88.73,crbuoy
2019-05-18:20:00,05/18/2019,20:00:00,14.43,7.14,9.01,88.43,crbuoy
2019-05-18:20:15,05/18/2019,20:15:00,14.4,7.15,8.96,87.89,crbuoy
2019-05-18:20:30,05/18/2019,20:30:00,14.39,7.15,8.93,87.59,crbuoy
2019-05-18:20:45,05/18/2019,20:45:00,14.38,7.15,8.96,87.81,crbuoy
2019-05-18:21:00,05/18/2019,21:00:00,14.41,7.15,9,88.27,crbuoy
2019-05-18:21:15,05/18/2019,21:15:00,14.42,7.16,9,88.3,crbuoy
2019-05-18:21:30,05/18/2019,21:30:00,14.42,7.15,8.98,88.13,crbuoy
2019-05-18:21:45,05/18/2019,21:45:00,14.42,7.14,9,88.3,crbuoy
2019-05-18:22:00,05/18/2019,22:00:00,14.44,7.15,9.02,88.49,crbuoy
2019-05-18:22:15,05/18/2019,22:15:00,14.45,7.17,9.04,88.73,crbuoy
2019-05-18:22:30,05/18/2019,22:30:00,14.44,7.18,9.06,88.91,crbuoy
2019-05-18:22:45,05/18/2019,22:45:00,14.43,7.17,9.03,88.58,crbuoy
2019-05-18:23:00,05/18/2019,23:00:00,14.46,7.17,8.95,87.84,crbuoy
2019-05-18:23:15,05/18/2019,23:15:00,14.49,7.17,8.89,87.32,crbuoy
2019-05-18:23:30,05/18/2019,23:30:00,14.53,7.17,8.89,87.39,crbuoy
2019-05-18:23:45,05/18/2019,23:45:00,14.5,7.15,8.9,87.51,crbuoy
2019-05-19:00:00,05/19/2019,00:00:00,14.49,7.15,8.91,87.58,crbuoy
2019-05-19:00:15,05/19/2019,00:15:00,14.5,7.15,8.91,87.54,crbuoy
2019-05-19:00:30,05/19/2019,00:30:00,14.49,7.16,8.88,87.25,crbuoy
2019-05-19:00:45,05/19/2019,00:45:00,14.49,7.15,8.85,86.95,crbuoy
2019-05-19:01:00,05/19/2019,01:00:00,14.48,7.15,8.85,86.94,crbuoy
2019-05-19:01:15,05/19/2019,01:15:00,14.45,7.17,8.9,87.35,crbuoy
2019-05-19:01:30,05/19/2019,01:30:00,14.42,7.14,8.91,87.44,crbuoy
2019-05-19:01:45,05/19/2019,01:45:00,14.41,7.16,8.92,87.49,crbuoy
2019-05-19:02:00,05/19/2019,02:00:00,14.4,7.15,8.91,87.36,crbuoy
2019-05-19:02:15,05/19/2019,02:15:00,14.37,7.15,8.86,86.85,crbuoy
2019-05-19:02:30,05/19/2019,02:30:00,14.35,7.15,8.88,86.94,crbuoy
2019-05-19:02:45,05/19/2019,02:45:00,14.35,7.15,8.85,86.68,crbuoy
2019-05-19:03:00,05/19/2019,03:00:00,14.33,7.15,8.84,86.57,crbuoy
2019-05-19:03:15,05/19/2019,03:15:00,14.32,7.14,8.78,85.91,crbuoy
2019-05-19:03:30,05/19/2019,03:30:00,14.3,7.14,8.78,85.94,crbuoy
2019-05-19:03:45,05/19/2019,03:45:00,14.28,7.13,8.78,85.89,crbuoy
2019-05-19:04:00,05/19/2019,04:00:00,14.28,7.13,8.74,85.45,crbuoy
2019-05-19:04:15,05/19/2019,04:15:00,14.26,7.13,8.76,85.62,crbuoy
2019-05-19:04:30,05/19/2019,04:30:00,14.24,7.13,8.78,85.77,crbuoy
2019-05-19:04:45,05/19/2019,04:45:00,14.24,7.13,8.78,85.83,crbuoy
2019-05-19:05:00,05/19/2019,05:00:00,14.26,7.14,8.94,87.36,crbuoy
2019-05-19:05:15,05/19/2019,05:15:00,14.3,7.14,9,88.03,crbuoy
2019-05-19:05:30,05/19/2019,05:30:00,14.3,7.15,9,88.07,crbuoy
2019-05-19:05:45,05/19/2019,05:45:00,14.33,7.14,9,88.12,crbuoy
2019-05-19:06:00,05/19/2019,06:00:00,14.36,7.14,8.99,88.04,crbuoy
2019-05-19:06:15,05/19/2019,06:15:00,14.33,7.12,8.99,87.99,crbuoy
2019-05-19:06:30,05/19/2019,06:30:00,14.35,7.11,8.97,87.87,crbuoy
2019-05-19:06:45,05/19/2019,06:45:00,14.38,7.12,8.96,87.81,crbuoy
2019-05-19:07:00,05/19/2019,07:00:00,14.37,7.13,8.96,87.84,crbuoy
2019-05-19:07:15,05/19/2019,07:15:00,14.38,7.13,8.96,87.81,crbuoy
2019-05-19:07:30,05/19/2019,07:30:00,14.4,7.13,8.95,87.77,crbuoy
2019-05-19:07:45,05/19/2019,07:45:00,14.41,7.13,8.93,87.6,crbuoy
2019-05-19:08:00,05/19/2019,08:00:00,14.43,7.12,8.91,87.4,crbuoy
2019-05-19:08:15,05/19/2019,08:15:00,14.48,7.12,8.84,86.88,crbuoy
2019-05-19:08:30,05/19/2019,08:30:00,14.51,7.1,8.86,87.1,crbuoy
2019-05-19:08:45,05/19/2019,08:45:00,14.55,7.08,8.83,86.9,crbuoy
2019-05-19:09:00,05/19/2019,09:00:00,14.58,7.09,8.83,86.97,crbuoy
2019-05-19:09:15,05/19/2019,09:15:00,14.58,7.04,8.87,87.28,crbuoy
2019-05-19:09:30,05/19/2019,09:30:00,14.57,7.02,8.84,86.97,crbuoy
2019-05-19:09:45,05/19/2019,09:45:00,14.57,7.04,8.85,87.11,crbuoy
2019-05-19:10:00,05/19/2019,10:00:00,14.58,7.09,8.85,87.08,crbuoy
2019-05-19:10:15,05/19/2019,10:15:00,14.61,7.06,8.89,87.62,crbuoy
2019-05-19:10:30,05/19/2019,10:30:00,14.61,7.04,8.92,87.83,crbuoy
2019-05-19:10:45,05/19/2019,10:45:00,14.61,7.03,8.91,87.74,crbuoy
2019-05-19:11:00,05/19/2019,11:00:00,14.61,7.03,8.93,87.93,crbuoy
2019-05-19:11:15,05/19/2019,11:15:00,14.59,7.04,8.9,87.63,crbuoy
2019-05-19:11:30,05/19/2019,11:30:00,14.59,7.05,8.97,88.31,crbuoy
2019-05-19:11:45,05/19/2019,11:45:00,14.6,7.05,8.94,88.03,crbuoy
2019-05-19:12:00,05/19/2019,12:00:00,14.59,7.06,8.94,88.07,crbuoy
2019-05-19:12:15,05/19/2019,12:15:00,14.58,7.06,8.92,87.81,crbuoy
2019-05-19:12:30,05/19/2019,12:30:00,14.58,7.06,8.93,87.91,crbuoy
2019-05-19:12:45,05/19/2019,12:45:00,14.57,7.07,8.94,87.96,crbuoy
2019-05-19:13:00,05/19/2019,13:00:00,14.57,7.05,8.99,88.44,crbuoy
2019-05-19:13:15,05/19/2019,13:15:00,14.6,7.06,9.01,88.7,crbuoy
2019-05-19:13:30,05/19/2019,13:30:00,14.67,7.1,9.03,89.1,crbuoy
2019-05-19:13:45,05/19/2019,13:45:00,14.68,7.06,9.03,89.1,crbuoy
2019-05-19:14:00,05/19/2019,14:00:00,14.7,7.11,9.04,89.21,crbuoy
2019-05-19:14:15,05/19/2019,14:15:00,14.81,7.14,9.07,89.8,crbuoy
2019-05-19:14:30,05/19/2019,14:30:00,14.79,7.15,9.08,89.83,crbuoy
2019-05-19:14:45,05/19/2019,14:45:00,15,7.16,9.17,91.07,crbuoy
2019-05-19:15:00,05/19/2019,15:00:00,14.95,7.09,9.17,91.02,crbuoy
2019-05-19:15:15,05/19/2019,15:15:00,15.07,7.1,9.22,91.76,crbuoy
2019-05-19:15:30,05/19/2019,15:30:00,15.11,7.06,9.27,92.31,crbuoy
2019-05-19:15:45,05/19/2019,15:45:00,15.23,7.16,9.37,93.56,crbuoy
2019-05-19:16:00,05/19/2019,16:00:00,15.17,7.09,9.34,93.17,crbuoy
2019-05-19:16:15,05/19/2019,16:15:00,15.09,7.08,9.3,92.55,crbuoy
2019-05-19:16:30,05/19/2019,16:30:00,15.09,7.1,9.31,92.71,crbuoy
2019-05-19:16:45,05/19/2019,16:45:00,15.16,7.12,9.35,93.25,crbuoy
2019-05-19:17:00,05/19/2019,17:00:00,15.15,7.09,9.33,92.99,crbuoy
2019-05-19:17:15,05/19/2019,17:15:00,15.13,7.09,9.32,92.83,crbuoy
2019-05-19:17:30,05/19/2019,17:30:00,15.15,7.09,9.34,93.07,crbuoy
2019-05-19:17:45,05/19/2019,17:45:00,15.13,7.08,9.33,92.94,crbuoy
2019-05-19:18:00,05/19/2019,18:00:00,15.14,7.08,9.33,93,crbuoy
2019-05-19:18:15,05/19/2019,18:15:00,15.13,7.09,9.29,92.52,crbuoy
2019-05-19:18:30,05/19/2019,18:30:00,15.12,7.11,9.27,92.36,crbuoy
2019-05-19:18:45,05/19/2019,18:45:00,15.13,7.12,9.26,92.23,crbuoy
2019-05-19:19:00,05/19/2019,19:00:00,15.18,7.1,9.28,92.51,crbuoy
2019-05-19:19:15,05/19/2019,19:15:00,15.2,7.1,9.29,92.66,crbuoy
2019-05-19:19:30,05/19/2019,19:30:00,15.2,7.13,9.28,92.58,crbuoy
2019-05-19:19:45,05/19/2019,19:45:00,15.22,7.15,9.26,92.48,crbuoy
2019-05-19:20:00,05/19/2019,20:00:00,15.27,7.12,9.25,92.4,crbuoy
2019-05-19:20:15,05/19/2019,20:15:00,15.3,7.12,9.2,92.04,crbuoy
2019-05-19:20:30,05/19/2019,20:30:00,15.32,7.13,9.17,91.73,crbuoy
2019-05-19:20:45,05/19/2019,20:45:00,15.36,7.15,9.15,91.58,crbuoy
2019-05-19:21:00,05/19/2019,21:00:00,15.38,7.15,9.12,91.36,crbuoy
2019-05-19:21:15,05/19/2019,21:15:00,15.39,7.12,9.1,91.2,crbuoy
2019-05-19:21:30,05/19/2019,21:30:00,15.41,7.11,9.1,91.25,crbuoy
2019-05-19:21:45,05/19/2019,21:45:00,15.41,7.09,9.09,91.11,crbuoy
2019-05-19:22:00,05/19/2019,22:00:00,15.42,7.11,9.09,91.09,crbuoy
2019-05-19:22:15,05/19/2019,22:15:00,15.42,7.12,9.07,90.94,crbuoy
2019-05-19:22:30,05/19/2019,22:30:00,15.42,7.12,9.07,90.95,crbuoy
2019-05-19:22:45,05/19/2019,22:45:00,15.42,7.09,9.07,90.89,crbuoy
2019-05-19:23:00,05/19/2019,23:00:00,15.42,7.09,9.05,90.76,crbuoy
2019-05-19:23:15,05/19/2019,23:15:00,15.42,7.09,9.05,90.74,crbuoy
2019-05-19:23:30,05/19/2019,23:30:00,15.43,7.1,9.03,90.54,crbuoy
2019-05-19:23:45,05/19/2019,23:45:00,15.43,7.08,9.02,90.44,crbuoy
2019-05-20:00:00,05/20/2019,00:00:00,15.43,7.1,9.01,90.34,crbuoy
2019-05-20:00:15,05/20/2019,00:15:00,15.44,7.12,9,90.23,crbuoy
2019-05-20:00:30,05/20/2019,00:30:00,15.44,7.13,8.99,90.2,crbuoy
2019-05-20:00:45,05/20/2019,00:45:00,15.43,7.1,9.01,90.37,crbuoy
2019-05-20:01:00,05/20/2019,01:00:00,15.43,7.1,9.01,90.38,crbuoy
2019-05-20:01:15,05/20/2019,01:15:00,15.45,7.12,8.99,90.19,crbuoy
2019-05-20:01:30,05/20/2019,01:30:00,15.45,7.13,9,90.3,crbuoy
2019-05-20:01:45,05/20/2019,01:45:00,15.46,7.14,9,90.34,crbuoy
2019-05-20:02:00,05/20/2019,02:00:00,15.46,7.15,9,90.28,crbuoy
2019-05-20:02:15,05/20/2019,02:15:00,15.47,7.12,8.99,90.18,crbuoy
2019-05-20:02:30,05/20/2019,02:30:00,15.46,7.09,8.97,89.99,crbuoy
2019-05-20:02:45,05/20/2019,02:45:00,15.49,7.11,8.98,90.15,crbuoy
2019-05-20:03:00,05/20/2019,03:00:00,15.51,7.08,9,90.38,crbuoy
2019-05-20:03:15,05/20/2019,03:15:00,15.53,7.08,8.99,90.37,crbuoy
2019-05-20:03:30,05/20/2019,03:30:00,15.52,7.1,8.98,90.22,crbuoy
2019-05-20:03:45,05/20/2019,03:45:00,15.52,7.11,8.96,90.05,crbuoy
2019-05-20:04:00,05/20/2019,04:00:00,15.52,7.12,8.96,90,crbuoy
2019-05-20:04:15,05/20/2019,04:15:00,15.52,7.09,8.96,90.02,crbuoy
2019-05-20:04:30,05/20/2019,04:30:00,15.52,7.1,8.96,89.98,crbuoy
2019-05-20:04:45,05/20/2019,04:45:00,15.53,7.12,8.95,89.92,crbuoy
2019-05-20:05:00,05/20/2019,05:00:00,15.52,7.13,8.94,89.78,crbuoy
2019-05-20:05:15,05/20/2019,05:15:00,15.53,7.14,8.93,89.73,crbuoy
2019-05-20:05:30,05/20/2019,05:30:00,15.53,7.14,8.91,89.51,crbuoy
2019-05-20:05:45,05/20/2019,05:45:00,15.55,7.15,8.91,89.61,crbuoy
2019-05-20:06:00,05/20/2019,06:00:00,15.55,7.11,8.92,89.66,crbuoy
2019-05-20:06:15,05/20/2019,06:15:00,15.56,7.11,8.94,89.91,crbuoy
2019-05-20:06:30,05/20/2019,06:30:00,15.57,7.07,8.92,89.74,crbuoy
2019-05-20:06:45,05/20/2019,06:45:00,15.58,7.07,8.91,89.6,crbuoy
2019-05-20:07:00,05/20/2019,07:00:00,15.59,7.08,8.91,89.6,crbuoy
2019-05-20:07:15,05/20/2019,07:15:00,15.59,7.08,8.88,89.37,crbuoy
2019-05-20:07:30,05/20/2019,07:30:00,15.61,7.11,8.88,89.42,crbuoy
2019-05-20:07:45,05/20/2019,07:45:00,15.63,7.14,8.87,89.37,crbuoy
2019-05-20:08:00,05/20/2019,08:00:00,15.7,7.17,8.89,89.7,crbuoy
2019-05-20:08:15,05/20/2019,08:15:00,15.72,7.18,8.86,89.42,crbuoy
2019-05-20:08:30,05/20/2019,08:30:00,15.74,7.2,8.83,89.11,crbuoy
2019-05-20:08:45,05/20/2019,08:45:00,15.76,7.2,8.83,89.18,crbuoy
2019-05-20:09:00,05/20/2019,09:00:00,15.78,7.19,8.86,89.5,crbuoy
2019-05-20:09:15,05/20/2019,09:15:00,15.83,7.2,8.84,89.4,crbuoy
2019-05-20:09:30,05/20/2019,09:30:00,15.95,7.21,8.84,89.6,crbuoy
2019-05-20:09:45,05/20/2019,09:45:00,15.92,7.2,8.84,89.52,crbuoy
2019-05-20:10:00,05/20/2019,10:00:00,15.92,7.2,8.82,89.41,crbuoy
2019-05-20:10:15,05/20/2019,10:15:00,15.92,7.19,8.85,89.64,crbuoy
2019-05-20:10:30,05/20/2019,10:30:00,16,7.2,8.88,90.14,crbuoy
2019-05-20:10:45,05/20/2019,10:45:00,16.2,7.19,8.93,91.02,crbuoy
2019-05-20:11:00,05/20/2019,11:00:00,16.17,7.08,8.92,90.89,crbuoy
2019-05-20:11:15,05/20/2019,11:15:00,16.29,7.17,8.98,91.75,crbuoy
2019-05-20:11:30,05/20/2019,11:30:00,16.42,7.15,9,92.17,crbuoy
2019-05-20:11:45,05/20/2019,11:45:00,16.42,7.17,9.01,92.22,crbuoy
2019-05-20:12:00,05/20/2019,12:00:00,16.44,7.17,9.02,92.45,crbuoy
2019-05-20:12:15,05/20/2019,12:15:00,16.44,7.15,9.02,92.41,crbuoy
2019-05-20:12:30,05/20/2019,12:30:00,16.55,7.18,9.08,93.24,crbuoy
2019-05-20:12:45,05/20/2019,12:45:00,16.79,7.22,9.11,93.98,crbuoy
2019-05-20:13:00,05/20/2019,13:00:00,16.87,7.21,9.14,94.45,crbuoy
2019-05-20:13:15,05/20/2019,13:15:00,16.92,7.21,9.22,95.39,crbuoy
2019-05-20:13:30,05/20/2019,13:30:00,17.13,7.24,9.26,96.27,crbuoy
2019-05-20:13:45,05/20/2019,13:45:00,16.96,7.19,9.27,96.04,crbuoy
2019-05-20:14:00,05/20/2019,14:00:00,17.2,7.25,9.35,97.26,crbuoy
2019-05-20:14:15,05/20/2019,14:15:00,16.98,7.18,9.36,96.97,crbuoy
2019-05-20:14:30,05/20/2019,14:30:00,17.24,7.26,9.37,97.62,crbuoy
2019-05-20:14:45,05/20/2019,14:45:00,17.38,7.22,9.41,98.36,crbuoy
2019-05-20:15:00,05/20/2019,15:00:00,17.4,7.21,9.42,98.43,crbuoy
2019-05-20:15:15,05/20/2019,15:15:00,17.5,7.22,9.44,98.88,crbuoy
