"FECHA_HORA",FECHA,HORA,WATERQ_Temp,WATERQ_pH,WATERQ_OD,WATERQ_OD_pc,DATASET
2018-05-13:13:15,05/13/2018,13:15:00,18.12,7.13,6.82,72.38,crbuoy2018
2018-05-13:13:30,05/13/2018,13:30:00,18.16,7.15,6.95,73.78,crbuoy2018
2018-05-13:13:45,05/13/2018,13:45:00,18.21,7.17,7.1,75.45,crbuoy2018
2018-05-13:14:00,05/13/2018,14:00:00,18.22,7.15,7.03,74.74,crbuoy2018
2018-05-13:14:15,05/13/2018,14:15:00,18.27,7.17,7.1,75.57,crbuoy2018
2018-05-13:14:30,05/13/2018,14:30:00,18.27,7.16,7.02,74.71,crbuoy2018
2018-05-13:14:45,05/13/2018,14:45:00,18.31,7.16,7.04,75.01,crbuoy2018
2018-05-13:15:00,05/13/2018,15:00:00,18.19,7.14,6.93,73.69,crbuoy2018
2018-05-13:15:15,05/13/2018,15:15:00,18.19,7.14,6.89,73.2,crbuoy2018
2018-05-13:15:30,05/13/2018,15:30:00,18.22,7.13,6.81,72.42,crbuoy2018
2018-05-13:15:45,05/13/2018,15:45:00,18.29,7.14,6.9,73.46,crbuoy2018
2018-05-13:16:00,05/13/2018,16:00:00,18.26,7.14,6.96,74.05,crbuoy2018
2018-05-13:16:15,05/13/2018,16:15:00,18.21,7.14,6.84,72.68,crbuoy2018
2018-05-13:16:30,05/13/2018,16:30:00,18.23,7.14,6.89,73.32,crbuoy2018
2018-05-13:16:45,05/13/2018,16:45:00,18.16,7.14,6.86,72.83,crbuoy2018
2018-05-13:17:00,05/13/2018,17:00:00,18.23,7.15,6.95,73.95,crbuoy2018
2018-05-13:17:15,05/13/2018,17:15:00,18.22,7.15,6.94,73.84,crbuoy2018
2018-05-13:17:30,05/13/2018,17:30:00,18.23,7.15,6.92,73.64,crbuoy2018
2018-05-13:17:45,05/13/2018,17:45:00,18.22,7.15,6.94,73.85,crbuoy2018
2018-05-13:18:00,05/13/2018,18:00:00,18.18,7.15,6.86,72.83,crbuoy2018
2018-05-13:18:15,05/13/2018,18:15:00,18.18,7.15,6.87,73.03,crbuoy2018
2018-05-13:18:30,05/13/2018,18:30:00,18.13,7.15,6.91,73.38,crbuoy2018
2018-05-13:18:45,05/13/2018,18:45:00,18.11,7.13,6.74,71.48,crbuoy2018
2018-05-13:19:00,05/13/2018,19:00:00,18.05,7.13,6.75,71.56,crbuoy2018
2018-05-13:19:15,05/13/2018,19:15:00,18.05,7.12,6.61,70.04,crbuoy2018
2018-05-13:19:30,05/13/2018,19:30:00,17.99,7.11,6.59,69.76,crbuoy2018
2018-05-13:19:45,05/13/2018,19:45:00,18,7.11,6.55,69.34,crbuoy2018
2018-05-13:20:00,05/13/2018,20:00:00,17.98,7.11,6.54,69.19,crbuoy2018
2018-05-13:20:15,05/13/2018,20:15:00,17.96,7.11,6.6,69.87,crbuoy2018
2018-05-13:20:30,05/13/2018,20:30:00,17.97,7.1,6.52,69,crbuoy2018
2018-05-13:20:45,05/13/2018,20:45:00,17.96,7.1,6.44,68.15,crbuoy2018
2018-05-13:21:00,05/13/2018,21:00:00,17.95,7.11,6.53,69.11,crbuoy2018
2018-05-13:21:15,05/13/2018,21:15:00,17.94,7.1,6.52,68.96,crbuoy2018
2018-05-13:21:30,05/13/2018,21:30:00,17.91,7.11,6.53,68.98,crbuoy2018
2018-05-13:21:45,05/13/2018,21:45:00,17.91,7.1,6.55,69.18,crbuoy2018
2018-05-13:22:00,05/13/2018,22:00:00,17.9,7.11,6.55,69.24,crbuoy2018
2018-05-13:22:15,05/13/2018,22:15:00,17.88,7.1,6.41,67.75,crbuoy2018
2018-05-13:22:30,05/13/2018,22:30:00,17.85,7.11,6.55,69.13,crbuoy2018
2018-05-13:22:45,05/13/2018,22:45:00,17.84,7.11,6.58,69.46,crbuoy2018
2018-05-13:23:00,05/13/2018,23:00:00,17.84,7.1,6.52,68.77,crbuoy2018
2018-05-13:23:15,05/13/2018,23:15:00,17.83,7.11,6.55,69.07,crbuoy2018
2018-05-13:23:30,05/13/2018,23:30:00,17.82,7.1,6.54,68.95,crbuoy2018
2018-05-13:23:45,05/13/2018,23:45:00,17.8,7.1,6.5,68.54,crbuoy2018
2018-05-14:00:00,05/14/2018,00:00:00,17.79,7.1,6.46,68.14,crbuoy2018
2018-05-14:00:15,05/14/2018,00:15:00,17.79,7.09,6.48,68.34,crbuoy2018
2018-05-14:00:30,05/14/2018,00:30:00,17.78,7.1,6.49,68.42,crbuoy2018
2018-05-14:00:45,05/14/2018,00:45:00,17.77,7.11,6.52,68.7,crbuoy2018
2018-05-14:01:00,05/14/2018,01:00:00,17.75,7.11,6.5,68.5,crbuoy2018
2018-05-14:01:15,05/14/2018,01:15:00,17.74,7.11,6.51,68.55,crbuoy2018
2018-05-14:01:30,05/14/2018,01:30:00,17.74,7.1,6.5,68.51,crbuoy2018
2018-05-14:01:45,05/14/2018,01:45:00,17.71,7.11,6.5,68.44,crbuoy2018
2018-05-14:02:00,05/14/2018,02:00:00,17.74,7.1,6.46,67.99,crbuoy2018
2018-05-14:02:15,05/14/2018,02:15:00,17.72,7.1,6.48,68.22,crbuoy2018
2018-05-14:02:30,05/14/2018,02:30:00,17.71,7.1,6.46,67.95,crbuoy2018
2018-05-14:02:45,05/14/2018,02:45:00,17.71,7.1,6.51,68.5,crbuoy2018
2018-05-14:03:00,05/14/2018,03:00:00,17.69,7.12,6.61,69.57,crbuoy2018
2018-05-14:03:15,05/14/2018,03:15:00,17.71,7.11,6.6,69.47,crbuoy2018
2018-05-14:03:30,05/14/2018,03:30:00,17.71,7.11,6.64,69.91,crbuoy2018
2018-05-14:03:45,05/14/2018,03:45:00,17.7,7.12,6.62,69.68,crbuoy2018
2018-05-14:04:00,05/14/2018,04:00:00,17.71,7.11,6.61,69.59,crbuoy2018
2018-05-14:04:15,05/14/2018,04:15:00,17.69,7.12,6.63,69.78,crbuoy2018
2018-05-14:04:30,05/14/2018,04:30:00,17.69,7.11,6.62,69.68,crbuoy2018
2018-05-14:04:45,05/14/2018,04:45:00,17.7,7.11,6.59,69.4,crbuoy2018
2018-05-14:05:00,05/14/2018,05:00:00,17.69,7.11,6.58,69.26,crbuoy2018
2018-05-14:05:15,05/14/2018,05:15:00,17.69,7.11,6.59,69.38,crbuoy2018
2018-05-14:05:30,05/14/2018,05:30:00,17.68,7.11,6.58,69.21,crbuoy2018
2018-05-14:05:45,05/14/2018,05:45:00,17.66,7.11,6.54,68.8,crbuoy2018
2018-05-14:06:00,05/14/2018,06:00:00,17.65,7.11,6.54,68.76,crbuoy2018
2018-05-14:06:15,05/14/2018,06:15:00,17.64,7.11,6.57,69.02,crbuoy2018
2018-05-14:06:30,05/14/2018,06:30:00,17.63,7.11,6.58,69.12,crbuoy2018
2018-05-14:06:45,05/14/2018,06:45:00,17.62,7.11,6.59,69.21,crbuoy2018
2018-05-14:07:00,05/14/2018,07:00:00,17.63,7.11,6.58,69.19,crbuoy2018
2018-05-14:07:15,05/14/2018,07:15:00,17.62,7.11,6.6,69.3,crbuoy2018
2018-05-14:07:30,05/14/2018,07:30:00,17.61,7.11,6.61,69.4,crbuoy2018
2018-05-14:07:45,05/14/2018,07:45:00,17.62,7.12,6.59,69.22,crbuoy2018
2018-05-14:08:00,05/14/2018,08:00:00,17.65,7.12,6.63,69.69,crbuoy2018
2018-05-14:08:15,05/14/2018,08:15:00,17.68,7.12,6.61,69.49,crbuoy2018
2018-05-14:08:30,05/14/2018,08:30:00,17.67,7.11,6.58,69.23,crbuoy2018
2018-05-14:08:45,05/14/2018,08:45:00,17.68,7.12,6.59,69.35,crbuoy2018
2018-05-14:09:00,05/14/2018,09:00:00,17.71,7.12,6.58,69.23,crbuoy2018
2018-05-14:09:15,05/14/2018,09:15:00,17.74,7.12,6.59,69.35,crbuoy2018
2018-05-14:09:30,05/14/2018,09:30:00,17.75,7.12,6.6,69.49,crbuoy2018
2018-05-14:09:45,05/14/2018,09:45:00,17.81,7.12,6.65,70.09,crbuoy2018
2018-05-14:10:00,05/14/2018,10:00:00,17.86,7.12,6.65,70.23,crbuoy2018
2018-05-14:10:15,05/14/2018,10:15:00,17.93,7.13,6.69,70.73,crbuoy2018
2018-05-14:10:30,05/14/2018,10:30:00,17.95,7.14,6.74,71.26,crbuoy2018
2018-05-14:10:45,05/14/2018,10:45:00,17.97,7.15,6.77,71.64,crbuoy2018
2018-05-14:11:00,05/14/2018,11:00:00,18,7.15,6.77,71.64,crbuoy2018
2018-05-14:11:15,05/14/2018,11:15:00,18.02,7.14,6.78,71.84,crbuoy2018
2018-05-14:11:30,05/14/2018,11:30:00,18.02,7.15,6.8,72.01,crbuoy2018
2018-05-14:11:45,05/14/2018,11:45:00,18.05,7.15,6.81,72.17,crbuoy2018
2018-05-14:12:00,05/14/2018,12:00:00,18.07,7.15,6.8,72.12,crbuoy2018
2018-05-14:12:15,05/14/2018,12:15:00,18.17,7.15,6.77,71.91,crbuoy2018
2018-05-14:12:30,05/14/2018,12:30:00,18.15,7.15,6.73,71.43,crbuoy2018
2018-05-14:12:45,05/14/2018,12:45:00,18.23,7.15,6.73,71.62,crbuoy2018
2018-05-14:13:00,05/14/2018,13:00:00,18.28,7.16,6.77,72.06,crbuoy2018
2018-05-14:13:15,05/14/2018,13:15:00,18.46,7.16,6.8,72.7,crbuoy2018
